fill_id,epoch,prev_epoch,next_epoch,tier,k,gap_years,dt_left_yr,dt_right_yr,dt_basis,n_cells,area_m2,crown_id,crown_diam_m,size_class,crown_cells,fill_cells_in_crown,fill_share_of_crown,crown_cover_raw,p_t_list,p_t_source,miss_product,epsilon_interval,epsilon_interval_next,gamma_interval_colonisation,gamma_interval_emptysite,lambda_colonisation,lambda_colonisation_emptysite,lambda_rule,log10_lambda_colonisation,log10_lambda_rule,posterior_fill_colonisation,posterior_fill_colonisation_emptysite,posterior_fill_rule
2011s#370_2681,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,10533,6.21,6-8,3,2,0.667,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#380_2406,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,159,636.0,10113,16.63,14+,24,4,0.167,0.833,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#380_2628,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,26,104.0,10613,14.24,14+,17,5,0.294,0.706,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#382_2350,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#386_2355,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,11,44.0,10039,11.08,10-14,11,2,0.182,0.818,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#386_2569,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,10744,16.76,14+,25,1,0.04,0.96,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#394_2538,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,29,116.0,10499,8.05,8-10,7,7,1.0,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#401_2559,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,11645,8.13,8-10,5,4,0.8,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#402_2313,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,214,856.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#402_2481,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,11398,9.93,8-10,9,1,0.111,0.889,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#403_2552,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,13,52.0,11656,10.89,10-14,10,2,0.2,0.6,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#410_2549,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,16,64.0,11676,7.01,6-8,5,2,0.4,0.6,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#412_2459,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,27,108.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#413_2348,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#415_2321,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,11279,9.27,8-10,7,3,0.429,0.143,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#418_2577,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,11805,6.42,6-8,4,2,0.5,0.5,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#421_2409,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,11349,11.38,10-14,11,1,0.091,0.909,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#423_2472,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,11439,8.07,8-10,7,2,0.286,0.571,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#424_2603,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,11826,12.39,10-14,13,2,0.154,0.769,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#429_2321,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,137,548.0,11306,15.06,14+,20,12,0.6,0.4,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#429_2586,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,28,112.0,11839,9.89,8-10,10,3,0.3,0.6,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#436_2455,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,42,168.0,11607,7.3,6-8,5,5,1.0,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#436_2539,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#445_2477,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,30,120.0,11479,7.19,6-8,5,4,0.8,0.2,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#448_2484,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,14,56.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#448_2496,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,20,80.0,11484,9.92,8-10,9,9,1.0,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#449_2440,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,11634,8.05,8-10,5,4,0.8,0.2,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#449_2616,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,17,68.0,13208,4.78,4-5,2,1,0.5,0.0,0.9185,2011s|bin|4-5,0.0815,0.008764,0.008764,0.0004121,0.0009761,22172.2,9361.38,45.6876,4.3458,1.6598,0.9999549,0.99989319,0.97858104
2011s#450_2455,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,25,100.0,11635,9.6,8-10,9,2,0.222,0.778,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#451_2468,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,13,52.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#451_2700,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,13330,7.72,6-8,7,2,0.286,0.714,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#453_2347,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,12654,8.83,8-10,9,1,0.111,0.889,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#456_2312,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,61,244.0,12640,12.34,10-14,13,10,0.769,0.231,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#458_2542,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,12745,4.13,4-5,1,1,1.0,0.0,0.9185,2011s|bin|4-5,0.0815,0.008764,0.008764,0.0004121,0.0009761,22172.2,9361.38,45.6876,4.3458,1.6598,0.9999549,0.99989319,0.97858104
2011s#460_2292,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,116,464.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#461_2703,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,14,56.0,13355,7.2,6-8,5,4,0.8,0.2,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#468_2598,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,31,124.0,13273,9.92,8-10,9,2,0.222,0.556,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#470_2469,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,12843,15.36,14+,21,2,0.095,0.905,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#473_2670,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,17,68.0,13367,6.43,6-8,4,1,0.25,0.5,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#475_2556,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,12775,11.7,10-14,14,6,0.429,0.571,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#477_2630,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,12,48.0,13588,9.0,8-10,8,5,0.625,0.375,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#478_2343,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,12687,10.26,10-14,10,2,0.2,0.8,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#478_2707,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,14,56.0,13375,8.93,8-10,7,4,0.571,0.429,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#482_2629,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,22,88.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#486_2683,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#487_2471,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,19,76.0,12876,11.88,10-14,11,7,0.636,0.364,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#488_2666,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,28,112.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#488_2696,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,13,52.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#490_2547,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,23,92.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#490_2631,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#496_2637,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,24,96.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#505_2637,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,18,72.0,14507,8.27,8-10,6,5,0.833,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#508_2421,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,218,872.0,13890,13.54,10-14,16,16,1.0,0.0,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#510_2394,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,23,92.0,14137,2.94,2-3,1,1,1.0,0.0,0.8885,2011s|bin|2-3,0.1115,0.008764,0.008764,0.0004121,0.0009761,30333.7,12807.3,62.5051,4.4819,1.7959,0.99996703,0.99992193,0.98425324
2011s#514_2703,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,21,84.0,14243,13.38,10-14,16,3,0.188,0.812,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#515_2485,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,12,48.0,13932,5.79,5-6,3,2,0.667,0.333,0.9349,2011s|bin|5-6,0.0651,0.008764,0.008764,0.0004121,0.0009761,17710.5,7477.62,36.494,4.2482,1.5622,0.99994354,0.99986629,0.97332908
2011s#520_2536,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,17,68.0,13978,9.38,8-10,9,7,0.778,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#521_2608,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#525_2339,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,14,56.0,14053,12.24,10-14,14,3,0.214,0.786,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#525_2654,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,25,100.0,14542,6.88,6-8,4,3,0.75,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#526_2433,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,183,732.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#526_2596,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,30,120.0,14404,12.46,10-14,13,1,0.077,0.923,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#528_2680,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,59,236.0,14271,5.72,5-6,4,4,1.0,0.0,0.9349,2011s|bin|5-6,0.0651,0.008764,0.008764,0.0004121,0.0009761,17710.5,7477.62,36.494,4.2482,1.5622,0.99994354,0.99986629,0.97332908
2011s#530_2344,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,14061,10.21,10-14,10,3,0.3,0.7,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#531_2633,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#531_2665,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,13,52.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#531_2710,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,16,64.0,14266,13.96,10-14,16,3,0.188,0.688,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#532_2399,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,12,48.0,14182,8.05,8-10,6,3,0.5,0.5,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#534_2473,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,13948,9.7,8-10,9,4,0.444,0.222,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#537_2610,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,14428,10.16,10-14,11,3,0.273,0.727,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#540_2420,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,13,52.0,13911,3.37,3-4,1,1,1.0,0.0,0.8943,2011s|bin|3-4,0.1057,0.008764,0.008764,0.0004121,0.0009761,28755.8,12141.1,59.2537,4.4587,1.7727,0.99996523,0.99991764,0.98340352
2011s#542_2575,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,12,48.0,14421,6.57,6-8,3,1,0.333,0.667,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#543_2590,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,11,44.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#550_2274,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#551_2382,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,42,168.0,15107,19.22,14+,34,8,0.235,0.765,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#552_2395,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,33,132.0,15105,4.83,4-5,3,3,1.0,0.0,0.9185,2011s|bin|4-5,0.0815,0.008764,0.008764,0.0004121,0.0009761,22172.2,9361.38,45.6876,4.3458,1.6598,0.9999549,0.99989319,0.97858104
2011s#553_2415,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,33,132.0,14996,5.88,5-6,3,2,0.667,0.0,0.9349,2011s|bin|5-6,0.0651,0.008764,0.008764,0.0004121,0.0009761,17710.5,7477.62,36.494,4.2482,1.5622,0.99994354,0.99986629,0.97332908
2011s#553_2659,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#555_2614,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,15398,12.87,10-14,16,4,0.25,0.75,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#556_2265,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,13856,16.9,14+,26,4,0.154,0.846,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#556_2317,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,12,48.0,15235,9.41,8-10,7,6,0.857,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#556_2575,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,11,44.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#557_2302,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,13,52.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#557_2346,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,14,56.0,15230,7.47,6-8,5,5,1.0,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#558_2410,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,15114,6.93,6-8,4,2,0.5,0.5,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#560_2660,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,12,48.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#566_2291,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,14814,11.94,10-14,12,1,0.083,0.833,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#568_2259,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,35,140.0,14752,17.16,14+,25,7,0.28,0.72,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#568_2579,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#575_2331,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,36,144.0,15287,16.39,14+,25,5,0.2,0.8,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#575_2380,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,12,48.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#577_2458,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#579_2512,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,14906,11.66,10-14,11,4,0.364,0.455,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#579_2530,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,14970,7.83,6-8,5,5,1.0,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#581_2661,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,12,48.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#583_2698,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,18,72.0,15533,13.48,10-14,17,4,0.235,0.647,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#585_2673,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,14,56.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#586_2253,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#588_2491,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,49,196.0,14937,8.27,8-10,7,7,1.0,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#589_2351,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#589_2525,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,11,44.0,14983,6.57,6-8,4,2,0.5,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#593_2299,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#596_2263,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,50,200.0,14783,13.95,10-14,18,5,0.278,0.722,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
