point_id,stratum,stratum_name,row,col,x,y,lon,lat,model_canopy
200,5,both_noncanopy,7184,2440,1259178.7472808722,291167.9319853422,-122.3842826,47.7876938,0
201,5,both_noncanopy,1841,8328,1270954.7472808722,301853.9319853422,-122.3372374,47.817624,0
202,5,both_noncanopy,5908,5536,1265370.7472808722,293719.9319853422,-122.3593048,47.7950279,0
203,5,both_noncanopy,6475,5713,1265724.7472808722,292585.9319853422,-122.3577735,47.7919389,0
204,5,both_noncanopy,7971,8226,1270750.7472808722,289593.9319853422,-122.3370925,47.7840091,0
205,5,both_noncanopy,6159,4641,1263580.7472808722,293217.9319853422,-122.3665453,47.7935544,0
206,5,both_noncanopy,4203,8310,1270918.7472808722,297129.9319853422,-122.3370082,47.8046739,0
207,5,both_noncanopy,3601,9523,1273344.7472808722,298333.9319853422,-122.3272332,47.8081035,0
208,5,both_noncanopy,196,7210,1268718.7472808722,305143.9319853422,-122.3466,47.8265215,0
209,5,both_noncanopy,6260,10841,1275980.7472808722,293015.9319853422,-122.316091,47.7936669,0
210,5,both_noncanopy,5530,10910,1276118.7472808722,294475.9319853422,-122.315644,47.7976759,0
211,5,both_noncanopy,3843,2562,1259422.7472808722,297849.9319853422,-122.3838378,47.806022,1
212,5,both_noncanopy,5375,9572,1273442.7472808722,294785.9319853422,-122.3265543,47.7983838,0
213,5,both_noncanopy,2611,10855,1276008.7472808722,300313.9319853422,-122.3165493,47.8136718,0
214,5,both_noncanopy,2203,3893,1262084.7472808722,301129.9319853422,-122.3732744,47.8151587,0
215,5,both_noncanopy,6307,3698,1261694.7472808722,292921.9319853422,-122.3741926,47.7926399,0
216,5,both_noncanopy,5089,10083,1274464.7472808722,295357.9319853422,-122.3224418,47.8000059,0
217,5,both_noncanopy,5043,3345,1260988.7472808722,295449.9319853422,-122.3772706,47.7995301,0
218,5,both_noncanopy,3216,10074,1274446.7472808722,299103.9319853422,-122.32281,47.8102726,0
219,5,both_noncanopy,6815,4683,1263664.7472808722,291905.9319853422,-122.3660973,47.7899629,0
220,5,both_noncanopy,1048,9053,1272404.7472808722,303439.9319853422,-122.3314623,47.8220486,0
221,6,no_chm,5056,71,1254440.7472808722,295423.9319853422,-122.4039057,47.7990956,0
222,6,no_chm,1661,3133,1260564.7472808722,302213.9319853422,-122.3795483,47.8180463,0
223,6,no_chm,5776,1473,1257244.7472808722,293983.9319853422,-122.3923804,47.795305,0
224,6,no_chm,3125,1111,1256520.7472808722,299285.9319853422,-122.3957633,47.809797,0
225,6,no_chm,1373,2841,1259980.7472808722,302789.9319853422,-122.3819721,47.8195929,0
226,6,no_chm,6972,191,1254680.7472808722,291591.9319853422,-122.4026114,47.7886059,0
227,6,no_chm,6441,1142,1256582.7472808722,292653.9319853422,-122.3949634,47.7916228,0
228,6,no_chm,5654,536,1255370.7472808722,294227.9319853422,-122.4000234,47.7958695,0
229,6,no_chm,6820,808,1255914.7472808722,291895.9319853422,-122.3976177,47.789508,0
230,6,no_chm,5251,127,1254552.7472808722,295033.9319853422,-122.4034177,47.7980329,0
231,6,no_chm,1852,2328,1258954.7472808722,301831.9319853422,-122.3860688,47.8169104,0
232,6,no_chm,6345,53,1254404.7472808722,292845.9319853422,-122.4038381,47.7920276,0
233,6,no_chm,2535,985,1256268.7472808722,300465.9319853422,-122.3968862,47.8130173,0
234,6,no_chm,1096,2031,1258360.7472808722,303343.9319853422,-122.3886104,47.8210218,0
235,6,no_chm,7289,830,1255958.7472808722,290957.9319853422,-122.3973612,47.7869395,0
236,6,no_chm,657,2814,1259926.7472808722,304221.9319853422,-122.3823092,47.8235149,0
237,6,no_chm,2431,2457,1259212.7472808722,300673.9319853422,-122.3849239,47.8137507,0
238,6,no_chm,175,4156,1262610.7472808722,305185.9319853422,-122.3714639,47.8263047,0
239,6,no_chm,2206,1702,1257702.7472808722,301123.9319853422,-122.3911054,47.8149005,0
240,6,no_chm,3362,193,1254684.7472808722,298811.9319853422,-122.4031943,47.8083954,0
241,6,no_chm,5613,197,1254692.7472808722,294309.9319853422,-122.4027881,47.7960564,0
242,6,no_chm,2054,390,1255078.7472808722,301427.9319853422,-122.4018082,47.8155876,0
243,6,no_chm,1350,3428,1261154.7472808722,302835.9319853422,-122.3771981,47.8197836,0
244,6,no_chm,171,4164,1262626.7472808722,305193.9319853422,-122.3713995,47.8263275,0
245,6,no_chm,6595,1039,1256376.7472808722,292345.9319853422,-122.3957758,47.7907672,0
246,6,no_chm,7602,1200,1256698.7472808722,290331.9319853422,-122.3943,47.7852649,0
247,6,no_chm,2913,1685,1257668.7472808722,299709.9319853422,-122.3911272,47.811023,0
248,6,no_chm,7928,9087,1272472.7472808722,289679.9319853422,-122.3300962,47.7843369,0
249,6,no_chm,874,3775,1261848.7472808722,303787.9319853422,-122.3744514,47.8224311,0
250,6,no_chm,765,2347,1258992.7472808722,304005.9319853422,-122.3860927,47.8228712,0
