point_id,label,crown_idx,crown_id,offcrown,off_grid,terminal_absent_epochs,terminal_laundered,terminal_laundered_posterior,terminal_censored,laundered_crown_obs1,laundered_crown_obs0,laundered_crown_missing,raw_trajectory,viterbi_trajectory,posterior_trajectory,crown_obs,n_epochs_touched,impossible_triples_raw,impossible_triples_healed,impossible_triples_posterior,healed_to_canopy,healed_to_ignore
1214,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1215,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1216,nochange,0,,1,0,0,0,0,0,0,0,0,.C....C.....,,,,0,0,0,0,0,0
1217,nochange,219598,EDM_0219597,0,0,0,0,0,0,0,0,0,.CC.CCCC.CCC,CCCCCCCCCCCC,CCCCCCCCCCCC,.CC.CCCC.CCC,3,2,0,0,3,0
1218,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1219,nochange,0,,1,0,0,0,0,0,0,0,0,CC.C....C...,,,,0,1,0,0,0,0
122,nochange,219846,EDM_0219845,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
1220,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1221,nochange,0,,1,0,0,0,0,0,0,0,0,......C.CCCC,,,,0,1,0,0,0,0
1222,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1223,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1224,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCC.C.CC,,,,0,2,0,0,0,0
1225,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCC.C.CC,,,,0,2,0,0,0,0
1226,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1227,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1228,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1229,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
123,nochange,0,,1,0,0,0,0,0,0,0,0,.CCC..C.CCCC,,,,0,1,0,0,0,0
1230,nochange,218879,EDM_0218878,0,0,0,0,0,0,0,0,0,CCC.CC.C.CCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCxxCC,3,3,0,0,3,0
1231,nochange,0,,1,0,0,0,0,0,0,0,0,CC......C.CC,,,,0,1,0,0,0,0
1232,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1233,nochange,120685,EDM_0120684,0,0,0,0,0,0,0,0,0,CCC.CCCCC.CC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCC.CCCCCCCC,2,2,0,0,2,0
1234,nochange,0,,1,0,0,0,0,0,0,0,0,.CC.CC..C..C,,,,0,1,0,0,0,0
1235,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1236,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1237,nochange,0,,1,0,0,0,0,0,0,0,0,......C...C.,,,,0,0,0,0,0,0
1238,nochange,0,,1,0,0,0,0,0,0,0,0,C......CC...,,,,0,0,0,0,0,0
1239,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
124,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCC.CCCC,,,,0,1,0,0,0,0
1240,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1241,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1242,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1243,nochange,0,,1,0,0,0,0,0,0,0,0,...C....CCCC,,,,0,0,0,0,0,0
1244,nochange,0,,1,0,0,0,0,0,0,0,0,..C.........,,,,0,0,0,0,0,0
1245,nochange,0,,1,0,0,0,0,0,0,0,0,....C....C..,,,,0,0,0,0,0,0
1246,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCC.C.C...,,,,0,2,0,0,0,0
1248,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1249,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
125,nochange,107698,EDM_0107697,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
1250,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
126,nochange,0,,1,0,0,0,0,0,0,0,0,CC.CC.C.C...,,,,0,3,0,0,0,0
127,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
128,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
129,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
13,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
130,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
131,loss,0,,1,0,0,0,0,0,0,0,0,CCCCC.CC....,,,,0,1,0,0,0,0
132,nochange,21130,EDM_0021129,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
133,nochange,106816,EDM_0106815,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
134,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
135,nochange,58161,EDM_0058160,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
136,nochange,216091,EDM_0216090,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
137,nochange,26902,EDM_0026901,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
138,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
139,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
14,nochange,0,,1,0,0,0,0,0,0,0,0,...C........,,,,0,0,0,0,0,0
140,nochange,113880,EDM_0113879,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
141,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
142,nochange,71197,EDM_0071196,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
143,nochange,112735,EDM_0112734,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
144,nochange,209145,EDM_0209144,0,0,0,0,0,0,0,0,0,C.CCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CxCCCCCCCCCC,1,1,0,0,1,0
145,nochange,6362,EDM_0006361,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
146,nochange,176620,EDM_0176619,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
147,nochange,73810,EDM_0073809,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
148,nochange,0,,1,0,0,0,0,0,0,0,0,.CC.CCC.CCCC,,,,0,2,0,0,0,0
149,nochange,209920,EDM_0209919,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
15,loss,0,,1,0,0,0,0,0,0,0,0,C.C.........,,,,0,1,0,0,0,0
150,nochange,3737,EDM_0003736,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
151,nochange,29775,EDM_0029774,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
152,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
153,nochange,183692,EDM_0183691,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
154,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
155,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
156,nochange,97039,EDM_0097038,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
157,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCC.......,,,,0,0,0,0,0,0
158,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,,,,0,0,0,0,0,0
159,nochange,155390,EDM_0155389,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
16,loss,180398,EDM_0180397,0,0,4,4,4,0,0,3,1,CCCCCCCC....,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCx...,4,0,0,0,4,0
160,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCC.CCCC,,,,0,1,0,0,0,0
161,nochange,17264,EDM_0017263,0,0,0,0,0,0,0,0,0,CCCCCCCCCC.C,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,1,1,0,0,1,0
162,nochange,213881,EDM_0213880,0,0,0,0,0,0,0,0,0,CCCCCCCCCC.C,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCxC,1,1,0,0,1,0
163,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
164,nochange,0,,1,0,0,0,0,0,0,0,0,C.C..CCCCCCC,,,,0,1,0,0,0,0
165,nochange,59341,EDM_0059340,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
166,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
167,nochange,27112,EDM_0027111,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
168,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
169,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
17,nochange,180967,EDM_0180966,0,0,0,0,0,0,0,0,0,CCCCCCCCC..C,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCxxC,2,0,0,0,2,0
170,nochange,100178,EDM_0100177,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
171,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,,,,0,0,0,0,0,0
172,nochange,30680,EDM_0030679,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
173,nochange,107796,EDM_0107795,0,0,0,0,0,0,0,0,0,CCCCCCCCC.CC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,1,1,0,0,1,0
174,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
175,nochange,2219,EDM_0002218,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
176,nochange,21211,EDM_0021210,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
177,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
178,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
179,nochange,110270,EDM_0110269,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
18,nochange,0,,1,0,0,0,0,0,0,0,0,..C.CCC.C..C,,,,0,2,0,0,0,0
180,nochange,99797,EDM_0099796,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
181,nochange,76040,EDM_0076039,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
182,nochange,193870,EDM_0193869,0,0,0,0,0,0,0,0,0,CCC.C.CCC..C,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,4,2,0,0,4,0
183,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
184,nochange,15198,EDM_0015197,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
185,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
186,nochange,152046,EDM_0152045,0,0,0,0,0,0,0,0,0,CCC.CCCC.CCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,2,2,0,0,2,0
187,nochange,6205,EDM_0006204,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
188,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
189,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCC.CCCC,,,,0,1,0,0,0,0
19,nochange,118282,EDM_0118281,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
190,nochange,27981,EDM_0027980,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
191,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCCCCC.C,,,,0,1,0,0,0,0
192,nochange,112570,EDM_0112569,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
193,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,,,,0,0,0,0,0,0
194,nochange,137517,EDM_0137516,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
195,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCC.CCCC,,,,0,1,0,0,0,0
197,gain,84604,EDM_0084603,0,0,0,0,0,0,0,0,0,CCCCCCCC...C,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,3,0,0,0,3,0
198,loss,207164,EDM_0207163,0,0,3,3,3,0,0,3,0,CCCCCCCCC...,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCC...,3,0,0,0,3,0
199,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
2,nochange,55730,EDM_0055729,0,0,4,0,0,0,0,0,0,.......C....,AAAAAAAAAAAA,............,.......C....,1,0,0,0,0,0
20,nochange,3884,EDM_0003883,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CxCCxCCCCCCC,0,0,0,0,0,0
200,nochange,0,,1,0,0,0,0,0,0,0,0,CCCC........,,,,0,0,0,0,0,0
201,nochange,118888,EDM_0118887,0,0,1,1,1,0,1,0,0,CC..CC.CCCC.,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCxCCCCC,4,1,0,0,4,0
202,nochange,205473,EDM_0205472,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
203,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
204,loss,0,,1,0,0,0,0,0,0,0,0,C.C.CC......,,,,0,2,0,0,0,0
205,nochange,35192,EDM_0035191,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
206,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
207,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,,,,0,0,0,0,0,0
208,nochange,68610,EDM_0068609,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
209,nochange,5413,EDM_0005412,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
21,nochange,174500,EDM_0174499,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
210,nochange,119846,EDM_0119845,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
211,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
212,nochange,23570,EDM_0023569,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
213,nochange,0,,1,0,0,0,0,0,0,0,0,CC.C.CC.C..C,,,,0,3,0,0,0,0
214,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,,,,0,0,0,0,0,0
215,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
216,nochange,102681,EDM_0102680,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
217,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCC.......,,,,0,0,0,0,0,0
218,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,,,,0,0,0,0,0,0
219,nochange,202390,EDM_0202389,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
22,nochange,217362,EDM_0217361,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
220,loss,0,,1,0,0,0,0,0,0,0,0,CCCCCC......,,,,0,0,0,0,0,0
222,nochange,3723,EDM_0003722,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
223,nochange,67097,EDM_0067096,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
224,nochange,0,,1,0,0,0,0,0,0,0,0,........CC..,,,,0,0,0,0,0,0
225,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
226,nochange,387,EDM_0000386,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
227,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,,,,0,0,0,0,0,0
228,nochange,215875,EDM_0215874,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
229,nochange,206450,EDM_0206449,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
23,nochange,23264,EDM_0023263,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
230,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCC.CCCC,,,,0,1,0,0,0,0
231,nochange,138682,EDM_0138681,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
232,nochange,216931,EDM_0216930,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
233,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
234,nochange,106634,EDM_0106633,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
235,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCC.CCCC,,,,0,1,0,0,0,0
236,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,,,,0,0,0,0,0,0
237,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
238,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCC.CC....,,,,0,1,0,0,0,0
239,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
24,nochange,105454,EDM_0105453,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
240,nochange,0,,1,0,0,0,0,0,0,0,0,...C........,,,,0,0,0,0,0,0
241,nochange,28402,EDM_0028401,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
242,nochange,33612,EDM_0033611,0,0,0,0,0,0,0,0,0,CCCCC.CCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,1,1,0,0,1,0
243,nochange,50861,EDM_0050860,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
244,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
245,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
246,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,,,,0,0,0,0,0,0
248,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCC.CCCC,,,,0,1,0,0,0,0
249,nochange,17373,EDM_0017372,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
25,nochange,116446,EDM_0116445,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
250,loss,0,,1,0,0,0,0,0,0,0,0,C.CC..C.....,,,,0,1,0,0,0,0
251,nochange,51569,EDM_0051568,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
252,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCC.CCC.,,,,0,1,0,0,0,0
253,nochange,73490,EDM_0073489,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
254,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
255,nochange,165820,EDM_0165819,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
256,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCC.CCCC,,,,0,1,0,0,0,0
257,nochange,107446,EDM_0107445,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
258,nochange,118817,EDM_0118816,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
259,nochange,0,,1,0,0,0,0,0,0,0,0,.....C......,,,,0,0,0,0,0,0
26,nochange,0,,1,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,,,,0,0,0,0,0,0
260,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
261,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
262,nochange,30922,EDM_0030921,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
264,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
265,nochange,0,,1,0,0,0,0,0,0,0,0,.C..........,,,,0,0,0,0,0,0
266,nochange,0,,1,0,0,0,0,0,0,0,0,.C..........,,,,0,0,0,0,0,0
267,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
268,nochange,24425,EDM_0024424,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
269,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
27,nochange,6373,EDM_0006372,0,0,0,0,0,0,0,0,0,CCCCCCCCC.CC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,1,1,0,0,1,0
270,nochange,51392,EDM_0051391,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
271,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
272,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
