point_id,label,crown_idx,crown_id,offcrown,off_grid,terminal_absent_epochs,terminal_laundered,terminal_laundered_posterior,terminal_censored,laundered_crown_obs1,laundered_crown_obs0,laundered_crown_missing,raw_trajectory,viterbi_trajectory,posterior_trajectory,crown_obs,n_epochs_touched,impossible_triples_raw,impossible_triples_healed,impossible_triples_posterior,healed_to_canopy,healed_to_ignore
1085,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1086,nochange,0,,1,0,0,0,0,0,0,0,0,....C.C.....,,,,0,1,0,0,0,0
1087,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1088,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1089,nochange,0,,1,0,0,0,0,0,0,0,0,C...........,,,,0,0,0,0,0,0
109,nochange,60143,EDM_0060142,0,0,4,4,1,0,0,4,0,...C...C....,CCCCCCCCCCCC,CCCCCCCCC...,xxxxxxxC....,10,0,0,0,10,0
1090,nochange,0,,1,0,0,0,0,0,0,0,0,CCC.CC..CCCC,,,,0,1,0,0,0,0
1091,nochange,0,,1,0,0,0,0,0,0,0,0,....C.C.....,,,,0,1,0,0,0,0
1092,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1093,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1094,nochange,24518,EDM_0024517,0,0,1,1,1,0,1,0,0,CCCCCCCCCCC.,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,1,0,0,0,1,0
1096,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1097,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1098,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1099,nochange,89942,EDM_0089941,0,0,12,0,0,0,0,0,0,............,AAAAAAAAAAAA,............,............,0,0,0,0,0,0
11,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
110,nochange,26781,EDM_0026780,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,CCCCCCCCCCCC,0,0,0,0,0,0
1100,nochange,0,,1,0,0,0,0,0,0,0,0,C...........,,,,0,0,0,0,0,0
1101,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1102,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1103,nochange,0,,1,0,0,0,0,0,0,0,0,............,,,,0,0,0,0,0,0
1104,nochange,0,,1,0,0,0,0,0,0,0,0,.C......C...,,,,0,0,0,0,0,0
