point_id,label,ts
1203,nochange,2026-09-05T01:00:21Z
582,nochange,2026-09-05T01:00:22Z
835,nochange,2026-09-05T01:00:23Z
1287,nochange,2026-09-05T01:00:23Z
784,nochange,2026-09-05T01:00:24Z
166,nochange,2026-09-05T01:00:25Z
1178,nochange,2026-09-05T01:00:27Z
1138,nochange,2026-09-05T01:00:28Z
238,nochange,2026-09-05T01:24:19Z
407,nochange,2026-09-05T01:24:20Z
917,nochange,2026-09-05T01:24:24Z
385,loss,2026-09-05T01:24:26Z
897,nochange,2026-09-05T01:24:27Z
113,nochange,2026-09-05T01:24:28Z
1168,nochange,2026-09-05T01:24:29Z
1186,nochange,2026-09-05T01:24:33Z
630,nochange,2026-09-05T01:24:35Z
690,nochange,2026-09-05T01:24:38Z
212,nochange,2026-09-05T01:24:39Z
592,nochange,2026-09-05T01:24:40Z
1022,nochange,2026-09-05T01:24:42Z
979,nochange,2026-09-05T01:24:43Z
1137,nochange,2026-09-05T01:24:44Z
940,nochange,2026-09-05T01:24:45Z
1147,nochange,2026-09-05T01:24:46Z
150,nochange,2026-09-05T01:24:47Z
931,nochange,2026-09-05T01:25:14Z
1121,nochange,2026-09-05T01:25:15Z
323,nochange,2026-09-05T01:25:17Z
184,nochange,2026-09-05T01:25:17Z
384,nochange,2026-09-05T01:25:18Z
77,nochange,2026-09-05T01:25:19Z
1010,nochange,2026-09-05T01:25:20Z
1205,nochange,2026-09-05T01:25:21Z
135,nochange,2026-09-05T01:25:22Z
232,nochange,2026-09-05T01:25:23Z
1159,nochange,2026-09-05T01:25:24Z
397,nochange,2026-09-05T01:25:25Z
610,nochange,2026-09-05T01:25:26Z
445,nochange,2026-09-05T01:25:27Z
954,nochange,2026-09-05T01:25:28Z
1049,nochange,2026-09-05T01:25:29Z
935,nochange,2026-09-05T01:25:30Z
814,nochange,2026-09-05T01:25:31Z
1174,gain,2026-09-05T01:25:37Z
1051,nochange,2026-09-05T01:25:38Z
314,nochange,2026-09-05T01:25:39Z
778,nochange,2026-09-05T01:25:40Z
1188,nochange,2026-09-05T01:25:41Z
968,nochange,2026-09-05T01:25:42Z
125,nochange,2026-09-05T01:25:43Z
1199,nochange,2026-09-05T01:25:45Z
325,nochange,2026-09-05T01:25:46Z
717,nochange,2026-09-05T01:25:47Z
618,nochange,2026-09-05T01:25:47Z
18,nochange,2026-09-05T01:25:48Z
536,nochange,2026-09-05T01:25:49Z
839,nochange,2026-09-05T01:25:50Z
980,nochange,2026-09-05T01:25:50Z
720,nochange,2026-09-05T01:25:51Z
21,nochange,2026-09-05T01:25:52Z
449,nochange,2026-09-05T01:25:53Z
264,nochange,2026-09-05T01:25:53Z
1130,nochange,2026-09-05T01:25:54Z
123,nochange,2026-09-05T01:25:55Z
1211,undo,2026-09-05T01:25:56Z
123,nochange,2026-09-05T01:25:57Z
1211,nochange,2026-09-05T01:25:58Z
1097,nochange,2026-09-05T01:26:08Z
339,nochange,2026-09-05T01:26:10Z
199,nochange,2026-09-05T01:26:10Z
1193,nochange,2026-09-05T01:26:11Z
545,nochange,2026-09-05T01:26:13Z
1133,nochange,2026-09-05T01:26:14Z
875,nochange,2026-09-05T01:26:16Z
1279,nochange,2026-09-05T01:26:17Z
639,nochange,2026-09-05T01:26:17Z
535,nochange,2026-09-05T01:26:18Z
309,nochange,2026-09-05T01:26:19Z
226,nochange,2026-09-05T01:26:19Z
663,nochange,2026-09-05T01:26:20Z
46,nochange,2026-09-05T01:26:21Z
666,nochange,2026-09-05T01:26:21Z
1217,nochange,2026-09-05T01:26:22Z
907,nochange,2026-09-05T01:26:22Z
1264,nochange,2026-09-05T01:26:23Z
698,nochange,2026-09-05T01:26:24Z
860,nochange,2026-09-05T01:26:25Z
1012,nochange,2026-09-05T01:26:26Z
368,nochange,2026-09-05T01:26:26Z
1180,nochange,2026-09-05T01:26:27Z
183,nochange,2026-09-05T01:26:28Z
1190,nochange,2026-09-05T01:26:28Z
1162,nochange,2026-09-05T01:26:29Z
987,nochange,2026-09-05T01:26:30Z
676,nochange,2026-09-05T01:26:30Z
202,nochange,2026-09-05T01:26:31Z
25,nochange,2026-09-05T01:26:31Z
740,nochange,2026-09-05T01:26:32Z
1089,nochange,2026-09-05T01:26:32Z
1303,nochange,2026-09-05T01:26:33Z
209,nochange,2026-09-05T01:26:34Z
1143,nochange,2026-09-05T01:26:35Z
883,nochange,2026-09-05T01:26:36Z
111,loss,2026-09-05T01:26:38Z
375,nochange,2026-09-05T01:26:39Z
548,nochange,2026-09-05T01:26:40Z
291,nochange,2026-09-05T01:26:41Z
903,nochange,2026-09-05T01:26:42Z
1270,nochange,2026-09-05T01:26:42Z
308,nochange,2026-09-05T01:26:43Z
255,nochange,2026-09-05T01:26:44Z
63,nochange,2026-09-05T01:26:45Z
289,nochange,2026-09-05T01:26:46Z
805,nochange,2026-09-05T01:26:47Z
67,nochange,2026-09-05T01:26:48Z
216,nochange,2026-09-05T01:26:50Z
1018,loss,2026-09-05T01:27:40Z
1301,nochange,2026-09-05T01:27:41Z
966,nochange,2026-09-05T01:27:42Z
1125,nochange,2026-09-05T01:27:45Z
300,nochange,2026-09-05T01:27:46Z
681,nochange,2026-09-05T01:27:48Z
486,nochange,2026-09-05T01:27:49Z
441,loss,2026-09-05T01:27:51Z
477,nochange,2026-09-05T01:27:52Z
961,nochange,2026-09-05T01:27:53Z
312,nochange,2026-09-05T01:27:54Z
956,nochange,2026-09-05T01:27:55Z
772,nochange,2026-09-05T01:27:56Z
19,nochange,2026-09-05T01:27:57Z
294,nochange,2026-09-05T01:27:57Z
830,nochange,2026-09-05T01:27:58Z
562,nochange,2026-09-05T01:27:59Z
1075,nochange,2026-09-05T01:28:00Z
790,nochange,2026-09-05T01:28:02Z
752,nochange,2026-09-05T01:28:03Z
269,nochange,2026-09-05T01:28:08Z
1248,nochange,2026-09-05T01:28:09Z
833,nochange,2026-09-05T01:28:17Z
584,nochange,2026-09-05T01:28:18Z
437,nochange,2026-09-05T01:28:19Z
665,nochange,2026-09-05T01:28:20Z
667,nochange,2026-09-05T01:28:21Z
901,nochange,2026-09-05T01:28:21Z
489,nochange,2026-09-05T01:28:22Z
43,nochange,2026-09-05T01:28:23Z
664,nochange,2026-09-05T01:28:24Z
838,nochange,2026-09-05T01:28:25Z
245,nochange,2026-09-05T01:28:26Z
693,nochange,2026-09-05T01:28:26Z
948,nochange,2026-09-05T01:28:27Z
389,nochange,2026-09-05T01:28:28Z
895,nochange,2026-09-05T01:28:29Z
429,nochange,2026-09-05T01:28:29Z
272,nochange,2026-09-05T01:28:30Z
267,nochange,2026-09-05T01:28:30Z
586,nochange,2026-09-05T01:28:31Z
128,undo,2026-09-05T01:28:32Z
586,loss,2026-09-05T01:28:33Z
128,nochange,2026-09-05T01:28:34Z
634,nochange,2026-09-05T01:28:35Z
295,nochange,2026-09-05T01:28:36Z
328,nochange,2026-09-05T01:28:37Z
450,undo,2026-09-05T01:28:38Z
328,undo,2026-09-05T01:28:38Z
295,undo,2026-09-05T01:28:38Z
634,undo,2026-09-05T01:28:39Z
128,nochange,2026-09-05T01:28:40Z
634,nochange,2026-09-05T01:28:41Z
295,nochange,2026-09-05T01:28:44Z
328,nochange,2026-09-05T01:28:45Z
450,nochange,2026-09-05T01:28:45Z
315,nochange,2026-09-05T01:28:50Z
84,nochange,2026-09-05T01:28:51Z
145,nochange,2026-09-05T01:28:52Z
34,nochange,2026-09-05T01:28:54Z
701,nochange,2026-09-05T01:28:54Z
480,nochange,2026-09-05T01:28:55Z
518,nochange,2026-09-05T01:28:56Z
483,nochange,2026-09-05T01:28:57Z
1077,nochange,2026-09-05T01:28:58Z
613,nochange,2026-09-05T01:28:58Z
523,nochange,2026-09-05T01:28:59Z
252,nochange,2026-09-05T01:29:18Z
730,nochange,2026-09-05T01:29:19Z
762,nochange,2026-09-05T01:29:20Z
290,nochange,2026-09-05T01:29:22Z
439,undo,2026-09-05T01:29:23Z
290,loss,2026-09-05T01:29:24Z
439,nochange,2026-09-05T01:29:25Z
851,nochange,2026-09-05T01:29:26Z
413,nochange,2026-09-05T01:29:27Z
669,nochange,2026-09-05T01:29:28Z
463,nochange,2026-09-05T01:29:29Z
751,nochange,2026-09-05T01:29:30Z
543,nochange,2026-09-05T01:29:31Z
1082,nochange,2026-09-05T01:29:31Z
350,nochange,2026-09-05T01:29:32Z
363,nochange,2026-09-05T01:29:33Z
382,nochange,2026-09-05T01:29:34Z
170,nochange,2026-09-05T01:29:37Z
859,nochange,2026-09-05T01:29:38Z
504,nochange,2026-09-05T01:29:39Z
682,nochange,2026-09-05T01:29:40Z
425,nochange,2026-09-05T01:29:40Z
865,nochange,2026-09-05T01:29:41Z
1100,nochange,2026-09-05T01:29:43Z
522,nochange,2026-09-05T01:29:44Z
916,nochange,2026-09-05T01:29:46Z
789,nochange,2026-09-05T01:30:01Z
330,nochange,2026-09-05T01:30:02Z
873,nochange,2026-09-05T01:30:02Z
102,nochange,2026-09-05T01:30:03Z
902,nochange,2026-09-05T01:30:04Z
655,nochange,2026-09-05T01:30:05Z
1057,nochange,2026-09-05T01:30:05Z
925,nochange,2026-09-05T01:30:06Z
82,nochange,2026-09-05T01:30:07Z
1024,nochange,2026-09-05T01:30:08Z
206,nochange,2026-09-05T01:30:09Z
809,nochange,2026-09-05T01:30:10Z
636,nochange,2026-09-05T01:30:11Z
1007,nochange,2026-09-05T01:30:12Z
533,nochange,2026-09-05T01:30:12Z
938,nochange,2026-09-05T01:30:13Z
537,nochange,2026-09-05T01:30:14Z
711,nochange,2026-09-05T01:30:14Z
490,nochange,2026-09-05T01:30:15Z
1289,undo,2026-09-05T01:30:16Z
490,loss,2026-09-05T01:30:17Z
1289,nochange,2026-09-05T01:30:18Z
274,nochange,2026-09-05T01:30:18Z
353,nochange,2026-09-05T01:30:19Z
1071,nochange,2026-09-05T01:30:20Z
364,nochange,2026-09-05T01:30:21Z
116,nochange,2026-09-05T01:30:22Z
61,nochange,2026-09-05T01:30:23Z
759,nochange,2026-09-05T01:30:24Z
1115,unsure,2026-09-05T01:30:27Z
1181,nochange,2026-09-05T01:30:27Z
1221,nochange,2026-09-05T01:30:32Z
624,nochange,2026-09-05T01:30:33Z
144,nochange,2026-09-05T01:30:35Z
1183,nochange,2026-09-05T01:30:36Z
237,nochange,2026-09-05T01:30:37Z
124,nochange,2026-09-05T01:30:43Z
1234,nochange,2026-09-05T01:30:47Z
858,nochange,2026-09-05T01:30:48Z
417,nochange,2026-09-05T01:30:49Z
36,nochange,2026-09-05T01:30:50Z
674,nochange,2026-09-05T01:30:52Z
421,nochange,2026-09-05T01:30:53Z
1149,nochange,2026-09-05T01:30:55Z
131,loss,2026-09-05T01:30:57Z
754,nochange,2026-09-05T01:30:59Z
106,nochange,2026-09-05T01:31:00Z
911,nochange,2026-09-05T01:31:02Z
138,nochange,2026-09-05T01:32:05Z
653,nochange,2026-09-05T01:32:06Z
930,nochange,2026-09-05T01:32:07Z
539,nochange,2026-09-05T01:32:08Z
1042,nochange,2026-09-05T01:32:09Z
946,nochange,2026-09-05T01:32:11Z
130,nochange,2026-09-05T01:32:11Z
190,nochange,2026-09-05T01:32:12Z
54,nochange,2026-09-05T01:32:13Z
564,nochange,2026-09-05T01:32:14Z
932,nochange,2026-09-05T01:32:15Z
959,nochange,2026-09-05T01:32:16Z
1015,nochange,2026-09-05T01:32:17Z
867,nochange,2026-09-05T01:32:18Z
599,nochange,2026-09-05T01:32:19Z
204,loss,2026-09-05T01:32:21Z
600,nochange,2026-09-05T01:32:22Z
1308,nochange,2026-09-05T01:32:23Z
174,nochange,2026-09-05T01:32:24Z
1037,nochange,2026-09-05T01:32:24Z
10,nochange,2026-09-05T01:32:25Z
96,nochange,2026-09-05T01:32:26Z
1255,nochange,2026-09-05T01:32:27Z
341,nochange,2026-09-05T01:32:27Z
555,nochange,2026-09-05T01:32:29Z
1254,nochange,2026-09-05T01:32:29Z
1281,nochange,2026-09-05T01:32:30Z
167,nochange,2026-09-05T01:32:31Z
920,nochange,2026-09-05T01:32:32Z
37,nochange,2026-09-05T01:32:32Z
242,undo,2026-09-05T01:32:33Z
37,loss,2026-09-05T01:32:34Z
242,nochange,2026-09-05T01:32:36Z
1112,nochange,2026-09-05T01:33:45Z
1213,nochange,2026-09-05T01:33:48Z
256,nochange,2026-09-05T01:33:49Z
870,nochange,2026-09-05T01:33:49Z
725,nochange,2026-09-05T01:33:50Z
695,nochange,2026-09-05T01:33:51Z
910,nochange,2026-09-05T01:33:53Z
832,nochange,2026-09-05T01:33:54Z
1030,nochange,2026-09-05T01:33:55Z
455,nochange,2026-09-05T01:33:56Z
551,nochange,2026-09-05T01:33:57Z
616,nochange,2026-09-05T01:33:57Z
360,nochange,2026-09-05T01:33:58Z
185,nochange,2026-09-05T01:33:59Z
371,nochange,2026-09-05T01:34:00Z
971,nochange,2026-09-05T01:34:01Z
380,nochange,2026-09-05T01:34:01Z
88,nochange,2026-09-05T01:34:01Z
151,nochange,2026-09-05T01:34:02Z
253,nochange,2026-09-05T01:34:02Z
1040,nochange,2026-09-05T01:34:03Z
1003,nochange,2026-09-05T01:34:03Z
1020,nochange,2026-09-05T01:34:04Z
80,nochange,2026-09-05T01:34:05Z
169,nochange,2026-09-05T01:34:06Z
626,nochange,2026-09-05T01:34:06Z
496,nochange,2026-09-05T01:34:07Z
324,nochange,2026-09-05T01:34:08Z
163,nochange,2026-09-05T01:34:08Z
952,nochange,2026-09-05T01:34:09Z
615,undo,2026-09-05T01:34:10Z
952,undo,2026-09-05T01:34:10Z
163,nochange,2026-09-05T01:34:11Z
952,nochange,2026-09-05T01:34:12Z
615,nochange,2026-09-05T01:34:12Z
629,nochange,2026-09-05T01:34:14Z
1229,nochange,2026-09-05T01:34:17Z
466,nochange,2026-09-05T01:34:18Z
157,nochange,2026-09-05T01:34:20Z
47,nochange,2026-09-05T01:34:21Z
821,nochange,2026-09-05T01:34:21Z
973,nochange,2026-09-05T01:34:22Z
440,nochange,2026-09-05T01:34:23Z
394,nochange,2026-09-05T01:34:25Z
878,nochange,2026-09-05T01:34:27Z
283,nochange,2026-09-05T01:34:28Z
370,nochange,2026-09-05T01:35:22Z
995,nochange,2026-09-05T01:35:23Z
753,nochange,2026-09-05T01:35:24Z
1164,nochange,2026-09-05T01:35:25Z
200,loss,2026-09-05T01:35:29Z
388,nochange,2026-09-05T01:35:30Z
189,nochange,2026-09-05T01:35:31Z
788,nochange,2026-09-05T01:35:32Z
372,nochange,2026-09-05T01:35:47Z
1134,nochange,2026-09-05T01:35:48Z
951,nochange,2026-09-05T01:35:48Z
563,nochange,2026-09-05T01:37:55Z
1230,nochange,2026-09-05T01:37:56Z
220,loss,2026-09-05T01:37:59Z
1309,nochange,2026-09-05T01:38:39Z
485,nochange,2026-09-05T01:38:40Z
369,nochange,2026-09-05T01:38:43Z
228,nochange,2026-09-05T01:38:45Z
62,nochange,2026-09-05T01:38:50Z
13,nochange,2026-09-05T01:38:51Z
335,nochange,2026-09-05T01:38:52Z
326,loss,2026-09-05T01:38:58Z
30,nochange,2026-09-05T01:39:07Z
1257,nochange,2026-09-05T01:39:15Z
675,nochange,2026-09-05T01:39:16Z
1236,nochange,2026-09-05T01:39:17Z
1269,nochange,2026-09-05T01:39:18Z
28,loss,2026-09-05T01:39:20Z
743,nochange,2026-09-05T01:39:22Z
876,undo,2026-09-05T01:39:24Z
743,gain,2026-09-05T01:39:25Z
876,nochange,2026-09-05T01:39:29Z
540,nochange,2026-09-05T01:39:30Z
79,nochange,2026-09-05T01:39:31Z
552,nochange,2026-09-05T01:39:34Z
519,nochange,2026-09-05T01:39:36Z
26,undo,2026-09-05T01:39:37Z
519,loss,2026-09-05T01:39:38Z
26,nochange,2026-09-05T01:39:39Z
996,nochange,2026-09-05T01:39:40Z
110,nochange,2026-09-05T01:39:41Z
249,nochange,2026-09-05T01:39:42Z
982,nochange,2026-09-05T01:39:44Z
44,nochange,2026-09-05T01:39:53Z
924,nochange,2026-09-05T01:39:54Z
493,nochange,2026-09-05T01:39:56Z
570,nochange,2026-09-05T01:39:57Z
990,nochange,2026-09-05T01:39:58Z
601,nochange,2026-09-05T01:39:59Z
628,nochange,2026-09-05T01:40:00Z
260,nochange,2026-09-05T01:40:15Z
1098,nochange,2026-09-05T01:40:16Z
448,nochange,2026-09-05T01:40:17Z
182,nochange,2026-09-05T01:40:18Z
336,nochange,2026-09-05T01:40:19Z
1155,nochange,2026-09-05T01:40:20Z
1310,nochange,2026-09-05T01:40:21Z
12,nochange,2026-09-05T01:40:22Z
3,nochange,2026-09-05T01:40:23Z
1266,nochange,2026-09-05T01:40:23Z
765,nochange,2026-09-05T01:40:24Z
1072,nochange,2026-09-05T01:40:25Z
322,nochange,2026-09-05T01:40:26Z
1070,nochange,2026-09-05T01:40:27Z
640,nochange,2026-09-05T01:40:29Z
248,nochange,2026-09-05T01:40:30Z
516,nochange,2026-09-05T01:40:31Z
806,nochange,2026-09-05T01:40:31Z
241,nochange,2026-09-05T01:40:33Z
239,nochange,2026-09-05T01:40:39Z
595,nochange,2026-09-05T01:40:41Z
544,nochange,2026-09-05T01:40:41Z
153,nochange,2026-09-05T01:40:42Z
866,nochange,2026-09-05T01:40:43Z
1297,nochange,2026-09-05T01:40:44Z
1045,nochange,2026-09-05T01:40:49Z
949,nochange,2026-09-05T01:40:49Z
937,nochange,2026-09-05T01:40:50Z
257,nochange,2026-09-05T01:40:51Z
546,nochange,2026-09-05T01:40:52Z
1074,nochange,2026-09-05T01:40:53Z
14,nochange,2026-09-05T01:40:54Z
83,nochange,2026-09-05T01:40:55Z
142,nochange,2026-09-05T01:41:02Z
1068,nochange,2026-09-05T01:41:03Z
1048,nochange,2026-09-05T01:41:04Z
301,nochange,2026-09-05T01:41:05Z
836,nochange,2026-09-05T01:41:06Z
280,nochange,2026-09-05T01:41:07Z
390,nochange,2026-09-05T01:41:08Z
1167,nochange,2026-09-05T01:41:09Z
107,nochange,2026-09-05T01:41:10Z
783,nochange,2026-09-05T01:41:16Z
993,nochange,2026-09-05T01:41:18Z
837,nochange,2026-09-05T01:41:21Z
223,nochange,2026-09-05T01:41:22Z
864,nochange,2026-09-05T01:41:23Z
734,nochange,2026-09-05T01:41:24Z
1202,nochange,2026-09-05T01:41:25Z
847,nochange,2026-09-05T01:41:26Z
20,nochange,2026-09-05T01:41:27Z
915,nochange,2026-09-05T01:41:28Z
52,nochange,2026-09-05T01:41:28Z
265,nochange,2026-09-05T01:41:31Z
365,nochange,2026-09-05T01:41:31Z
507,loss,2026-09-05T01:41:34Z
646,nochange,2026-09-05T01:41:40Z
318,nochange,2026-09-05T01:41:40Z
1105,nochange,2026-09-05T01:41:41Z
501,nochange,2026-09-05T01:41:43Z
583,nochange,2026-09-05T01:41:43Z
487,nochange,2026-09-05T01:41:44Z
713,nochange,2026-09-05T01:41:45Z
35,nochange,2026-09-05T01:41:46Z
985,nochange,2026-09-05T01:41:47Z
697,loss,2026-09-05T01:41:49Z
683,nochange,2026-09-05T01:41:51Z
745,nochange,2026-09-05T01:41:52Z
515,nochange,2026-09-05T01:41:53Z
1019,nochange,2026-09-05T01:41:57Z
1131,nochange,2026-09-05T01:41:59Z
1290,nochange,2026-09-05T01:42:00Z
997,nochange,2026-09-05T01:42:00Z
1144,nochange,2026-09-05T01:42:01Z
559,nochange,2026-09-05T01:42:02Z
1194,nochange,2026-09-05T01:42:03Z
647,nochange,2026-09-05T01:42:06Z
1092,nochange,2026-09-05T01:42:07Z
399,nochange,2026-09-05T01:42:08Z
71,nochange,2026-09-05T01:42:09Z
769,gain,2026-09-05T01:42:12Z
702,nochange,2026-09-05T01:42:14Z
1268,nochange,2026-09-05T01:42:15Z
780,nochange,2026-09-05T01:42:15Z
850,nochange,2026-09-05T01:42:16Z
660,nochange,2026-09-05T01:42:17Z
75,nochange,2026-09-05T01:42:18Z
843,nochange,2026-09-05T01:42:19Z
1055,nochange,2026-09-05T01:42:20Z
98,nochange,2026-09-05T01:42:21Z
2,nochange,2026-09-05T01:42:21Z
1300,nochange,2026-09-05T01:42:22Z
807,nochange,2026-09-05T01:42:24Z
998,nochange,2026-09-05T01:42:24Z
1176,unsure,2026-09-05T01:42:29Z
1023,unsure,2026-09-05T01:42:32Z
203,nochange,2026-09-05T01:42:33Z
4,nochange,2026-09-05T01:42:33Z
210,nochange,2026-09-05T01:42:37Z
258,nochange,2026-09-05T01:42:38Z
57,nochange,2026-09-05T01:42:39Z
410,nochange,2026-09-05T01:42:40Z
1165,nochange,2026-09-05T01:42:41Z
574,nochange,2026-09-05T01:42:42Z
281,nochange,2026-09-05T01:42:43Z
137,nochange,2026-09-05T01:42:44Z
687,nochange,2026-09-05T01:42:45Z
581,nochange,2026-09-05T01:42:46Z
119,nochange,2026-09-05T01:42:46Z
361,nochange,2026-09-05T01:42:47Z
247,undo,2026-09-05T01:42:48Z
361,nochange,2026-09-05T01:42:49Z
247,undo,2026-09-05T01:42:50Z
361,nochange,2026-09-05T01:42:53Z
247,nochange,2026-09-05T01:42:55Z
279,undo,2026-09-05T01:42:56Z
247,unsure,2026-09-05T01:42:57Z
279,loss,2026-09-05T01:42:59Z
1000,nochange,2026-09-05T01:43:00Z
374,nochange,2026-09-05T01:43:01Z
320,nochange,2026-09-05T01:43:02Z
1122,nochange,2026-09-05T01:43:03Z
888,nochange,2026-09-05T01:43:04Z
1154,nochange,2026-09-05T01:43:05Z
611,nochange,2026-09-05T01:43:06Z
270,undo,2026-09-05T01:43:07Z
611,nochange,2026-09-05T01:43:08Z
270,nochange,2026-09-05T01:43:09Z
716,nochange,2026-09-05T01:43:13Z
1260,nochange,2026-09-05T01:43:14Z
236,nochange,2026-09-05T01:43:15Z
1157,nochange,2026-09-05T01:43:16Z
761,nochange,2026-09-05T01:43:18Z
1108,nochange,2026-09-05T01:43:19Z
114,unsure,2026-09-05T01:43:21Z
391,nochange,2026-09-05T01:43:22Z
1256,loss,2026-09-05T01:43:24Z
81,nochange,2026-09-05T01:43:25Z
834,nochange,2026-09-05T01:43:27Z
383,nochange,2026-09-05T01:43:28Z
358,nochange,2026-09-05T01:43:29Z
797,undo,2026-09-05T01:43:30Z
358,unsure,2026-09-05T01:43:30Z
797,nochange,2026-09-05T01:43:31Z
978,nochange,2026-09-05T01:43:32Z
964,nochange,2026-09-05T01:43:34Z
423,nochange,2026-09-05T01:43:35Z
585,nochange,2026-09-05T01:43:36Z
1026,nochange,2026-09-05T01:43:38Z
602,nochange,2026-09-05T01:43:39Z
810,nochange,2026-09-05T01:43:40Z
671,nochange,2026-09-05T01:44:08Z
652,nochange,2026-09-05T01:44:09Z
815,loss,2026-09-05T01:44:18Z
178,nochange,2026-09-05T01:44:19Z
15,loss,2026-09-05T01:44:24Z
1223,nochange,2026-09-05T01:44:25Z
1227,nochange,2026-09-05T01:44:26Z
171,nochange,2026-09-05T01:44:27Z
678,nochange,2026-09-05T01:44:28Z
861,nochange,2026-09-05T01:44:28Z
1163,nochange,2026-09-05T01:44:30Z
942,nochange,2026-09-05T01:44:30Z
1247,nochange,2026-09-05T01:44:31Z
604,undo,2026-09-05T01:44:32Z
1247,unsure,2026-09-05T01:44:33Z
604,loss,2026-09-05T01:44:36Z
87,nochange,2026-09-05T01:44:37Z
1011,undo,2026-09-05T01:44:39Z
87,undo,2026-09-05T01:44:40Z
604,loss,2026-09-05T01:44:41Z
87,nochange,2026-09-05T01:44:41Z
1011,nochange,2026-09-05T01:44:42Z
786,nochange,2026-09-05T01:44:43Z
1196,nochange,2026-09-05T01:44:43Z
488,nochange,2026-09-05T01:44:44Z
779,nochange,2026-09-05T01:44:45Z
1206,loss,2026-09-05T01:44:47Z
24,nochange,2026-09-05T01:44:48Z
254,nochange,2026-09-05T01:44:49Z
1259,nochange,2026-09-05T01:44:51Z
749,loss,2026-09-05T01:44:52Z
530,nochange,2026-09-05T01:44:53Z
732,nochange,2026-09-05T01:44:54Z
962,nochange,2026-09-05T01:44:54Z
42,nochange,2026-09-05T01:44:55Z
845,nochange,2026-09-05T01:44:56Z
975,nochange,2026-09-05T01:44:57Z
1243,nochange,2026-09-05T01:44:58Z
721,nochange,2026-09-05T01:44:59Z
707,nochange,2026-09-05T01:45:00Z
918,nochange,2026-09-05T01:45:01Z
1046,nochange,2026-09-05T01:45:02Z
1096,nochange,2026-09-05T01:45:04Z
1158,nochange,2026-09-05T01:45:04Z
491,nochange,2026-09-05T01:45:05Z
1233,nochange,2026-09-05T01:45:06Z
1171,nochange,2026-09-05T01:45:07Z
1099,undo,2026-09-05T01:45:08Z
1171,nochange,2026-09-05T01:45:10Z
1099,nochange,2026-09-05T01:45:12Z
803,nochange,2026-09-05T01:45:14Z
587,nochange,2026-09-05T01:45:16Z
648,nochange,2026-09-05T01:45:17Z
420,nochange,2026-09-05T01:45:18Z
654,nochange,2026-09-05T01:45:19Z
1277,nochange,2026-09-05T01:45:20Z
965,nochange,2026-09-05T01:45:21Z
524,nochange,2026-09-05T01:45:22Z
661,nochange,2026-09-05T01:45:23Z
115,nochange,2026-09-05T01:45:24Z
401,nochange,2026-09-05T01:45:24Z
55,nochange,2026-09-05T01:45:25Z
1078,nochange,2026-09-05T01:45:26Z
625,nochange,2026-09-05T01:45:26Z
668,nochange,2026-09-05T01:45:27Z
1274,nochange,2026-09-05T01:45:28Z
8,undo,2026-09-05T01:45:28Z
1274,nochange,2026-09-05T01:45:43Z
8,undo,2026-09-05T01:45:45Z
1274,loss,2026-09-05T01:45:46Z
8,loss,2026-09-05T01:45:48Z
525,nochange,2026-09-05T01:45:49Z
891,nochange,2026-09-05T01:45:50Z
453,unsure,2026-09-05T01:45:52Z
304,loss,2026-09-05T01:45:55Z
172,nochange,2026-09-05T01:45:56Z
957,nochange,2026-09-05T01:45:57Z
794,nochange,2026-09-05T01:46:00Z
1294,nochange,2026-09-05T01:46:04Z
795,nochange,2026-09-05T01:46:06Z
857,nochange,2026-09-05T01:46:08Z
1238,nochange,2026-09-05T01:46:09Z
1111,nochange,2026-09-05T01:46:10Z
45,nochange,2026-09-05T01:46:11Z
233,nochange,2026-09-05T01:46:12Z
179,nochange,2026-09-05T01:46:13Z
50,nochange,2026-09-05T01:46:14Z
575,nochange,2026-09-05T01:46:16Z
133,nochange,2026-09-05T01:46:16Z
1239,nochange,2026-09-05T01:46:18Z
1135,nochange,2026-09-05T01:46:19Z
481,nochange,2026-09-05T01:46:20Z
894,nochange,2026-09-05T01:46:21Z
129,nochange,2026-09-05T01:46:23Z
271,nochange,2026-09-05T01:46:24Z
689,nochange,2026-09-05T01:46:30Z
855,nochange,2026-09-05T01:46:31Z
1200,nochange,2026-09-05T01:46:35Z
569,nochange,2026-09-05T01:46:37Z
1173,nochange,2026-09-05T01:46:39Z
579,nochange,2026-09-05T01:46:40Z
430,nochange,2026-09-05T01:46:42Z
470,nochange,2026-09-05T01:46:43Z
251,nochange,2026-09-05T01:46:44Z
1161,nochange,2026-09-05T01:46:44Z
379,nochange,2026-09-05T01:46:46Z
531,nochange,2026-09-05T01:46:46Z
503,nochange,2026-09-05T01:46:47Z
1298,nochange,2026-09-05T01:46:48Z
568,nochange,2026-09-05T01:46:49Z
608,nochange,2026-09-05T01:46:50Z
191,nochange,2026-09-05T01:46:51Z
403,nochange,2026-09-05T01:46:52Z
983,nochange,2026-09-05T01:46:53Z
175,nochange,2026-09-05T01:46:54Z
39,nochange,2026-09-05T01:46:55Z
432,nochange,2026-09-05T01:46:56Z
1132,nochange,2026-09-05T01:46:56Z
679,nochange,2026-09-05T01:46:57Z
869,nochange,2026-09-05T01:46:57Z
100,nochange,2026-09-05T01:46:58Z
1053,nochange,2026-09-05T01:46:59Z
638,nochange,2026-09-05T01:47:00Z
