tileset_id,label,run_tag,tile_dir,n_tiles,n_train,n_val,n_test,n_drop,split_mode,blocks,block_px,split_degraded,citywide,stride,max_tiles,tile_size,random_seed,use_hillshade,hs_source,use_vi,aux_height,coarse_val_frac,coarse_test_frac,spatial_block_size_m,canopy_autocorr_m,hard_neg_fraction,background_budget_fraction,green_grvi_threshold,citywide_tiles,ortho_name,ortho_size,label_source,label_source_size,add_canopy_mask,sample_manifest,sig_keys,id_basis,tile_list,note
85f6eea8791e,2009,smooth5,2009__smooth5,624,274,164,186,0,,,,,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2009_king_rgb.tif,3000263130,,,,,"background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/85f6eea8791e.csv,
7885febe1bdc,2009,trend8_2009,2009__trend8_2009,624,274,164,186,0,blocked,37,7463,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2009_king_rgb.tif,3000263130,edmonds_canopy_mask_2020.tif,287816390,,,"background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/7885febe1bdc.csv,
986c71d2b78b,2011s,bb18_2011s_base,2011s__bb18_2011s_base,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,edmonds_canopy_mask_2020.tif,287816390,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/986c71d2b78b.csv,
986c71d2b78b,2011s,bb18_2011s_base_s2,2011s__bb18_2011s_base_s2,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,edmonds_canopy_mask_2020.tif,287816390,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/986c71d2b78b.csv,
986c71d2b78b,2011s,bb18_2011s_base_s3,2011s__bb18_2011s_base_s3,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,edmonds_canopy_mask_2020.tif,287816390,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/986c71d2b78b.csv,
0a6611006de4,2011s,bb18_2011s_cor05,2011s__bb18_2011s_cor05,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,edmonds_canopy_mask_2020.tif,287816390,"{""mtime"":1788325608,""path"":""/content/drive/MyDrive/treedata/phase4/labels_corrected/add_corrupt5_2011s.tif"",""size"":15012279}","{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","add_canopy_mask,background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/0a6611006de4.csv,
986c71d2b78b,2011s,bb50_2011s_base,2011s__bb50_2011s_base,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,edmonds_canopy_mask_2020.tif,287816390,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/986c71d2b78b.csv,
986c71d2b78b,2011s,bb50_2011s_base_s2,2011s__bb50_2011s_base_s2,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,edmonds_canopy_mask_2020.tif,287816390,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/986c71d2b78b.csv,
986c71d2b78b,2011s,bb50_2011s_base_s3,2011s__bb50_2011s_base_s3,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,edmonds_canopy_mask_2020.tif,287816390,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/986c71d2b78b.csv,
0a6611006de4,2011s,bb50_2011s_cor05,2011s__bb50_2011s_cor05,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,edmonds_canopy_mask_2020.tif,287816390,"{""mtime"":1788325608,""path"":""/content/drive/MyDrive/treedata/phase4/labels_corrected/add_corrupt5_2011s.tif"",""size"":15012279}","{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","add_canopy_mask,background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/0a6611006de4.csv,
77e67464b751,2011s,hy_e3_2011s,2011s__hy_e3_2011s,589,266,159,164,0,blocked,32,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,,,,,"background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/77e67464b751.csv,
f18b8df967fc,2011s,t1_2011s_add05,2011s__t1_2011s_add05,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,,,"{""mtime"":1788322998,""path"":""/content/drive/MyDrive/treedata/phase4/labels_corrected/add_chm2005.tif"",""size"":1291410}","{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","add_canopy_mask,background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/f18b8df967fc.csv,
da798ffbabd7,2011s,t1_2011s_add16,2011s__t1_2011s_add16,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,,,"{""mtime"":1788323354,""path"":""/content/drive/MyDrive/treedata/phase4/labels_corrected/add_chm2016.tif"",""size"":13284346}","{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","add_canopy_mask,background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/da798ffbabd7.csv,
8df07a5c6853,2011s,t1_2011s_base,2011s__t1_2011s_base,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,,,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/8df07a5c6853.csv,
8df07a5c6853,2011s,t1_2011s_base_s2,2011s__t1_2011s_base_s2,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,,,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/8df07a5c6853.csv,
8df07a5c6853,2011s,t1_2011s_base_s3,2011s__t1_2011s_base_s3,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,,,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/8df07a5c6853.csv,
00c3bdb418cc,2011s,t1_2011s_cor05,2011s__t1_2011s_cor05,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,,,"{""mtime"":1788325608,""path"":""/content/drive/MyDrive/treedata/phase4/labels_corrected/add_corrupt5_2011s.tif"",""size"":15012279}","{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","add_canopy_mask,background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/00c3bdb418cc.csv,
5bfc8bb57f6a,2011s,t1_2011s_cor10,2011s__t1_2011s_cor10,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,,,"{""mtime"":1788325613,""path"":""/content/drive/MyDrive/treedata/phase4/labels_corrected/add_corrupt10_2011s.tif"",""size"":16596373}","{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","add_canopy_mask,background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/5bfc8bb57f6a.csv,
fc897629a17c,2011s,t1_2011s_in05,2011s__t1_2011s_in05,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,True,chm2005,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,,,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/fc897629a17c.csv,
dfadfc0b93cc,2011s,t1_2011s_in16,2011s__t1_2011s_in16,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,True,chm2,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,,,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/dfadfc0b93cc.csv,
10d6558ee4ef,2011s,trend8_2011s,2011s__trend8_2011s,589,266,159,164,0,blocked,32,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,edmonds_canopy_mask_2020.tif,287816390,,,"background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/10d6558ee4ef.csv,
986c71d2b78b,2011s,wb50_2011s_base,2011s__wb50_2011s_base,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,edmonds_canopy_mask_2020.tif,287816390,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/986c71d2b78b.csv,
986c71d2b78b,2011s,wb50_2011s_base_s2,2011s__wb50_2011s_base_s2,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,edmonds_canopy_mask_2020.tif,287816390,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/986c71d2b78b.csv,
986c71d2b78b,2011s,wb50_2011s_base_s3,2011s__wb50_2011s_base_s3,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,edmonds_canopy_mask_2020.tif,287816390,,"{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/986c71d2b78b.csv,
0a6611006de4,2011s,wb50_2011s_cor05,2011s__wb50_2011s_cor05,281,70,102,109,0,blocked,8,4918,False,True,256,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2011_snoh_1ft_rgb.tif,1987295246,edmonds_canopy_mask_2020.tif,287816390,"{""mtime"":1788325608,""path"":""/content/drive/MyDrive/treedata/phase4/labels_corrected/add_corrupt5_2011s.tif"",""size"":15012279}","{""mtime"":1788325219,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2011s.csv"",""size"":17138}","add_canopy_mask,background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/0a6611006de4.csv,
4ef24502c4ce,2013,,2013,628,278,173,177,0,,,,,True,512,,512,42,True,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2013_king_rgb.tif,9855797426,,,,,"background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/4ef24502c4ce.csv,
cd31e23d8060,2013,trend8_2013,2013__trend8_2013,628,278,173,177,0,blocked,37,15000,False,True,512,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2013_king_rgb.tif,9855797426,edmonds_canopy_mask_2020.tif,287816390,,,"background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/cd31e23d8060.csv,
2dcc949aebe7,2015,,2015,333,178,78,77,0,,,,,True,512,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,,,,,,"{""mtime"":1783625771,""path"":""/content/drive/MyDrive/treedata/phase4/sample_train.gpkg"",""size"":163840}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/2dcc949aebe7.csv,
4bb6c625c5e8,2015,trend8_2015,2015__trend8_2015,601,241,186,174,0,blocked,38,15000,False,True,512,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2015_king_rgb.tif,12092996512,edmonds_canopy_mask_2020.tif,287816390,,,"background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/4bb6c625c5e8.csv,
742fe8d54c43,2016,,2016,612,293,164,155,0,,,,,True,128,,512,42,True,nir,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2016_snoh_1ft_rgbi.tif,2586179492,,,,,"background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/742fe8d54c43.csv,
4b43f5a2a38f,2016,bb18_2016_base,2016__bb18_2016_base,511,137,163,211,0,blocked,8,4918,False,True,128,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2016_snoh_1ft_rgbi.tif,2586179492,edmonds_canopy_mask_2020.tif,287816390,,"{""mtime"":1788325220,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2016.csv"",""size"":49931}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/4b43f5a2a38f.csv,
d08e03694b34,2016,bb18_2016_in05,2016__bb18_2016_in05,511,137,163,211,0,blocked,8,4918,False,True,128,,512,42,True,chm2005,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2016_snoh_1ft_rgbi.tif,2586179492,edmonds_canopy_mask_2020.tif,287816390,,"{""mtime"":1788325220,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2016.csv"",""size"":49931}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/d08e03694b34.csv,
4b43f5a2a38f,2016,bb50_2016_base,2016__bb50_2016_base,511,137,163,211,0,blocked,8,4918,False,True,128,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2016_snoh_1ft_rgbi.tif,2586179492,edmonds_canopy_mask_2020.tif,287816390,,"{""mtime"":1788325220,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2016.csv"",""size"":49931}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/4b43f5a2a38f.csv,
d08e03694b34,2016,bb50_2016_in05,2016__bb50_2016_in05,511,137,163,211,0,blocked,8,4918,False,True,128,,512,42,True,chm2005,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2016_snoh_1ft_rgbi.tif,2586179492,edmonds_canopy_mask_2020.tif,287816390,,"{""mtime"":1788325220,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2016.csv"",""size"":49931}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,mask_2020,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/d08e03694b34.csv,
039e90cc3757,2016,t1_2016_add05,2016__t1_2016_add05,521,141,164,216,0,blocked,8,4918,False,True,128,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2016_snoh_1ft_rgbi.tif,2586179492,,,"{""mtime"":1788322998,""path"":""/content/drive/MyDrive/treedata/phase4/labels_corrected/add_chm2005.tif"",""size"":1291410}","{""mtime"":1788325220,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2016.csv"",""size"":49931}","add_canopy_mask,background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/039e90cc3757.csv,
bda3aed311d2,2016,t1_2016_add16,2016__t1_2016_add16,500,129,160,211,0,blocked,8,4918,False,True,128,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2016_snoh_1ft_rgbi.tif,2586179492,,,"{""mtime"":1788323354,""path"":""/content/drive/MyDrive/treedata/phase4/labels_corrected/add_chm2016.tif"",""size"":13284346}","{""mtime"":1788325220,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2016.csv"",""size"":49931}","add_canopy_mask,background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/bda3aed311d2.csv,
fb0b72be2e05,2016,t1_2016_base,2016__t1_2016_base,511,137,163,211,0,blocked,8,4918,False,True,128,,512,42,False,chm,False,,0.2,0.2,1500.0,520.0,0.15,0.22,0.08,800,2016_snoh_1ft_rgbi.tif,2586179492,,,,"{""mtime"":1788325220,""path"":""/content/drive/MyDrive/treedata/phase4/qc/sample_tiles_2016.csv"",""size"":49931}","background_budget_fraction,canopy_autocorr_m,citywide,citywide_tiles,coarse_test_frac,coarse_val_frac,green_grvi_threshold,hard_neg_fraction,hs_source,label,max_tiles,ortho,random_seed,sample_manifest,spatial_block_size_m,stride,tile_size,use_hillshade,use_vi",meta.json,phase4/qc/tilesets/fb0b72be2e05.csv,
