label,imagery,n_px,windows_kept,windows_tried,p05,p25,p50,p75,p95,mean,sd,frac_lt_002,frac_negative
2022n_naip_control,2022_naip_rgbi.tif,549640,1,16,0.0159,0.0946,0.1226,0.1455,0.1786,0.1148,0.0507,0.0523,0.0411
