crown_id,diameter_m,raw_states,healed_states,valid_from,valid_to,class,confidence,epochs_healed
2,4.8,AAPA?APA,AAPA?APA,2013,2021,LOST,TERMINAL,
3,4.38,AAPAAAAA,AAPAAAAA,2013,2013,LOST,RAW,
4,10.82,AAPAAAAA,AAPAAAAA,2013,2013,LOST,RAW,
6,2.61,AAPAAAAA,AAPAAAAA,2013,2013,LOST,RAW,
7,8.56,AAPAAAAA,AAPAAAAA,2013,2013,LOST,RAW,
8,9.19,AA?AAAPA,AA?AAAPA,2021,2021,LOST,TERMINAL,
9,6.89,AAPAAAAA,AAPAAAAA,2013,2013,LOST,RAW,
10,4.57,AAPAAAAA,AAPAAAAA,2013,2013,LOST,RAW,
12,5.2,AAPAAAAA,AAPAAAAA,2013,2013,LOST,RAW,
13,6.77,AAPAPAAA,AAPAPAAA,2013,2016,LOST,RAW,
14,9.23,AAPAAAAA,AAPAAAAA,2013,2013,LOST,RAW,
15,6.76,AAAAPAAA,AAAAPAAA,2016,2016,LOST,RAW,
16,11.23,AAPAAAAA,AAPAAAAA,2013,2013,LOST,RAW,
19,17.49,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
20,11.75,A?PPPPPA,A?PPPPPA,2013,2021,LOST,TERMINAL,
21,13.82,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
22,9.17,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
23,12.16,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
24,17.53,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
25,7.85,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
26,8.19,PPPPA?PA,PPPPA?PA,2009,2021,LOST,TERMINAL,
27,8.5,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
28,8.89,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
29,10.95,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
30,7.67,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
31,9.57,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
32,12.84,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
33,15.13,PPPPAPPP,PPPPAPPP,2009,2024,FLICKERING,RAW,
34,13.88,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35,14.96,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
36,17.46,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
37,12.74,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
38,5.0,PAAAAPPA,PAAAAPPA,2009,2021,LOST,TERMINAL,
39,7.71,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
40,12.59,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
41,5.52,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
42,11.7,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
43,12.0,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
44,10.15,PPPPAPPP,PPPPAPPP,2009,2024,FLICKERING,RAW,
45,12.79,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
46,14.96,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
47,14.13,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
48,7.02,PPPPAPPP,PPPP?PPP,2009,2024,PERSISTENT,BLIND,2016
49,13.11,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
50,7.54,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
51,12.04,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
52,12.82,PPPPAPPP,PPPPAPPP,2009,2024,FLICKERING,RAW,
53,8.24,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
54,11.98,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
55,7.61,PAPPAPP?,PAPP?PP?,2009,2021,FLICKERING,BLIND,2016
56,11.64,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
57,9.97,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
69,19.76,AAAPPPPP,AAAPPPPP,2015,2024,GAINED,RAW,
72,13.33,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
73,12.49,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
74,5.35,APAPPPPP,APAPPPPP,2011s,2024,GAINED,RAW,
75,9.68,PP?PPPPA,PP?PPPPA,2009,2021,LOST,TERMINAL,
76,13.86,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
77,5.55,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
78,9.75,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
79,15.25,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
80,10.23,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
81,11.32,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
82,17.03,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
83,15.56,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
84,16.13,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
85,15.99,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
86,9.36,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
87,8.39,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
88,10.67,PPPPPPP?,PPPPPPP?,2009,2021,PERSISTENT,RAW,
89,7.44,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
90,12.48,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
91,13.86,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
92,7.58,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
93,16.74,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
94,20.48,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
95,4.93,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
96,7.79,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
97,5.94,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
98,11.82,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
99,7.81,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
100,14.77,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
101,19.62,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
102,11.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
103,6.37,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
104,8.73,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
105,13.77,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
106,13.54,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
107,5.54,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
108,10.81,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
109,15.41,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
110,8.07,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
111,10.29,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
112,5.16,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
113,16.92,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
114,14.4,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
115,14.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
116,17.24,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
117,9.24,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
118,12.82,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
119,17.12,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
120,9.7,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
121,16.12,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
122,12.03,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
123,11.09,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
124,12.67,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
125,12.32,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
126,6.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
127,10.53,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
128,6.45,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
129,11.4,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
130,6.55,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
131,8.73,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
132,7.88,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
133,14.09,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
134,7.3,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
135,9.89,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
136,8.52,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
137,16.23,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
138,11.54,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
139,12.77,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
140,7.67,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
141,15.42,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
142,14.93,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
143,7.24,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
144,11.1,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
145,14.69,PPPPPPP?,PPPPPPP?,2009,2021,PERSISTENT,RAW,
146,22.44,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
147,16.55,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
148,8.91,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
149,15.96,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
150,20.95,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
151,14.64,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
152,14.26,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
153,17.47,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
154,14.95,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
155,15.73,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
156,15.02,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
157,17.72,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
158,5.13,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
184,13.77,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
185,13.75,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
186,12.82,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
187,19.0,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
188,13.85,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
189,13.65,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
190,12.28,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
191,13.66,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
192,8.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
193,17.13,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
194,9.85,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
195,11.57,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
196,11.13,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
197,8.82,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
198,5.03,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
199,12.75,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
200,16.64,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
201,11.56,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
202,9.3,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
203,8.58,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
204,16.05,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
205,7.19,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
206,12.67,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
207,10.69,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
208,4.01,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
209,7.7,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
210,16.37,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
211,15.3,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
212,4.0,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
213,20.46,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
214,10.55,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
215,12.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
216,7.89,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
217,7.92,PPP?PPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,2015
218,11.21,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
219,9.65,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
220,17.65,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
221,9.37,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
222,10.17,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
223,13.87,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
224,12.26,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
225,17.54,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
226,15.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
227,16.92,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
228,7.4,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
229,9.79,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
230,13.44,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
231,14.77,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
232,10.77,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
233,15.53,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
234,8.86,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
235,11.33,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
236,5.0,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
237,25.12,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
238,9.78,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
239,16.59,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
240,11.99,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
241,8.13,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
242,13.72,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
243,12.61,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
244,19.64,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
245,21.86,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
246,11.0,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
247,23.18,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
248,11.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
250,19.83,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
251,14.99,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
252,8.47,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
253,17.41,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
254,7.57,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
255,6.11,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
256,14.09,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
257,11.8,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
258,5.86,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
259,6.61,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
260,18.4,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
261,14.47,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
262,7.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
263,22.97,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
264,15.59,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
265,10.11,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
266,15.2,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
267,10.28,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
268,13.52,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
269,11.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
270,17.47,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
271,7.52,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
272,21.41,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
273,21.04,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
274,16.26,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
275,4.13,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
276,15.69,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
277,9.59,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
278,6.56,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
279,5.83,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
280,10.73,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
281,10.1,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
282,16.94,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
283,10.15,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
284,10.02,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
285,6.91,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
286,14.81,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
315,12.97,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
320,11.85,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
322,9.32,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
324,7.3,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
325,10.81,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
326,8.08,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
327,8.34,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
328,18.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
329,8.38,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
330,15.71,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
331,8.21,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
332,15.29,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
333,11.33,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
334,7.24,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
335,10.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
336,8.33,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
337,12.32,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
338,10.65,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
339,8.89,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
340,8.07,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
341,7.07,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
342,5.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
343,12.24,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
344,10.53,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
345,8.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
346,8.91,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
347,11.89,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
348,9.74,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
349,12.18,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
350,9.59,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
351,12.73,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
352,12.81,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
353,12.33,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
354,13.42,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
355,11.42,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
356,12.11,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
357,9.16,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
358,15.2,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
359,9.22,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
360,7.75,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
361,13.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
362,9.95,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
363,6.9,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
364,16.78,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
365,10.44,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
366,10.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
367,7.6,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
368,9.38,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
369,10.76,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
370,11.57,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
371,8.6,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
372,13.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
373,12.05,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
374,10.9,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
375,8.3,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
376,9.97,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
377,18.43,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
378,15.03,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
379,14.02,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
380,10.93,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
381,9.15,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
382,7.65,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
383,7.41,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
384,8.02,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
385,14.58,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
386,13.16,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
387,19.56,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
388,13.71,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
389,15.92,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
390,9.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
391,2.49,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
392,17.23,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
393,9.98,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
394,9.42,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
395,10.77,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
396,9.15,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
397,10.04,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
398,11.39,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
399,11.45,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
400,3.99,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
401,19.89,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
402,12.54,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
403,15.09,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
404,21.07,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
