crown_id,diameter_m,raw_states,healed_states,valid_from,valid_to,class,confidence,epochs_healed
35260,11.98,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35261,12.17,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35262,11.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35263,18.01,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35264,11.51,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35265,6.02,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35266,11.16,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35267,7.48,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35268,12.29,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35269,12.42,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35270,9.56,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35271,9.21,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35272,12.18,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35273,14.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35274,10.04,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35275,6.05,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35276,11.2,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35277,9.93,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35278,13.1,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35279,8.23,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35280,13.6,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35281,7.91,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35282,7.69,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35283,13.0,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35284,13.3,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35285,10.22,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35286,12.59,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35287,11.38,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35288,5.49,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35289,11.83,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35290,7.72,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35291,9.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35292,7.43,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35293,7.54,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35294,13.79,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35295,11.06,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35296,17.46,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35297,9.55,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35298,5.65,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35299,8.1,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35300,15.42,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35301,10.26,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35302,11.6,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35303,11.75,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35304,11.56,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35305,10.0,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35306,11.81,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35307,12.7,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35308,13.9,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35309,7.67,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35310,10.06,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35311,11.62,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35312,3.31,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
35313,9.56,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35314,12.05,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35315,14.93,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35316,13.18,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35317,12.95,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35318,15.53,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35319,12.82,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35320,6.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35321,8.02,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35322,11.14,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35323,11.33,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35324,6.3,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35325,5.83,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35326,14.61,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35327,13.42,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35329,8.62,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35330,15.06,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35331,9.43,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35332,14.06,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35333,15.08,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35334,9.83,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35335,11.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35336,11.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35337,12.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35338,8.5,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35339,6.98,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35340,9.07,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35341,5.14,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35342,4.06,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35343,12.15,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35344,18.14,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35345,12.97,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35346,11.93,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35347,6.83,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35348,9.07,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35350,8.16,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35351,5.88,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35352,9.4,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35353,9.6,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35354,11.79,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35355,5.82,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35356,10.08,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35357,12.28,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35358,7.91,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35359,9.32,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35360,14.41,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35361,7.94,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35362,5.79,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35363,6.33,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35364,11.99,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35365,11.02,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35366,13.45,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35367,11.44,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35368,10.6,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35369,7.46,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35370,16.0,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35371,12.26,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35372,10.34,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35373,13.15,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35374,8.17,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35375,15.62,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35376,9.45,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35377,12.69,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35378,8.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35379,9.51,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35380,9.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35381,8.35,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35382,9.09,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35383,10.56,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35384,12.47,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35385,13.74,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35386,7.68,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35387,11.34,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35388,15.92,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35389,10.49,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35390,10.52,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35391,15.29,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35392,11.79,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35393,9.77,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35394,16.44,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35395,12.19,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35396,13.37,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35397,6.75,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35398,10.53,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35399,9.22,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35400,9.52,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35401,9.46,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35402,10.32,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35403,12.65,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35404,6.59,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35405,4.51,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35406,13.41,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35407,4.66,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35408,13.64,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35409,7.85,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35410,11.13,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35411,11.58,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35412,5.2,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35413,14.59,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35414,10.8,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35415,7.29,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35416,6.62,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35417,8.88,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35418,8.58,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35419,6.21,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35420,10.52,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35421,9.71,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35422,11.54,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35423,3.66,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35424,20.52,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35425,8.69,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35426,5.62,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35427,11.81,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35428,8.15,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35429,12.0,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35430,13.66,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35431,12.03,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35432,10.82,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35433,11.41,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35434,12.66,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35435,12.23,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35436,5.9,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35437,11.58,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35438,9.75,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35439,16.14,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35440,11.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35441,10.1,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35442,8.14,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35443,10.3,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35444,14.38,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35445,10.68,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35446,12.1,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35447,15.32,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35448,7.51,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35449,13.52,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35450,8.27,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35451,6.72,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35452,6.19,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35453,10.88,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35454,8.33,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35455,7.35,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35456,9.09,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35457,8.1,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35458,11.01,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35459,10.78,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35460,13.0,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35461,9.48,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35462,9.42,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35463,10.89,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35464,11.38,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35465,11.86,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35466,13.38,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35467,4.94,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35468,8.9,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35469,12.6,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35470,3.91,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35471,4.18,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35472,17.43,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35473,16.86,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35474,7.86,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35475,7.74,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35476,13.44,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35477,10.36,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35478,10.99,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35479,8.81,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35480,5.41,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35481,9.24,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35482,14.07,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35483,5.22,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35484,6.48,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35485,11.18,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35486,9.16,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35487,5.35,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35488,7.53,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35489,10.63,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35490,9.54,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35491,15.72,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35492,14.9,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35493,11.88,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35494,14.51,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35495,7.54,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35496,8.7,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35497,6.85,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35498,9.94,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35499,9.2,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35500,8.05,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35501,8.77,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35502,11.6,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35503,6.77,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35504,9.91,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35505,15.37,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35506,7.53,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35507,10.57,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35508,10.97,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35509,6.58,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35510,12.71,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35511,5.8,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35512,10.38,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35513,6.48,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35514,12.11,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35515,7.82,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35516,5.37,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35517,8.44,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35518,11.16,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35519,9.4,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35520,11.11,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35521,7.02,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35522,8.35,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35523,10.12,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35524,8.63,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35525,10.39,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35526,3.45,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35527,9.88,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35528,9.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35529,9.88,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35530,7.76,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35531,11.83,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35532,11.96,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35533,14.78,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35534,13.68,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35535,13.6,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35536,5.74,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35537,11.75,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35538,8.38,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35539,11.8,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35540,15.21,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35541,14.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35542,15.0,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35543,10.59,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35544,12.62,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35545,16.38,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35546,11.37,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35547,12.28,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35548,18.34,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35549,8.43,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35550,5.32,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35551,11.92,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35552,7.12,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35553,14.63,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35554,8.24,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35555,8.48,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35556,7.88,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
35557,9.23,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35558,6.99,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35559,7.48,PPPPPPP?,PPPPPPP?,2009,2021,PERSISTENT,RAW,
35560,12.49,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35561,12.25,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35562,6.18,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35563,13.86,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35564,7.31,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35565,10.85,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35566,15.05,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35567,14.17,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35568,6.32,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35569,7.15,PPPPPPPA,PPPPPPPA,2009,2021,LOST,TERMINAL,
35570,12.4,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35571,7.96,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35572,11.72,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35573,10.05,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35574,11.45,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35575,2.79,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35576,10.62,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35577,4.71,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
35578,9.84,PPPPPPPP,PPPPPPPP,2009,2024,PERSISTENT,RAW,
