file,key,site,bands,b1_mean,b1_std,b1_sat_hi,b1_sat_lo,b1_entropy,b2_mean,b2_std,b2_sat_hi,b2_sat_lo,b2_entropy,b3_mean,b3_std,b3_sat_hi,b3_sat_lo,b3_entropy,flags,b4_mean,b4_std,b4_sat_hi,b4_sat_lo,b4_entropy
1996_snoh_1m_rgb.tif,-,S4_forest_s,3,120.61,66.68,0.0013,0.0001,7.78,119.56,68.09,0.0037,0.0042,7.91,122.76,61.1,0.0114,0.0,7.72,,,,,,
1996_snoh_1m_rgb.tif,-,S5_suburb_ne,3,118.69,55.68,0.0004,0.0002,7.72,124.86,52.36,0.0023,0.0001,7.69,120.25,50.76,0.0081,0.0,7.59,,,,,,
1936_king_pan.tif,-,S1_forest_nw,1,253.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,b1 entropy -0.0,,,,,
1936_king_pan.tif,-,S2_parking,1,253.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,b1 entropy -0.0,,,,,
1936_king_pan.tif,-,S3_residential,1,253.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,b1 entropy -0.0,,,,,
1936_king_pan.tif,-,S4_forest_s,1,255.0,0.0,1.0,0.0,-0.0,,,,,,,,,,,b1 100% clipped high; b1 entropy -0.0,,,,,
1936_king_pan.tif,-,S5_suburb_ne,1,253.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,b1 entropy -0.0,,,,,
1998_king_pan.tif,-,S1_forest_nw,1,121.39,23.27,0.0,0.0,6.36,,,,,,,,,,,,,,,,
1998_king_pan.tif,-,S2_parking,1,146.74,43.01,0.0391,0.0,7.05,,,,,,,,,,,,,,,,
1998_king_pan.tif,-,S3_residential,1,123.58,38.0,0.0082,0.0,7.12,,,,,,,,,,,,,,,,
1998_king_pan.tif,-,S4_forest_s,1,144.45,41.71,0.0097,0.0,7.2,,,,,,,,,,,,,,,,
1998_king_pan.tif,-,S5_suburb_ne,1,147.51,41.11,0.0225,0.0,7.22,,,,,,,,,,,,,,,,
