group,kind,px,area_pct,canopy_call_rate,ref,prob,thresh,ts
forest,canopy,1091902053,26.461,0.6055,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2023_heal_2023.tif,0.5103,2026-09-10 09:05:56
wetland,canopy,14221161,0.345,0.8747,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2023_heal_2023.tif,0.5103,2026-09-10 09:05:56
scrub,canopy,45574347,1.104,0.3177,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2023_heal_2023.tif,0.5103,2026-09-10 09:05:56
grass,non-canopy,667095113,16.167,0.049,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2023_heal_2023.tif,0.5103,2026-09-10 09:05:56
cropland,non-canopy,140847,0.003,0.0,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2023_heal_2023.tif,0.5103,2026-09-10 09:05:56
developed,non-canopy,1413677937,34.259,0.0345,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2023_heal_2023.tif,0.5103,2026-09-10 09:05:56
barren,non-canopy,38334824,0.929,0.0393,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2023_heal_2023.tif,0.5103,2026-09-10 09:05:56
emergent_wetland,non-canopy,7258771,0.176,0.6896,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2023_heal_2023.tif,0.5103,2026-09-10 09:05:56
water,non-canopy,848193637,20.555,0.0025,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2023_heal_2023.tif,0.5103,2026-09-10 09:05:56
other,non-canopy,0,0.0,nan,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2023_heal_2023.tif,0.5103,2026-09-10 09:05:56
