curve_id,year,run_tag,ref,prob,canopy_def,eval_scope,policy,k,thresh,recall,precision,f1,tp,fn,fp,population,pr_auc,n_cuts,n_eligible_cuts,source,curve_file
0a443d46954e,2011s,hy_e3_2011s,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_hy_e3_2011s.tif,forest_wetland,,scored_live,,0.318897,0.7625,0.7552,0.7588,91342975,28444833,29608602,149396410,,,,qc_indep_report.csv,
0a443d46954e,2011s,hy_e3_2011s,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_hy_e3_2011s.tif,forest_wetland,,scored_live,,0.318897,0.7493,0.7506,0.7499,4837651,1618923,1607278,8063852,,,,qc_indep_report.csv,
318994af0117,2011s,hy_e3_2011s,ccap_2016_hires_lc.tif,edmonds_canopy_prob_2011s_hy_e3_2011s.tif,forest_only,,scored_live,,0.643,0.4913,0.9048,0.6368,62351716,64571754,6562072,133485542,,,,qc_indep_report.csv,
788b81adeab0,2011s,hy_e3_2011s,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_hy_e3_2011s.tif,forest_only,,scored_live,,0.318897,0.7608,0.7438,0.7522,89965880,28281782,30985697,149233359,,,,qc_indep_report.csv,
788b81adeab0,2011s,hy_e3_2011s,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_hy_e3_2011s.tif,forest_only,,scored_live,,0.318897,0.7458,0.7342,0.74,4732136,1612493,1712793,8057422,,,,qc_indep_report.csv,
bf3f2d384437,2011s,hy_e3_2011s,ccap_2016_hires_lc.tif,edmonds_canopy_prob_2011s_hy_e3_2011s.tif,forest_wetland,,scored_live,,0.643,0.4934,0.9177,0.6418,63242246,64934258,5671542,133848046,,,,qc_indep_report.csv,
df3636f08f44,2011s,hy_e3_2011s,ccap_2016_hires_lc.tif,edmonds_canopy_prob_2011s_hy_e3_2011s.tif,forest_wetland_scrub,,scored_live,,0.643,0.4605,0.9271,0.6153,63889178,74852209,5024610,143765997,,,,qc_indep_report.csv,
f9c0d8e91e82,2011s,hy_e3_2011s,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_hy_e3_2011s.tif,forest_wetland_scrub,,scored_live,,0.318897,0.7498,0.7732,0.7613,93514764,31207466,27436813,152159043,,,,qc_indep_report.csv,
f9c0d8e91e82,2011s,hy_e3_2011s,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_hy_e3_2011s.tif,forest_wetland_scrub,,scored_live,,0.318897,0.7332,0.7693,0.7508,4957782,1803996,1487147,8248925,,,,qc_indep_report.csv,
286e6bc03acc,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_wetland,sample-selection,best_f1,55,0.216535,0.8141,0.6942,0.7494,3062627,699253,1349337,5111217,0.7896,254,218,qc_indep_sweep_2011s_t1_2011s_add05_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/286e6bc03acc.csv
c73982da6bcc,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_wetland,sample-test,best_f1,62,0.244094,0.7912,0.7032,0.7446,5108440,1348134,2156345,8612919,0.7973,254,222,qc_indep_sweep_2011s_t1_2011s_add05_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/c73982da6bcc.csv
286e6bc03acc,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_wetland,sample-selection,matched_p50,41,0.161417,0.9712,0.5132,0.6716,3653668,108212,3465198,7227078,0.7896,254,178,qc_indep_sweep_2011s_t1_2011s_add05_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/286e6bc03acc.csv
c73982da6bcc,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_wetland,sample-test,matched_p50,44,0.173228,0.9546,0.5068,0.6621,6163372,293202,5998700,12455274,0.7973,254,179,qc_indep_sweep_2011s_t1_2011s_add05_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/c73982da6bcc.csv
286e6bc03acc,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_wetland,sample-selection,matched_p75,77,0.303149,0.7256,0.7507,0.7379,2729544,1032336,906542,4668422,0.7896,254,142,qc_indep_sweep_2011s_t1_2011s_add05_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/286e6bc03acc.csv
c73982da6bcc,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_wetland,sample-test,matched_p75,111,0.437007,0.7243,0.75,0.7369,4676278,1780296,1559089,8015663,0.7973,254,112,qc_indep_sweep_2011s_t1_2011s_add05_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/c73982da6bcc.csv
286e6bc03acc,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_wetland,sample-selection,matched_p90,204,0.803149,0.0033,0.9039,0.0066,12438,3749442,1323,3763203,0.7896,254,15,qc_indep_sweep_2011s_t1_2011s_add05_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/286e6bc03acc.csv
c73982da6bcc,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_wetland,sample-test,matched_p90,183,0.720472,0.1658,0.9006,0.28,1070386,5386188,118157,6574731,0.7973,254,24,qc_indep_sweep_2011s_t1_2011s_add05_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/c73982da6bcc.csv
0fae51e8d1b4,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_wetland_scrub,,scored_live,,0.5,0.6248,0.7894,0.6975,2451163,1472242,653935,4577340,,,,qc_indep_report.csv,
0fae51e8d1b4,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_wetland_scrub,,scored_live,,0.248031,0.7698,0.7221,0.7452,5205351,1556427,2002971,8764749,,,,qc_indep_report.csv,
2c29537e97ee,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_only,,scored_live,,0.5,0.6478,0.7848,0.7097,2436886,1324994,668212,4430092,,,,qc_indep_report.csv,
2c29537e97ee,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_only,,scored_live,,0.248031,0.7847,0.6907,0.7347,4978614,1366015,2229708,8574337,,,,qc_indep_report.csv,
e703b5bb93bf,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_wetland,,scored_live,,0.5,0.6478,0.7848,0.7097,2436886,1324994,668212,4430092,,,,qc_indep_report.csv,
e703b5bb93bf,2011s,t1_2011s_add05,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add05.tif,forest_wetland,,scored_live,,0.248031,0.7879,0.7058,0.7446,5087411,1369163,2120911,8577485,,,,qc_indep_report.csv,
7cf5c388ed56,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_wetland,sample-selection,best_f1,52,0.204724,0.8093,0.6872,0.7433,3044650,717230,1385845,5147725,0.7855,254,205,qc_indep_sweep_2011s_t1_2011s_add16_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/7cf5c388ed56.csv
d49dc8502705,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_wetland,sample-test,best_f1,56,0.220472,0.7856,0.6908,0.7352,5072335,1384239,2270088,8726662,0.8034,254,207,qc_indep_sweep_2011s_t1_2011s_add16_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/d49dc8502705.csv
7cf5c388ed56,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_wetland,sample-selection,matched_p50,41,0.161417,0.9698,0.5115,0.6697,3648421,113459,3484609,7246489,0.7855,254,165,qc_indep_sweep_2011s_t1_2011s_add16_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/7cf5c388ed56.csv
d49dc8502705,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_wetland,sample-test,matched_p50,43,0.169291,0.9516,0.5027,0.6579,6144210,312364,6078188,12534762,0.8034,254,165,qc_indep_sweep_2011s_t1_2011s_add16_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/d49dc8502705.csv
7cf5c388ed56,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_wetland,sample-selection,matched_p75,63,0.248031,0.7012,0.7515,0.7255,2637952,1123928,872228,4634108,0.7855,254,143,qc_indep_sweep_2011s_t1_2011s_add16_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/7cf5c388ed56.csv
d49dc8502705,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_wetland,sample-test,matched_p75,88,0.346456,0.6989,0.7502,0.7236,4512466,1944108,1502639,7959213,0.8034,254,120,qc_indep_sweep_2011s_t1_2011s_add16_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/d49dc8502705.csv
7cf5c388ed56,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_wetland,sample-selection,matched_p90,179,0.704724,0.016,0.9005,0.0314,60159,3701721,6649,3768529,0.7855,254,19,qc_indep_sweep_2011s_t1_2011s_add16_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/7cf5c388ed56.csv
d49dc8502705,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_wetland,sample-test,matched_p90,154,0.606299,0.3467,0.9015,0.5008,2238213,4218361,244580,6701154,0.8034,254,54,qc_indep_sweep_2011s_t1_2011s_add16_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/d49dc8502705.csv
89fe25f12c25,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_only,,scored_live,,0.5,0.5697,0.8016,0.666,2143069,1618811,530586,4292466,,,,qc_indep_report.csv,
89fe25f12c25,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_only,,scored_live,,0.220472,0.7825,0.6762,0.7255,4964685,1379944,2377738,8722367,,,,qc_indep_report.csv,
9d4d0fe321d6,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_wetland_scrub,,scored_live,,0.5,0.5492,0.806,0.6533,2154843,1768562,518812,4442217,,,,qc_indep_report.csv,
9d4d0fe321d6,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_wetland_scrub,,scored_live,,0.220472,0.7701,0.7092,0.7384,5207379,1554399,2135044,8896822,,,,qc_indep_report.csv,
d26a4fcd1417,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_wetland,,scored_live,,0.5,0.5697,0.8016,0.666,2143069,1618811,530586,4292466,,,,qc_indep_report.csv,
d26a4fcd1417,2011s,t1_2011s_add16,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_add16.tif,forest_wetland,,scored_live,,0.220472,0.7856,0.6908,0.7352,5072335,1384239,2270088,8726662,,,,qc_indep_report.csv,
156a47e69efb,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,sample-selection,best_f1,51,0.200787,0.8142,0.7035,0.7548,3062839,699041,1291147,5053027,0.7953,254,217,qc_indep_sweep_2011s_t1_2011s_base_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/156a47e69efb.csv
5343fd27fe0a,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,sample-test,best_f1,56,0.220472,0.7883,0.7049,0.7443,5089432,1367142,2130252,8586826,0.8123,254,216,qc_indep_sweep_2011s_t1_2011s_base_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/5343fd27fe0a.csv
9a544547ba45,2011s,t1_2011s_base,_chm2005_canopy2m_binary.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,canopy_only,sample-test,best_f1,49,0.192913,0.7988,0.6905,0.7407,5214989,1313659,2337598,8866246,0.8057,254,216,qc_indep_sweep_2011s_t1_2011s_base__chm2005_canopy2m_binary_sample-test.csv,phase4/qc/curves/9a544547ba45.csv
c5ca5e1bcd8a,2011s,t1_2011s_base,ccap_2016_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,sample-test,best_f1,55,0.216535,0.7956,0.7409,0.7673,5428039,1394359,1897938,8720336,0.837,254,216,qc_indep_sweep_2011s_t1_2011s_base_ccap_2016_hires_lc_sample-test.csv,phase4/qc/curves/c5ca5e1bcd8a.csv
156a47e69efb,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,sample-selection,matched_p50,38,0.149606,0.972,0.5169,0.6749,3656607,105273,3417285,7179165,0.7953,254,180,qc_indep_sweep_2011s_t1_2011s_base_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/156a47e69efb.csv
5343fd27fe0a,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,sample-test,matched_p50,40,0.15748,0.9543,0.5102,0.6649,6161707,294867,5915172,12371746,0.8123,254,177,qc_indep_sweep_2011s_t1_2011s_base_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/5343fd27fe0a.csv
9a544547ba45,2011s,t1_2011s_base,_chm2005_canopy2m_binary.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,canopy_only,sample-test,matched_p50,37,0.145669,0.9524,0.5225,0.6748,6217761,310887,5682762,12211410,0.8057,254,180,qc_indep_sweep_2011s_t1_2011s_base__chm2005_canopy2m_binary_sample-test.csv,phase4/qc/curves/9a544547ba45.csv
c5ca5e1bcd8a,2011s,t1_2011s_base,ccap_2016_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,sample-test,matched_p50,39,0.153543,0.9598,0.5126,0.6683,6547969,274429,6226209,13048607,0.837,254,178,qc_indep_sweep_2011s_t1_2011s_base_ccap_2016_hires_lc_sample-test.csv,phase4/qc/curves/c5ca5e1bcd8a.csv
156a47e69efb,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,sample-selection,matched_p75,62,0.244094,0.7395,0.7513,0.7453,2781758,980122,920986,4682866,0.7953,254,156,qc_indep_sweep_2011s_t1_2011s_base_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/156a47e69efb.csv
5343fd27fe0a,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,sample-test,matched_p75,92,0.362204,0.7253,0.7502,0.7375,4682644,1773930,1559030,8015604,0.8123,254,125,qc_indep_sweep_2011s_t1_2011s_base_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/5343fd27fe0a.csv
9a544547ba45,2011s,t1_2011s_base,_chm2005_canopy2m_binary.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,canopy_only,sample-test,matched_p75,67,0.263779,0.7106,0.75,0.7298,4639079,1889569,1545956,8074604,0.8057,254,150,qc_indep_sweep_2011s_t1_2011s_base__chm2005_canopy2m_binary_sample-test.csv,phase4/qc/curves/9a544547ba45.csv
c5ca5e1bcd8a,2011s,t1_2011s_base,ccap_2016_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,sample-test,matched_p75,57,0.224409,0.7845,0.7506,0.7672,5352511,1469887,1778397,8600795,0.837,254,160,qc_indep_sweep_2011s_t1_2011s_base_ccap_2016_hires_lc_sample-test.csv,phase4/qc/curves/c5ca5e1bcd8a.csv
156a47e69efb,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,sample-selection,matched_p90,194,0.763779,0.0181,0.9011,0.0354,67906,3693974,7455,3769335,0.7953,254,16,qc_indep_sweep_2011s_t1_2011s_base_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/156a47e69efb.csv
5343fd27fe0a,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,sample-test,matched_p90,164,0.645669,0.3927,0.9003,0.5469,2535443,3921131,280818,6737392,0.8123,254,53,qc_indep_sweep_2011s_t1_2011s_base_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/5343fd27fe0a.csv
9a544547ba45,2011s,t1_2011s_base,_chm2005_canopy2m_binary.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,canopy_only,sample-test,matched_p90,166,0.653543,0.3565,0.9001,0.5107,2327303,4201345,258327,6786975,0.8057,254,51,qc_indep_sweep_2011s_t1_2011s_base__chm2005_canopy2m_binary_sample-test.csv,phase4/qc/curves/9a544547ba45.csv
c5ca5e1bcd8a,2011s,t1_2011s_base,ccap_2016_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,sample-test,matched_p90,151,0.594488,0.4848,0.9012,0.6304,3307330,3515068,362607,7185005,0.837,254,66,qc_indep_sweep_2011s_t1_2011s_base_ccap_2016_hires_lc_sample-test.csv,phase4/qc/curves/c5ca5e1bcd8a.csv
079d6b197eb0,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_only,,scored_live,,0.5,0.6249,0.7994,0.7015,2350968,1410912,590114,4351994,,,,qc_indep_report.csv,
079d6b197eb0,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_only,,scored_live,,0.224409,0.7798,0.6939,0.7343,4947852,1396777,2183056,8527685,,,,qc_indep_report.csv,
358fb2081592,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland_scrub,,scored_live,,0.5,0.6025,0.8037,0.6887,2363861,1559544,577221,4500626,,,,qc_indep_report.csv,
358fb2081592,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland_scrub,,scored_live,,0.224409,0.767,0.7273,0.7466,5186277,1575501,1944631,8706409,,,,qc_indep_report.csv,
41316a20b079,2011s,t1_2011s_base,ccap_2016_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland_scrub,,scored_live,,0.5,0.6223,0.8396,0.7148,4684708,2843896,894762,8423366,,,,qc_indep_report.csv,
669db03aad1c,2011s,t1_2011s_base,ccap_2016_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_only,,scored_live,,0.5,0.6667,0.8036,0.7288,4483427,2241721,1096043,7821191,,,,qc_indep_report.csv,
ae2b1bd92a5f,2011s,t1_2011s_base,_chm2005_canopy2m_binary.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,canopy_only,,scored_live,,0.5,0.6363,0.7902,0.7049,4154042,2374606,1102821,7631469,,,,qc_indep_report.csv,
c4ca3a2769d7,2011s,t1_2011s_base,ccap_2016_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,,scored_live,,0.5,0.6706,0.82,0.7378,4575332,2247066,1004138,7826536,,,,qc_indep_report.csv,
e33a6f10c9c0,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,,scored_live,,0.5,0.6249,0.7994,0.7015,2350968,1410912,590114,4351994,,,,qc_indep_report.csv,
e33a6f10c9c0,2011s,t1_2011s_base,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base.tif,forest_wetland,,scored_live,,0.224409,0.7831,0.7091,0.7443,5056212,1400362,2074696,8531270,,,,qc_indep_report.csv,
a7a167c7dcb9,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_wetland,sample-test,best_f1,67,0.263779,0.7886,0.7019,0.7427,5091597,1364977,2162509,8619083,0.8202,254,231,qc_indep_sweep_2011s_t1_2011s_base_s2_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/a7a167c7dcb9.csv
bbb3a54fa94c,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_wetland,sample-selection,best_f1,63,0.248031,0.8138,0.6999,0.7526,3061231,700649,1312294,5074174,0.7895,254,239,qc_indep_sweep_2011s_t1_2011s_base_s2_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/bbb3a54fa94c.csv
a7a167c7dcb9,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_wetland,sample-test,matched_p50,55,0.216535,0.9557,0.5088,0.664,6170390,286184,5957907,12414481,0.8202,254,177,qc_indep_sweep_2011s_t1_2011s_base_s2_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/a7a167c7dcb9.csv
bbb3a54fa94c,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_wetland,sample-selection,matched_p50,53,0.208661,0.9743,0.5123,0.6715,3665239,96641,3488704,7250584,0.7895,254,187,qc_indep_sweep_2011s_t1_2011s_base_s2_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/bbb3a54fa94c.csv
a7a167c7dcb9,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_wetland,sample-test,matched_p75,94,0.370078,0.7201,0.7506,0.7351,4649671,1806903,1545018,8001592,0.8202,254,138,qc_indep_sweep_2011s_t1_2011s_base_s2_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/a7a167c7dcb9.csv
bbb3a54fa94c,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_wetland,sample-selection,matched_p75,71,0.279527,0.7334,0.7506,0.7419,2758887,1002993,916592,4678472,0.7895,254,168,qc_indep_sweep_2011s_t1_2011s_base_s2_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/bbb3a54fa94c.csv
a7a167c7dcb9,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_wetland,sample-test,matched_p90,159,0.625984,0.3998,0.9022,0.5541,2581451,3875123,279751,6736325,0.8202,254,73,qc_indep_sweep_2011s_t1_2011s_base_s2_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/a7a167c7dcb9.csv
bbb3a54fa94c,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_wetland,sample-selection,matched_p90,231,0.909448,0.0006,0.9128,0.0013,2375,3759505,227,3762107,0.7895,254,9,qc_indep_sweep_2011s_t1_2011s_base_s2_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/bbb3a54fa94c.csv
41e6c6f21681,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_wetland,,scored_live,,0.5,0.6115,0.8014,0.6937,2300314,1461566,569992,4331872,,,,qc_indep_report.csv,
41e6c6f21681,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_wetland,,scored_live,,0.263779,0.7886,0.7019,0.7427,5091597,1364977,2162509,8619083,,,,qc_indep_report.csv,
74367e317a28,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_wetland_scrub,,scored_live,,0.5,0.5892,0.8054,0.6805,2311816,1611589,558490,4481895,,,,qc_indep_report.csv,
74367e317a28,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_wetland_scrub,,scored_live,,0.263779,0.7727,0.7202,0.7455,5224585,1537193,2029521,8791299,,,,qc_indep_report.csv,
cf8e4ebcdd73,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_only,,scored_live,,0.5,0.6115,0.8014,0.6937,2300314,1461566,569992,4331872,,,,qc_indep_report.csv,
cf8e4ebcdd73,2011s,t1_2011s_base_s2,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s2.tif,forest_only,,scored_live,,0.263779,0.7854,0.687,0.7329,4983323,1361306,2270783,8615412,,,,qc_indep_report.csv,
0bb3a680d266,2011s,t1_2011s_base_s3,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s3.tif,forest_wetland,sample-test,best_f1,62,0.244094,0.7887,0.699,0.7411,5092161,1364413,2192615,8649189,0.81,254,215,qc_indep_sweep_2011s_t1_2011s_base_s3_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/0bb3a680d266.csv
be9e51a9b4bf,2011s,t1_2011s_base_s3,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s3.tif,forest_wetland,sample-selection,best_f1,55,0.216535,0.8168,0.6891,0.7476,3072749,689131,1386124,5148004,0.7868,254,209,qc_indep_sweep_2011s_t1_2011s_base_s3_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/be9e51a9b4bf.csv
0bb3a680d266,2011s,t1_2011s_base_s3,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s3.tif,forest_wetland,sample-test,matched_p50,44,0.173228,0.9527,0.5093,0.6637,6151169,305405,5927040,12383614,0.81,254,172,qc_indep_sweep_2011s_t1_2011s_base_s3_ccap_2021_hires_lc_sample-test.csv,phase4/qc/curves/0bb3a680d266.csv
be9e51a9b4bf,2011s,t1_2011s_base_s3,ccap_2021_hires_lc.tif,edmonds_canopy_prob_2011s_t1_2011s_base_s3.tif,forest_wetland,sample-selection,matched_p50,42,0.165354,0.9703,0.5148,0.6727,3650255,111625,3440666,7202546,0.7868,254,168,qc_indep_sweep_2011s_t1_2011s_base_s3_ccap_2021_hires_lc_sample-selection.csv,phase4/qc/curves/be9e51a9b4bf.csv
