year,n,interp_error,hypothesis,true_share,mean_estimate,sd,mean_half_width,coverage,power_vs_rival,srs_half_width
2016,250,0.0,H_CCAP,0.2952,0.2952,0.0062,0.0122,0.945,1.0,0.062
2016,250,0.0,H_NDVI,0.3776,0.3775,0.0061,0.0122,0.947,1.0,0.062
2016,250,0.05,H_CCAP,0.2952,0.3158,0.0177,0.0346,0.813,0.889,0.062
2016,250,0.05,H_NDVI,0.3776,0.3893,0.0179,0.0348,0.925,1.0,0.062
2016,250,0.1,H_CCAP,0.2952,0.3352,0.0239,0.0469,0.629,0.436,0.062
2016,250,0.1,H_NDVI,0.3776,0.4016,0.0243,0.0471,0.853,0.997,0.062
