point_id,stratum,stratum_name,row,col,x,y,lon,lat,model_canopy
82,2,ccap_canopy_other,9608,1464,-13624221.31604235,6072911.745464435,-122.3884624,47.7955678,1
83,2,ccap_canopy_other,4694,5835,-13619000.905876188,6078780.676042456,-122.3415667,47.8309729,1
84,2,ccap_canopy_other,7803,5047,-13619942.03678695,6075067.50852779,-122.350021,47.8085756,1
85,2,ccap_canopy_other,8936,3883,-13621332.235238886,6073714.334261429,-122.3625094,47.800411,1
86,2,ccap_canopy_other,7658,3995,-13621198.470439386,6075240.686169999,-122.3613077,47.8096204,1
87,2,ccap_canopy_other,4962,6401,-13618324.91590729,6078460.595986512,-122.3354942,47.8290426,1
88,2,ccap_canopy_other,9944,8133,-13616256.338829322,6072510.451065937,-122.3169118,47.7931461,1
89,2,ccap_canopy_other,10492,4173,-13620985.879954468,6071855.9590112455,-122.359398,47.7891961,1
90,2,ccap_canopy_other,10765,5860,-13618971.047662014,6071529.907312467,-122.3412985,47.7872282,1
91,2,ccap_canopy_other,6397,6450,-13618266.39380751,6076746.73449293,-122.3349684,47.8187056,1
92,2,ccap_canopy_other,5563,8249,-13616117.796715556,6077742.804517771,-122.3156673,47.8247136,1
93,2,ccap_canopy_other,9374,2251,-13623281.379460158,6073191.218349102,-122.3800188,47.7972544,1
94,2,ccap_canopy_other,7918,4850,-13620177.31951464,6074930.16074259,-122.3521346,47.8077469,0
95,2,ccap_canopy_other,6377,4270,-13620870.030083474,6076770.621064269,-122.3583573,47.8188497,1
96,2,ccap_canopy_other,11489,4508,-13620585.779884538,6070665.21342999,-122.3558038,47.782009,1
97,2,ccap_canopy_other,8336,1919,-13623677.896544386,6074430.931401602,-122.3835808,47.8047348,1
98,2,ccap_canopy_other,10381,8398,-13615939.84175908,6071988.529482177,-122.3140687,47.7899962,0
99,2,ccap_canopy_other,11052,3828,-13621397.923310068,6071187.13501375,-122.3630995,47.7851593,0
100,2,ccap_canopy_other,11814,1153,-13624592.752226675,6070277.05664573,-122.3917991,47.7796659,1
101,2,ccap_canopy_other,8550,4400,-13620714.76736977,6074175.345088273,-122.3569626,47.8031927,0
102,2,ccap_canopy_other,8458,6766,-13617888.98598035,6074285.223316434,-122.3315781,47.8038557,0
103,2,ccap_canopy_other,9633,7333,-13617211.801682888,6072881.88725026,-122.3254949,47.7953877,1
104,2,ccap_canopy_other,8184,2286,-13623239.577960314,6074612.46934378,-122.3796433,47.8058302,0
105,2,ccap_canopy_other,4923,6480,-13618230.563950501,6078507.174800623,-122.3346466,47.8293235,1
106,2,ccap_canopy_other,11867,4668,-13620394.687313825,6070213.757231681,-122.3540872,47.7792838,1
107,2,ccap_canopy_other,11498,1125,-13624626.19342655,6070654.464472888,-122.3920995,47.7819441,1
108,2,ccap_canopy_other,8330,5186,-13619776.025116142,6074438.097373004,-122.3485297,47.8047781,0
109,2,ccap_canopy_other,11686,7572,-13616926.357155384,6070429.9307023,-122.3229307,47.7805887,1
110,2,ccap_canopy_other,10350,4176,-13620982.296968767,6072025.553667753,-122.3593658,47.7902197,1
111,2,ccap_canopy_other,11259,4661,-13620403.047613794,6070939.90900039,-122.3541623,47.7836671,1
112,2,ccap_canopy_other,9527,2978,-13622413.10259198,6073008.486078358,-122.372219,47.7961516,0
113,2,ccap_canopy_other,9382,6729,-13617933.176137328,6073181.663720567,-122.3319751,47.7971967,1
114,2,ccap_canopy_other,7622,3562,-13621715.614708878,6075283.681998408,-122.3659533,47.8098798,1
115,2,ccap_canopy_other,7561,4103,-13621069.482954156,6075356.536040993,-122.360149,47.8103193,1
116,2,ccap_canopy_other,5143,5966,-13618844.448833916,6078244.422515892,-122.3401612,47.8277389,0
117,2,ccap_canopy_other,4820,3969,-13621229.522982126,6078630.190643019,-122.3615867,47.8300654,1
118,2,ccap_canopy_other,7856,6689,-13617980.949280007,6075004.209113741,-122.3324043,47.8081937,1
119,2,ccap_canopy_other,10853,2771,-13622660.32860534,6071424.806398574,-122.3744398,47.7865939,1
120,2,ccap_canopy_other,9790,2215,-13623324.375288568,6072694.377665249,-122.3804051,47.7942561,1
121,2,ccap_canopy_other,8855,6474,-13618237.729921902,6073811.074875352,-122.334711,47.8009947,1
122,2,ccap_canopy_other,6312,6094,-13618691.574777346,6076848.252421121,-122.3387879,47.819318,0
123,2,ccap_canopy_other,11852,1078,-13624682.326869197,6070231.672160185,-122.3926038,47.7793919,1
124,2,ccap_canopy_other,8189,7576,-13616921.579841116,6074606.497700945,-122.3228878,47.8057941,0
125,2,ccap_canopy_other,8092,4417,-13620694.46378413,6074722.347571939,-122.3567802,47.8064931,1
126,2,ccap_canopy_other,5136,5274,-13619670.92420225,6078252.7828158615,-122.3475856,47.8277893,1
127,2,ccap_canopy_other,7752,5076,-13619907.401258506,6075128.419284704,-122.3497099,47.8089431,1
128,2,ccap_canopy_other,10265,1629,-13624024.251828805,6072127.071595944,-122.3866922,47.7908324,1
129,2,ccap_canopy_other,11060,8689,-13615592.292146094,6071177.580385215,-122.3109466,47.7851017,0
130,2,ccap_canopy_other,11016,2199,-13623343.484545639,6071230.13084216,-122.3805767,47.7854188,1
131,3,ccap_noncanopy,5512,7858,-13616584.779185236,6077803.715274686,-122.3198622,47.825081,0
132,3,ccap_noncanopy,9511,3662,-13621596.181852182,6073027.5953354295,-122.3648804,47.796267,1
133,3,ccap_noncanopy,8024,3346,-13621973.58967934,6074803.561914492,-122.3682708,47.8069831,0
134,3,ccap_noncanopy,9574,5691,-13619172.889189828,6072952.3526357105,-122.3431116,47.7958129,0
135,3,ccap_noncanopy,11796,1459,-13624227.287685186,6070298.554559935,-122.3885161,47.7797957,0
136,3,ccap_noncanopy,8571,2060,-13623509.496216446,6074150.264188368,-122.382068,47.8030414,0
137,3,ccap_noncanopy,7057,8164,-13616219.314643746,6075958.477638739,-122.3165792,47.8139507,0
138,3,ccap_noncanopy,9792,4260,-13620881.973369142,6072691.989008115,-122.3584646,47.7942417,0
139,3,ccap_noncanopy,9214,7506,-13617005.182840804,6073382.310919815,-122.3236388,47.7984075,0
140,3,ccap_noncanopy,5500,4033,-13621153.085953841,6077818.047217489,-122.3609,47.8251674,1
141,3,ccap_noncanopy,7869,8298,-13616059.274615774,6074988.682842371,-122.3151416,47.8081,0
142,3,ccap_noncanopy,11229,4096,-13621077.843254123,6070975.738857399,-122.3602241,47.7838833,0
143,3,ccap_noncanopy,9218,5059,-13619927.704844145,6073377.533605548,-122.3498923,47.7983787,0
144,3,ccap_noncanopy,7975,2816,-13622606.583819827,6074862.084014273,-122.373957,47.8073362,0
145,3,ccap_noncanopy,10131,7572,-13616926.357155384,6072287.111623917,-122.3229307,47.7917982,0
146,3,ccap_noncanopy,8741,6547,-13618150.543936515,6073947.228331985,-122.3339278,47.8018163,0
147,3,ccap_noncanopy,9392,4011,-13621179.361182315,6073169.720434897,-122.3611361,47.7971246,0
148,3,ccap_noncanopy,5691,5583,-13619301.87667506,6077589.930461201,-122.3442703,47.8237915,0
149,3,ccap_noncanopy,5947,5501,-13619399.811617551,6077284.18234806,-122.3451501,47.8219474,0
150,3,ccap_noncanopy,9488,2319,-13623200.165117605,6073055.064892469,-122.3792893,47.7964327,1
151,3,ccap_noncanopy,8025,5930,-13618887.444662327,6074802.367585925,-122.3405474,47.8069759,0
152,3,ccap_noncanopy,7377,3931,-13621274.90746767,6075576.292497313,-122.3619944,47.8116451,0
153,3,ccap_noncanopy,8950,7034,-13617568.905924408,6073697.613661491,-122.3287028,47.8003101,0
154,3,ccap_noncanopy,8612,3488,-13621803.995022833,6074101.296717122,-122.3667473,47.8027459,0
155,3,ccap_noncanopy,8904,6371,-13618360.745764298,6073752.552775571,-122.335816,47.8006416,0
156,3,ccap_noncanopy,8957,1371,-13624332.38859908,6073689.253361523,-122.3894602,47.8002596,0
157,3,ccap_noncanopy,8230,963,-13624819.674654396,6074557.5302297,-122.3938376,47.8054987,0
158,3,ccap_noncanopy,8840,933,-13624855.504511405,6073828.989803856,-122.3941594,47.8011028,0
159,3,ccap_noncanopy,9933,2027,-13623548.909059156,6072523.588680173,-122.3824221,47.7932254,0
160,3,ccap_noncanopy,8318,3043,-13622335.471235128,6074452.429315807,-122.3715216,47.8048646,0
161,3,ccap_noncanopy,4758,5384,-13619539.548059884,6078704.23901417,-122.3464054,47.830512,0
162,3,ccap_noncanopy,8249,3763,-13621475.55466692,6074534.8379869275,-122.3637968,47.8053618,0
163,3,ccap_noncanopy,8210,905,-13624888.94571128,6074581.416801039,-122.3944598,47.8056428,0
164,3,ccap_noncanopy,11185,2663,-13622789.31609057,6071028.2893143445,-122.3755985,47.7842005,0
165,3,ccap_noncanopy,5702,7281,-13617273.906768369,6077576.792846964,-122.3260528,47.8237123,0
166,3,ccap_noncanopy,7051,3957,-13621243.85492493,6075965.64361014,-122.3617154,47.8139939,0
167,3,ccap_noncanopy,8040,5858,-13618973.436319146,6074784.452657421,-122.3413199,47.8068678,0
168,3,ccap_noncanopy,6207,3939,-13621265.352839136,6076973.656920652,-122.3619086,47.8200744,0
169,3,ccap_noncanopy,8034,3877,-13621339.401210288,6074791.618628823,-122.3625737,47.806911,0
170,3,ccap_noncanopy,10665,5091,-13619889.486330003,6071649.340169162,-122.3495489,47.7879491,0
171,3,ccap_noncanopy,5754,6921,-13617703.865052473,6077514.687761483,-122.3299152,47.8233377,0
172,3,ccap_noncanopy,6199,2651,-13622803.648033375,6076983.211549187,-122.3757273,47.820132,0
173,3,ccap_noncanopy,9450,3890,-13621323.874938916,6073100.449378014,-122.3624343,47.7967066,0
174,3,ccap_noncanopy,11779,8632,-13615660.368874412,6070318.858145573,-122.3115581,47.7799182,0
175,3,ccap_noncanopy,5777,6204,-13618560.19863498,6077487.218204442,-122.3376077,47.823172,0
176,3,ccap_noncanopy,6985,7264,-13617294.210354008,6076044.469295559,-122.3262352,47.8144694,0
177,3,ccap_noncanopy,7044,4463,-13620639.524670051,6075974.003910109,-122.3562866,47.8140443,1
178,3,ccap_noncanopy,5575,3677,-13621578.266923677,6077728.472574968,-122.3647195,47.8246271,0
179,3,ccap_noncanopy,6115,6455,-13618260.422164675,6077083.5351488115,-122.3349148,47.8207372,0
180,3,ccap_noncanopy,8545,5027,-13619965.923358288,6074181.316731108,-122.3502356,47.8032287,0
181,3,ccap_noncanopy,8999,1119,-13624633.359397952,6073639.09156171,-122.3921639,47.799957,1
182,3,ccap_noncanopy,8112,1261,-13624463.764741443,6074698.461000601,-122.3906404,47.806349,0
183,3,ccap_noncanopy,8375,3126,-13622236.341964072,6074384.352587491,-122.3706311,47.8044538,1
184,3,ccap_noncanopy,6750,7007,-13617601.152795715,6076325.1365087945,-122.3289925,47.8161625,0
185,3,ccap_noncanopy,11719,3867,-13621351.344495956,6070390.51785959,-122.362681,47.7803508,0
186,3,ccap_noncanopy,7573,6700,-13617967.81166577,6075342.204098189,-122.3322862,47.8102328,0
187,3,ccap_noncanopy,10941,7253,-13617307.347968243,6071319.705484682,-122.3263532,47.7859595,0
188,3,ccap_noncanopy,6022,8483,-13615838.323830888,6077194.607705538,-122.3131567,47.8214071,0
189,3,ccap_noncanopy,10293,5393,-13619528.799102781,6072093.63039607,-122.3463088,47.7906305,0
190,3,ccap_noncanopy,6732,5138,-13619833.352887355,6076346.634423,-122.3490447,47.8162922,0
191,3,ccap_noncanopy,9487,6888,-13617743.277895182,6073056.259221036,-122.3302692,47.7964399,0
192,3,ccap_noncanopy,6676,7992,-13616424.739157263,6076413.516822749,-122.3184246,47.8166956,0
193,3,ccap_noncanopy,8753,7255,-13617304.959311109,6073932.896389182,-122.3263317,47.8017298,0
194,3,ccap_noncanopy,10194,5051,-13619937.259472681,6072211.868924199,-122.3499781,47.7913441,0
195,3,ccap_noncanopy,4531,3953,-13621248.632239198,6078975.351598869,-122.3617584,47.8321469,0
196,3,ccap_noncanopy,6505,6454,-13618261.616493242,6076617.747007699,-122.3349255,47.8179276,0
197,3,ccap_noncanopy,8533,5134,-13619838.130201623,6074195.648673912,-122.3490876,47.8033152,0
198,3,ccap_noncanopy,10230,4460,-13620643.107655752,6072168.873095788,-122.3563188,47.7910847,0
199,3,ccap_noncanopy,9028,4503,-13620591.751527373,6073604.456033269,-122.3558575,47.799748,0
200,3,ccap_noncanopy,5579,4486,-13620612.05511301,6077723.6952607,-122.3560399,47.8245983,0
201,4,no_chm,11036,867,-13624934.330196824,6071206.244270821,-122.3948675,47.7852747,0
202,4,no_chm,10133,718,-13625112.285153301,6072284.722966783,-122.3964661,47.7917838,0
203,4,no_chm,5881,2503,-13622980.408661284,6077363.008033479,-122.3773152,47.8224229,0
204,4,no_chm,9332,905,-13624888.94571128,6073241.380148915,-122.3944598,47.7975571,0
205,4,no_chm,6620,1803,-13623816.438658154,6076480.399222499,-122.3848253,47.8170991,0
206,4,no_chm,6690,2263,-13623267.047517354,6076396.796222812,-122.3798901,47.8165948,0
207,4,no_chm,10478,1049,-13624716.962397639,6071872.679611183,-122.3929149,47.789297,0
208,4,no_chm,5714,2746,-13622690.186819514,6077562.4609041605,-122.3747081,47.8236259,0
209,4,no_chm,6262,1890,-13623712.53207283,6076907.968849469,-122.3838919,47.8196782,0
210,4,no_chm,6611,1690,-13623951.397786219,6076491.148179601,-122.3860377,47.8171639,0
211,4,no_chm,10675,907,-13624886.557054145,6071637.396883492,-122.3944384,47.787877,0
212,4,no_chm,7072,1866,-13623741.195958436,6075940.562710235,-122.3841494,47.8138426,0
213,4,no_chm,9500,1057,-13624707.407769103,6073040.732949666,-122.3928291,47.7963462,0
214,4,no_chm,4689,3705,-13621544.825723803,6078786.64768529,-122.3644191,47.8310089,0
215,4,no_chm,6997,1646,-13624003.948243165,6076030.137352756,-122.3865098,47.8143829,0
216,4,no_chm,11423,7103,-13617486.497253288,6070744.039115409,-122.3279625,47.7824848,0
217,4,no_chm,10949,1041,-13624726.517026173,6071310.150856147,-122.3930007,47.7859018,0
218,4,no_chm,4699,3754,-13621486.303624023,6078774.704399621,-122.3638934,47.8309369,0
219,4,no_chm,9140,984,-13624794.59375449,6073470.69123377,-122.3936123,47.7989408,0
220,4,no_chm,5551,2988,-13622401.15930631,6077757.136460574,-122.3721117,47.8248,0
221,4,no_chm,11819,7104,-13617485.30292472,6070271.0850028945,-122.3279518,47.7796299,0
222,4,no_chm,10860,960,-13624823.257640097,6071416.446098605,-122.3938698,47.7865434,0
223,4,no_chm,9292,881,-13624917.609596888,6073289.153291592,-122.3947173,47.7978453,0
224,4,no_chm,6298,1845,-13623766.276858341,6076864.973021058,-122.3843747,47.8194188,0
225,4,no_chm,6066,1953,-13623637.289373111,6077142.057248592,-122.383216,47.8210902,0
226,4,no_chm,6223,1916,-13623681.479530087,6076954.54766358,-122.383613,47.8199592,0
227,4,no_chm,9586,883,-13624915.220939754,6072938.020692907,-122.3946959,47.7957264,0
228,4,no_chm,6200,2256,-13623275.407817323,6076982.01722062,-122.3799652,47.8201248,0
229,4,no_chm,6125,2158,-13623392.452016884,6077071.591863141,-122.3810166,47.8206651,0
230,4,no_chm,11883,7121,-13617464.999339081,6070194.647974609,-122.3277694,47.7791684,0
231,4,no_chm,8969,849,-13624955.82811103,6073674.921418719,-122.3950607,47.8001732,0
232,4,no_chm,10000,879,-13624919.998254022,6072443.568666188,-122.3947388,47.7927425,0
233,4,no_chm,10101,1107,-13624647.691340756,6072322.941480925,-122.3922926,47.7920145,0
234,4,no_chm,6673,2081,-13623484.415316539,6076417.09980845,-122.3818427,47.8167172,0
235,4,no_chm,9656,1079,-13624681.13254063,6072854.41769322,-122.392593,47.7952219,0
236,4,no_chm,7217,1702,-13623937.065843416,6075767.385068026,-122.385909,47.8127979,0
237,4,no_chm,10555,1094,-13624663.217612125,6071780.716311527,-122.3924321,47.788742,0
238,4,no_chm,10621,987,-13624791.01076879,6071701.890626108,-122.3935801,47.7882662,0
239,4,no_chm,6796,1689,-13623952.592114786,6076270.197394715,-122.3860484,47.8158311,0
240,4,no_chm,5960,2295,-13623228.829003211,6077268.656076689,-122.3795468,47.8218538,0
241,4,no_chm,7321,1530,-13624142.490356933,6075643.174897063,-122.3877543,47.8120485,0
242,4,no_chm,10546,1118,-13624634.553726519,6071791.46526863,-122.3921746,47.7888069,0
243,4,no_chm,11558,6889,-13617742.083566615,6070582.80475887,-122.3302585,47.7815115,0
244,4,no_chm,11007,911,-13624881.77973988,6071240.879799264,-122.3943955,47.7854837,0
245,4,no_chm,4651,3485,-13621807.578008534,6078832.032170835,-122.3667794,47.8312826,0
246,4,no_chm,10974,6802,-13617845.99015194,6071280.292641972,-122.3311919,47.7857216,0
247,4,no_chm,10375,597,-13625256.798909903,6071995.69545358,-122.3977643,47.7900395,0
248,4,no_chm,11370,698,-13625136.17172464,6070807.338529458,-122.3966807,47.7828669,0
249,4,no_chm,7171,1528,-13624144.879014065,6075822.324182106,-122.3877758,47.8131293,0
250,4,no_chm,5647,2734,-13622704.518762318,6077642.480918147,-122.3748368,47.8241085,0
