rel_path,kind,bytes,sha256_12,title_source,title,n_lines,first_index,first_window_lines,first_ratio,within_region,refusal_at_first,best_index,best_ratio,binding_line,binding_ratio,title_region_lines
_litkb_staging/web/Abdulkader_2020_cnn-fpga-hardware-documentation.txt,page1-text,216,c7362a3299bf,none,,13,,,,,,,,,,45
_litkb_staging/web/Abdulkader_2020_cnn-fpga-implementation-hardware.txt,page1-text,216,c7362a3299bf,file-stem,CNN FPGA Implementation Hardware Documentation,13,2,3,0.8916,True,,2,0.8916,,,45
_litkb_staging/web/Riva_2017_ifla-library-reference-model.txt,page1-text,563,e7af6ab20d71,works.key,IFLA Library Reference Model: A Conceptual Model for Bibliographic Information,14,0,3,1.0,True,,0,1.0,,,45
_litkb_staging/web/Sustainability_2023_2021-city-seattle-tree.txt,page1-text,225,8a7b9c9fb7b9,none,,9,,,,,,,,,,45
_litkb_staging/web/Sustainability_2023_city-seattle-tree-canopy.txt,page1-text,225,8a7b9c9fb7b9,none,,9,,,,,,,,,,45
_litkb_staging/web/Tyukavina_2025_land-cover-change-map.txt,page1-text,845,6d97aba42db7,none,,12,,,,,,,,,,45
_litkb_staging/web/hunt-20260921T101016.txt,html-snapshot,13638,63010cd56415,printed-doi,How good is your matching?,74,4,1,1.0,True,,4,1.0,,,45
_litkb_staging/web/hunt-20260921T102312.txt,html-snapshot,13638,63010cd56415,printed-doi,How good is your matching?,74,4,1,1.0,True,,4,1.0,,,45
_litkb_staging/web/hunt-20260922T033750.txt,html-snapshot,4513,9ed3af766ca3,binding.registry_title,ortho_image15c_point - GIS Data Catalog,183,0,1,1.0,True,,0,1.0,0,1.0,45
