run_id,ts_utc,date,step,run_tag,years,engine_version,git_sha,git_dirty,git_branch,gpu,gpu_mem_gb,arch,encoder,epoch,seed,split_seed,honest_val_split,imagery,gsd_cm,label_source,label_source_size,add_canopy_mask,force_citywide,tileset_id,join_basis,env_sha,n_packages,python,argv,in_run_registry
20260822T005611Z_2000_untagged_labels,20260822T005611Z,2026-08-22,labels,,2000,v048,57bc07b0112f,false,,,,,,,42,,,2000_king_rgb.tif,40.1,,,,,113ef6dc0292,inferred_current,11c163d9fe30,705,3.13.15,--year 2000 --step labels,1
20260822T010016Z_2024_citywide_rgb_inference,20260822T010016Z,2026-08-22,inference,citywide_rgb,2024,v048,57bc07b0112f,false,,,,,,,42,,,2024_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2024 --step inference --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T010231Z_2019_citywide_rgb_labels,20260822T010231Z,2026-08-22,labels,citywide_rgb,2019,v048,57bc07b0112f,false,,,,,,,42,,,2019_king_rgb.tif,10.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2019 --step labels --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T010306Z_2019_citywide_rgb_tile,20260822T010306Z,2026-08-22,tile,citywide_rgb,2019,v048,57bc07b0112f,false,,,,,,,42,,,2019_king_rgb.tif,10.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2019 --step tile --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T011229Z_2024_citywide_rgb_inference,20260822T011229Z,2026-08-22,inference,citywide_rgb,2024,v048,57bc07b0112f,false,,,,,,,42,,,2024_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2024 --step inference --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T012910Z_2000_untagged_labels,20260822T012910Z,2026-08-22,labels,,2000,v048,57bc07b0112f,false,,,,,,,42,,,2000_king_rgb.tif,40.1,,,,,113ef6dc0292,inferred_current,11c163d9fe30,705,3.13.15,--year 2000 --step labels,1
20260822T155555Z_2024_citywide_rgb_inference,20260822T155555Z,2026-08-22,inference,citywide_rgb,2024,v048,cce075f4b3eb,false,work/p11-5-autonomy,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2024_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2024 --step inference --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T160331Z_2019_citywide_rgb_tile,20260822T160331Z,2026-08-22,tile,citywide_rgb,2019,v048,f148447968bc,false,work/p11-5-autonomy,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2019_king_rgb.tif,10.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2019 --step tile --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T161804Z_2019_citywide_rgb_train,20260822T161804Z,2026-08-22,train,citywide_rgb,2019,v048,f148447968bc,false,work/p11-5-autonomy,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2019_king_rgb.tif,10.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2019 --step train --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T164927Z_2019_citywide_rgb_evaluate,20260822T164927Z,2026-08-22,evaluate,citywide_rgb,2019,v048,f148447968bc,false,work/p11-5-autonomy,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2019_king_rgb.tif,10.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2019 --step evaluate --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T165109Z_2019_citywide_rgb_inference,20260822T165109Z,2026-08-22,inference,citywide_rgb,2019,v048,f148447968bc,false,work/p11-5-autonomy,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2019_king_rgb.tif,10.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2019 --step inference --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T172103Z_2024_citywide_rgb_inference,20260822T172103Z,2026-08-22,inference,citywide_rgb,2024,v048,d2d6e65a2e44,false,work/p11-5-autonomy,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2024_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2024 --step inference --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T173400Z_2019_citywide_rgb_inference,20260822T173400Z,2026-08-22,inference,citywide_rgb,2019,v048,bcdd4c6c89c0,false,work/p11-5-autonomy,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2019_king_rgb.tif,10.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2019 --step inference --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T175526Z_2024_citywide_rgb_inference,20260822T175526Z,2026-08-22,inference,citywide_rgb,2024,v048,fe2117714726,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2024_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2024 --step inference --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T175542Z_2017_citywide_rgb_labels,20260822T175542Z,2026-08-22,labels,citywide_rgb,2017,v048,fe2117714726,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2017_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2017 --step labels --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T175544Z_2019_citywide_rgb_inference,20260822T175544Z,2026-08-22,inference,citywide_rgb,2019,v048,fe2117714726,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2019_king_rgb.tif,10.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2019 --step inference --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T175556Z_2022_citywide_rgb_labels,20260822T175556Z,2026-08-22,labels,citywide_rgb,2022,v048,fe2117714726,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2022_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2022 --step labels --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T175645Z_2022_citywide_rgb_tile,20260822T175645Z,2026-08-22,tile,citywide_rgb,2022,v048,fe2117714726,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2022_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2022 --step tile --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T175654Z_2017_citywide_rgb_tile,20260822T175654Z,2026-08-22,tile,citywide_rgb,2017,v048,fe2117714726,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2017_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2017 --step tile --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T181532Z_2022_citywide_rgb_train,20260822T181532Z,2026-08-22,train,citywide_rgb,2022,v048,84c935af9dba,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2022_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2022 --step train --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T184913Z_2022_citywide_rgb_evaluate,20260822T184913Z,2026-08-22,evaluate,citywide_rgb,2022,v048,84c935af9dba,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2022_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2022 --step evaluate --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T185030Z_2022_citywide_rgb_inference,20260822T185030Z,2026-08-22,inference,citywide_rgb,2022,v048,84c935af9dba,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2022_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2022 --step inference --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T193218Z_2024_citywide_rgb_inference,20260822T193218Z,2026-08-22,inference,citywide_rgb,2024,v048,87391aa83a6f,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2024_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2024 --step inference --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T200108Z_2019_citywide_rgb_inference,20260822T200108Z,2026-08-22,inference,citywide_rgb,2019,v048,a7bbdb0c11ef,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2019_king_rgb.tif,10.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2019 --step inference --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T204614Z_2017_citywide_rgb_tile,20260822T204614Z,2026-08-22,tile,citywide_rgb,2017,v048,87391aa83a6f,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2017_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2017 --step tile --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T212142Z_2017_citywide_rgb_train,20260822T212142Z,2026-08-22,train,citywide_rgb,2017,v048,87391aa83a6f,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2017_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2017 --step train --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T220134Z_2017_citywide_rgb_evaluate,20260822T220134Z,2026-08-22,evaluate,citywide_rgb,2017,v048,87391aa83a6f,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2017_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2017 --step evaluate --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260822T220231Z_2017_citywide_rgb_inference,20260822T220231Z,2026-08-22,inference,citywide_rgb,2017,v048,87391aa83a6f,false,fix/20260822-inference-throughput,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2017_coe_rgb.tif,5.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2017 --step inference --infer-batch 32 --run-tag citywide_rgb --force-citywide,1
20260825T053918Z_2006s_aoi_smoke_inference,20260825T053918Z,2026-08-25,inference,aoi_smoke,2006s,v048,f97c10b0ff31,false,work/20260824-sectors,,,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2006s --step inference --dry-run --run-tag aoi_smoke --infer-aoi aoi/sectors_v1.json,1
20260825T054011Z_2006s_aoi_smoke_inference,20260825T054011Z,2026-08-25,inference,aoi_smoke,2006s,v048,f97c10b0ff31,false,work/20260824-sectors,,,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2006s --step inference --dry-run --run-tag aoi_smoke --infer-aoi aoi/sectors_v1.json,1
20260825T054029Z_2006s_aoi_smoke_inference,20260825T054029Z,2026-08-25,inference,aoi_smoke,2006s,v048,f97c10b0ff31,false,work/20260824-sectors,,,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2006s --step inference --dry-run --run-tag aoi_smoke --infer-aoi aoi/sectors_v1.json,1
20260825T054049Z_2006s_aoi_smoke_inference,20260825T054049Z,2026-08-25,inference,aoi_smoke,2006s,v048,f97c10b0ff31,false,work/20260824-sectors,,,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2006s --step inference --dry-run --run-tag aoi_smoke --infer-aoi aoi/sectors_v1.json,1
20260825T054155Z_2006s_aoi_smoke_inference,20260825T054155Z,2026-08-25,inference,aoi_smoke,2006s,v048,f97c10b0ff31,false,work/20260824-sectors,,,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2006s --step inference --dry-run --run-tag aoi_smoke --infer-aoi aoi/sectors_v1.json,1
20260825T054208Z_2006s_aoi_smoke_inference,20260825T054208Z,2026-08-25,inference,aoi_smoke,2006s,v048,f97c10b0ff31,false,work/20260824-sectors,,,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2006s --step inference --dry-run --run-tag aoi_smoke --infer-aoi aoi/sectors_v1.json,1
20260825T054244Z_2006s_aoi_smoke_inference,20260825T054244Z,2026-08-25,inference,aoi_smoke,2006s,v048,bd4d7e53f130,false,work/20260824-sectors,,,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2006s --step inference --dry-run --run-tag aoi_smoke --infer-aoi aoi/sectors_v1.json,1
20260825T054330Z_2006s_aoi_smoke_inference,20260825T054330Z,2026-08-25,inference,aoi_smoke,2006s,v048,63a0276bdd10,false,work/20260824-sectors,,,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2006s --step inference --dry-run --run-tag aoi_smoke --infer-aoi aoi/sectors_v1.json,1
20260825T054347Z_2006s_aoi_smoke_inference,20260825T054347Z,2026-08-25,inference,aoi_smoke,2006s,v048,63a0276bdd10,false,work/20260824-sectors,,,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2006s --step inference --dry-run --run-tag aoi_smoke --infer-aoi aoi/sectors_v1.json,1
20260825T054721Z_2006s_sectors_v1_labels,20260825T054721Z,2026-08-25,labels,sectors_v1,2006s,v048,63a0276bdd10,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2006s --step labels --infer-batch 32 --run-tag sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T054756Z_2006s_sectors_v1_tile,20260825T054756Z,2026-08-25,tile,sectors_v1,2006s,v048,63a0276bdd10,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2006s --step tile --infer-batch 32 --run-tag sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T055000Z_2006s_sectors_v1_tile,20260825T055000Z,2026-08-25,tile,sectors_v1,2006s,v048,1d358328f401,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2006s --step tile --infer-batch 32 --run-tag sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T055153Z_2006s_sectors_v1_train,20260825T055153Z,2026-08-25,train,sectors_v1,2006s,v048,1d358328f401,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2006s --step train --infer-batch 32 --run-tag sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,0
20260825T055324Z_2006s_sectors_v1_inference,20260825T055324Z,2026-08-25,inference,sectors_v1,2006s,v048,1d358328f401,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,11c163d9fe30,705,3.13.15,--year 2006s --step inference --infer-batch 32 --run-tag sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T055437Z_2011s_sectors_v1_inference,20260825T055437Z,2026-08-25,inference,sectors_v1,2011s,v048,1d358328f401,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2011_snoh_1ft_rgb.tif,30.5,,,,,,none,11c163d9fe30,705,3.13.15,--year 2011s --step inference --infer-batch 32 --run-tag sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T055718Z_2003s_sectors_v1_inference,20260825T055718Z,2026-08-25,inference,sectors_v1,2003s,v048,1d358328f401,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2003_snoh_1ft_rgb.tif,30.5,,,,,,none,11c163d9fe30,705,3.13.15,--year 2003s --step inference --infer-batch 32 --run-tag sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T055952Z_2012s_sectors_v1_inference,20260825T055952Z,2026-08-25,inference,sectors_v1,2012s,v048,1d358328f401,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2012_snoh_9in_rgb.tif,22.9,,,,,,none,11c163d9fe30,705,3.13.15,--year 2012s --step inference --infer-batch 32 --run-tag sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T060259Z_2018s_sectors_v1_inference,20260825T060259Z,2026-08-25,inference,sectors_v1,2018s,v048,1d358328f401,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2018_snoh_6in_rgbi.tif,15.2,,,,,,none,11c163d9fe30,705,3.13.15,--year 2018s --step inference --infer-batch 32 --run-tag sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T060750Z_2020s_sectors_v1_inference,20260825T060750Z,2026-08-25,inference,sectors_v1,2020s,v048,1d358328f401,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2020_snoh_3in_rgb.tif,7.6,,,,,,none,11c163d9fe30,705,3.13.15,--year 2020s --step inference --infer-batch 32 --run-tag sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T061931Z_2016_fullext_sectors_v1_labels,20260825T061931Z,2026-08-25,labels,fullext_sectors_v1,2016,v048,1d358328f401,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2016_snoh_1ft_rgbi.tif,30.5,,,,,,none,11c163d9fe30,705,3.13.15,--year 2016 --step labels --infer-batch 32 --run-tag fullext_sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T062002Z_2016_fullext_sectors_v1_tile,20260825T062002Z,2026-08-25,tile,fullext_sectors_v1,2016,v048,1d358328f401,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2016_snoh_1ft_rgbi.tif,30.5,,,,,,none,11c163d9fe30,705,3.13.15,--year 2016 --step tile --infer-batch 32 --run-tag fullext_sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T062812Z_2016_fullext_sectors_v1_train,20260825T062812Z,2026-08-25,train,fullext_sectors_v1,2016,v048,1d358328f401,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2016_snoh_1ft_rgbi.tif,30.5,,,,,,none,11c163d9fe30,705,3.13.15,--year 2016 --step train --infer-batch 32 --run-tag fullext_sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T135314Z_2006s_sectors_v1_postproc,20260825T135314Z,2026-08-25,postproc,sectors_v1,2006s,v048,63a0276bdd10,false,work/20260824-sectors,,,,,,42,,,2006_snoh_1m_rgb.tif,100.0,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2006s --step postproc --run-tag sectors_v1 --infer-thresh 0.5,1
20260825T135351Z_2011s_sectors_v1_postproc,20260825T135351Z,2026-08-25,postproc,sectors_v1,2011s,v048,63a0276bdd10,false,work/20260824-sectors,,,,,,42,,,2011_snoh_1ft_rgb.tif,30.5,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2011s --step postproc --run-tag sectors_v1 --infer-thresh 0.5,1
20260825T135708Z_2003s_sectors_v1_postproc,20260825T135708Z,2026-08-25,postproc,sectors_v1,2003s,v048,63a0276bdd10,false,work/20260824-sectors,,,,,,42,,,2003_snoh_1ft_rgb.tif,30.5,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2003s --step postproc --run-tag sectors_v1 --infer-thresh 0.5,1
20260825T140004Z_2012s_sectors_v1_postproc,20260825T140004Z,2026-08-25,postproc,sectors_v1,2012s,v048,63a0276bdd10,false,work/20260824-sectors,,,,,,42,,,2012_snoh_9in_rgb.tif,22.9,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2012s --step postproc --run-tag sectors_v1 --infer-thresh 0.5,1
20260825T140530Z_2018s_sectors_v1_postproc,20260825T140530Z,2026-08-25,postproc,sectors_v1,2018s,v048,63a0276bdd10,false,work/20260824-sectors,,,,,,42,,,2018_snoh_6in_rgbi.tif,15.2,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2018s --step postproc --run-tag sectors_v1 --infer-thresh 0.5,1
20260825T141736Z_2020s_sectors_v1_postproc,20260825T141736Z,2026-08-25,postproc,sectors_v1,2020s,v048,63a0276bdd10,false,work/20260824-sectors,,,,,,42,,,2020_snoh_3in_rgb.tif,7.6,,,,,,none,b0fb58fa511e,643,3.13.15,--year 2020s --step postproc --run-tag sectors_v1 --infer-thresh 0.5,1
20260825T221915Z_2016_fullext_sectors_v1_train,20260825T221915Z,2026-08-25,train,fullext_sectors_v1,2016,v048,3e7ac30a4619,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2016_snoh_1ft_rgbi.tif,30.5,,,,,,none,11c163d9fe30,705,3.13.15,--year 2016 --step train --infer-batch 32 --run-tag fullext_sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T221951Z_2020s_sectors_v1_postproc,20260825T221951Z,2026-08-25,postproc,sectors_v1,2020s,v048,3e7ac30a4619,false,work/20260824-sectors,,,,,,42,,,2020_snoh_3in_rgb.tif,7.6,,,,,,none,2f3b78b345f0,642,3.13.15,--year 2020s --step postproc --run-tag sectors_v1 --infer-thresh 0.5,1
20260825T230444Z_2016_fullext_sectors_v1_evaluate,20260825T230444Z,2026-08-25,evaluate,fullext_sectors_v1,2016,v048,3e7ac30a4619,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2016_snoh_1ft_rgbi.tif,30.5,,,,,,none,11c163d9fe30,705,3.13.15,--year 2016 --step evaluate --infer-batch 32 --run-tag fullext_sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T230626Z_2016_fullext_sectors_v1_inference,20260825T230626Z,2026-08-25,inference,fullext_sectors_v1,2016,v048,3e7ac30a4619,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2016_snoh_1ft_rgbi.tif,30.5,,,,,,none,11c163d9fe30,705,3.13.15,--year 2016 --step inference --infer-batch 32 --run-tag fullext_sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T231005Z_2021s_fullext_sectors_v1_labels,20260825T231005Z,2026-08-25,labels,fullext_sectors_v1,2021s,v048,3e7ac30a4619,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2021_snoh_6in_rgbi.tif,15.2,,,,,,none,11c163d9fe30,705,3.13.15,--year 2021s --step labels --infer-batch 32 --run-tag fullext_sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T231125Z_2021s_fullext_sectors_v1_tile,20260825T231125Z,2026-08-25,tile,fullext_sectors_v1,2021s,v048,3e7ac30a4619,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2021_snoh_6in_rgbi.tif,15.2,,,,,,none,11c163d9fe30,705,3.13.15,--year 2021s --step tile --infer-batch 32 --run-tag fullext_sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T231141Z_2021s_fullext_sectors_v1_train,20260825T231141Z,2026-08-25,train,fullext_sectors_v1,2021s,v048,3e7ac30a4619,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2021_snoh_6in_rgbi.tif,15.2,,,,,,none,11c163d9fe30,705,3.13.15,--year 2021s --step train --infer-batch 32 --run-tag fullext_sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T235538Z_2021s_fullext_sectors_v1_evaluate,20260825T235538Z,2026-08-25,evaluate,fullext_sectors_v1,2021s,v048,3e7ac30a4619,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2021_snoh_6in_rgbi.tif,15.2,,,,,,none,11c163d9fe30,705,3.13.15,--year 2021s --step evaluate --infer-batch 32 --run-tag fullext_sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260825T235654Z_2021s_fullext_sectors_v1_inference,20260825T235654Z,2026-08-25,inference,fullext_sectors_v1,2021s,v048,3e7ac30a4619,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2021_snoh_6in_rgbi.tif,15.2,,,,,,none,11c163d9fe30,705,3.13.15,--year 2021s --step inference --infer-batch 32 --run-tag fullext_sectors_v1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260826T002706Z_2016_fullext_sectors_v1_postproc,20260826T002706Z,2026-08-26,postproc,fullext_sectors_v1,2016,v048,3e7ac30a4619,false,work/20260824-sectors,,,,,,42,,,2016_snoh_1ft_rgbi.tif,30.5,,,,,,none,2f3b78b345f0,642,3.13.15,--year 2016 --step postproc --run-tag fullext_sectors_v1 --infer-thresh 0.5223,1
20260826T002949Z_2021s_fullext_sectors_v1_postproc,20260826T002949Z,2026-08-26,postproc,fullext_sectors_v1,2021s,v048,3e7ac30a4619,false,work/20260824-sectors,,,,,,42,,,2021_snoh_6in_rgbi.tif,15.2,,,,,,none,2f3b78b345f0,642,3.13.15,--year 2021s --step postproc --run-tag fullext_sectors_v1 --infer-thresh 0.5,1
20260826T142709Z_2021s_noise_r1_labels,20260826T142709Z,2026-08-26,labels,noise_r1,2021s,v048,3e7ac30a4619,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2021_snoh_6in_rgbi.tif,15.2,,,,,,none,f24c3f7c7a69,704,3.13.15,--year 2021s --step labels --infer-batch 32 --run-tag noise_r1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260826T143543Z_2021s_noise_r1_tile,20260826T143543Z,2026-08-26,tile,noise_r1,2021s,v048,3e7ac30a4619,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2021_snoh_6in_rgbi.tif,15.2,,,,,,none,f24c3f7c7a69,704,3.13.15,--year 2021s --step tile --infer-batch 32 --run-tag noise_r1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260826T144527Z_2021s_noise_r1_train,20260826T144527Z,2026-08-26,train,noise_r1,2021s,v048,3e7ac30a4619,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2021_snoh_6in_rgbi.tif,15.2,,,,,,none,f24c3f7c7a69,704,3.13.15,--year 2021s --step train --infer-batch 32 --run-tag noise_r1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
20260826T152652Z_2021s_noise_r1_evaluate,20260826T152652Z,2026-08-26,evaluate,noise_r1,2021s,v048,3e7ac30a4619,false,work/20260824-sectors,NVIDIA A100-SXM4-40GB,40.0,,,,42,,,2021_snoh_6in_rgbi.tif,15.2,,,,,,none,11c163d9fe30,705,3.13.15,--year 2021s --step evaluate --infer-batch 32 --run-tag noise_r1 --force-citywide --infer-aoi aoi/sectors_v1.json,1
