point_id,stratum,stratum_name,x,y,kind,overlap_stratum,dup_of
305,1,cand_change,548239.0,5295313.0,live,1,
777,2,srs_floor,547871.0,5293095.0,live,1,
770,2,srs_floor,549983.0,5300423.0,live,1,
234,1,cand_change,547479.0,5295401.0,live,1,
1216,4,stable_other,547245.0,5293983.0,live,4,
65,1,cand_change,549325.0,5292831.0,live,1,
886,3,stable_canopy,550179.0,5294857.0,live,3,
319,1,cand_change,547289.0,5292743.0,live,1,
418,1,cand_change,548169.0,5296957.0,live,1,
900,3,stable_canopy,548991.0,5297989.0,live,3,
658,1,cand_change,549505.0,5297509.0,live,1,
1093,4,stable_other,548159.0,5292125.0,live,4,
1017,4,stable_other,546499.0,5296147.0,live,4,
90,1,cand_change,549681.0,5295165.0,live,1,
1002,4,stable_other,547939.0,5293559.0,live,4,
64,1,cand_change,550197.0,5300901.0,live,1,
1195,4,stable_other,548553.0,5292041.0,live,4,
1142,4,stable_other,548497.0,5298675.0,live,4,
316,1,cand_change,548609.0,5295417.0,live,1,
31,1,cand_change,549667.0,5294319.0,live,1,
173,1,cand_change,548801.0,5295419.0,live,1,
275,1,cand_change,548719.0,5294955.0,live,1,
1124,4,stable_other,550011.0,5297847.0,live,4,
250,1,cand_change,548417.0,5294791.0,live,1,
268,1,cand_change,549603.0,5299061.0,live,1,
240,1,cand_change,548191.0,5298327.0,live,1,
95,1,cand_change,547907.0,5297737.0,live,1,
58,1,cand_change,548019.0,5297569.0,live,1,
193,1,cand_change,547667.0,5293767.0,live,1,
831,3,stable_canopy,548369.0,5296531.0,live,3,
529,1,cand_change,550369.0,5300569.0,live,1,
1307,4,stable_other,548069.0,5296191.0,blur,4,1235
1039,4,stable_other,546247.0,5295633.0,live,4,
1009,4,stable_other,547647.0,5292795.0,live,4,
827,3,stable_canopy,546021.0,5294671.0,live,3,
841,3,stable_canopy,548031.0,5292567.0,live,3,
598,1,cand_change,549021.0,5298599.0,live,1,
195,1,cand_change,550455.0,5299785.0,live,1,
566,1,cand_change,548921.0,5295821.0,live,1,
70,1,cand_change,547229.0,5293259.0,live,1,
340,1,cand_change,550011.0,5293995.0,live,1,
427,1,cand_change,549657.0,5295569.0,live,1,
758,2,srs_floor,546987.0,5294623.0,live,4,
1008,4,stable_other,549805.0,5293403.0,live,4,
434,1,cand_change,547077.0,5292337.0,live,1,
40,1,cand_change,547213.0,5293535.0,live,1,
641,1,cand_change,549139.0,5292557.0,live,1,
914,3,stable_canopy,546975.0,5292837.0,live,3,
474,1,cand_change,547933.0,5295303.0,live,1,
160,1,cand_change,547641.0,5294121.0,live,1,
706,2,srs_floor,546269.0,5296131.0,live,4,
1080,4,stable_other,549391.0,5297511.0,live,4,
492,1,cand_change,549341.0,5295877.0,live,1,
1061,4,stable_other,547725.0,5296467.0,live,4,
766,2,srs_floor,545667.0,5294985.0,live,4,
108,1,cand_change,549733.0,5298087.0,live,1,
567,1,cand_change,549533.0,5297533.0,live,1,
844,3,stable_canopy,550219.0,5300095.0,live,3,
722,2,srs_floor,548589.0,5292025.0,live,4,
1276,1,cand_change,547995.0,5294999.0,dup,1,500
367,1,cand_change,549803.0,5298553.0,live,1,
378,1,cand_change,548899.0,5295589.0,live,1,
1050,4,stable_other,546699.0,5296651.0,live,4,
159,1,cand_change,547019.0,5293785.0,live,1,
908,3,stable_canopy,548153.0,5296387.0,live,3,
731,2,srs_floor,547109.0,5293227.0,live,1,
1207,4,stable_other,549489.0,5299475.0,live,4,
1209,4,stable_other,549291.0,5292131.0,live,4,
273,1,cand_change,546647.0,5292291.0,live,1,
186,1,cand_change,547859.0,5293937.0,live,1,
1016,4,stable_other,550135.0,5300751.0,live,4,
511,1,cand_change,546057.0,5295169.0,live,1,
1027,4,stable_other,548387.0,5291995.0,live,4,
411,1,cand_change,547863.0,5295487.0,live,1,
744,2,srs_floor,548833.0,5295017.0,live,4,
991,3,stable_canopy,546955.0,5292803.0,live,3,
950,3,stable_canopy,549717.0,5298231.0,live,3,
1036,4,stable_other,547153.0,5292331.0,live,4,
781,2,srs_floor,549537.0,5299027.0,live,1,
989,3,stable_canopy,549377.0,5297987.0,live,3,
696,1,cand_change,546883.0,5294187.0,live,1,
596,1,cand_change,547535.0,5293009.0,live,1,
1151,4,stable_other,549509.0,5291841.0,live,4,
1225,4,stable_other,548949.0,5296079.0,live,4,
479,1,cand_change,549449.0,5298549.0,live,1,
939,3,stable_canopy,549089.0,5298103.0,live,3,
187,1,cand_change,549813.0,5300475.0,live,1,
1064,4,stable_other,548289.0,5294823.0,live,4,
393,1,cand_change,546235.0,5295071.0,live,1,
1203,4,stable_other,547437.0,5292095.0,live,4,
582,1,cand_change,549843.0,5299447.0,live,1,
835,3,stable_canopy,547513.0,5292713.0,live,3,
1287,4,stable_other,549183.0,5295099.0,blur,4,1057
784,2,srs_floor,549607.0,5298827.0,live,1,
166,1,cand_change,546407.0,5295615.0,live,1,
1178,4,stable_other,547055.0,5293733.0,live,4,
1138,4,stable_other,547281.0,5292917.0,live,4,
238,1,cand_change,546749.0,5294017.0,live,1,
407,1,cand_change,548835.0,5298761.0,live,1,
917,3,stable_canopy,548795.0,5298293.0,live,3,
385,1,cand_change,546667.0,5296075.0,live,1,
897,3,stable_canopy,548715.0,5298369.0,live,3,
113,1,cand_change,547037.0,5294691.0,live,1,
1168,4,stable_other,549001.0,5296647.0,live,4,
1186,4,stable_other,548695.0,5294645.0,live,4,
630,1,cand_change,546899.0,5292223.0,live,1,
690,1,cand_change,549959.0,5297821.0,live,1,
212,1,cand_change,550293.0,5299113.0,live,1,
592,1,cand_change,549853.0,5293055.0,live,1,
1022,4,stable_other,549269.0,5298117.0,live,4,
979,3,stable_canopy,549075.0,5292813.0,live,3,
1137,4,stable_other,549747.0,5298271.0,live,4,
940,3,stable_canopy,549809.0,5298037.0,live,3,
1147,4,stable_other,550131.0,5295061.0,live,4,
150,1,cand_change,549811.0,5300643.0,live,1,
931,3,stable_canopy,549297.0,5298263.0,live,3,
1121,4,stable_other,550407.0,5298261.0,live,4,
323,1,cand_change,549217.0,5298735.0,live,1,
184,1,cand_change,549839.0,5299721.0,live,1,
384,1,cand_change,549809.0,5300787.0,live,1,
77,1,cand_change,550021.0,5299417.0,live,1,
1010,4,stable_other,549011.0,5295011.0,live,4,
1205,4,stable_other,549691.0,5292317.0,live,4,
135,1,cand_change,549493.0,5297557.0,live,1,
232,1,cand_change,548651.0,5291923.0,live,1,
1159,4,stable_other,549221.0,5296205.0,live,4,
397,1,cand_change,549837.0,5294155.0,live,1,
610,1,cand_change,549865.0,5297739.0,live,1,
445,1,cand_change,548115.0,5293109.0,live,1,
954,3,stable_canopy,547527.0,5296511.0,live,3,
1049,4,stable_other,548847.0,5296535.0,live,4,
935,3,stable_canopy,546749.0,5294557.0,live,3,
814,2,srs_floor,549515.0,5298589.0,live,1,
1174,4,stable_other,549675.0,5292647.0,live,4,
1051,4,stable_other,549815.0,5300401.0,live,4,
314,1,cand_change,549277.0,5292191.0,live,1,
778,2,srs_floor,548997.0,5294723.0,live,4,
1188,4,stable_other,547437.0,5292425.0,live,4,
968,3,stable_canopy,545859.0,5294785.0,live,3,
125,1,cand_change,548791.0,5295489.0,live,1,
1199,4,stable_other,547931.0,5297419.0,live,4,
325,1,cand_change,548969.0,5295729.0,live,1,
717,2,srs_floor,546721.0,5296475.0,live,4,
618,1,cand_change,547117.0,5294297.0,live,1,
18,1,cand_change,546477.0,5295829.0,live,1,
536,1,cand_change,548743.0,5295317.0,live,1,
839,3,stable_canopy,547887.0,5294871.0,live,3,
980,3,stable_canopy,547397.0,5292671.0,live,3,
720,2,srs_floor,549267.0,5292553.0,live,4,
21,1,cand_change,549815.0,5293323.0,live,1,
449,1,cand_change,547159.0,5296749.0,live,1,
264,1,cand_change,546343.0,5295031.0,live,1,
1130,4,stable_other,547655.0,5293031.0,live,4,
123,1,cand_change,545927.0,5294951.0,live,1,
1211,4,stable_other,550213.0,5298601.0,live,4,
1097,4,stable_other,548787.0,5296953.0,live,4,
339,1,cand_change,548997.0,5297313.0,live,1,
199,1,cand_change,548677.0,5292275.0,live,1,
1193,4,stable_other,547471.0,5293781.0,live,4,
545,1,cand_change,549611.0,5298573.0,live,1,
1133,4,stable_other,546753.0,5292791.0,live,4,
875,3,stable_canopy,548315.0,5298283.0,live,3,
1279,1,cand_change,547963.0,5295237.0,dup,1,143
639,1,cand_change,547007.0,5292953.0,live,1,
535,1,cand_change,546479.0,5294285.0,live,1,
309,1,cand_change,549299.0,5294819.0,live,1,
226,1,cand_change,550147.0,5300887.0,live,1,
663,1,cand_change,549509.0,5297543.0,live,1,
46,1,cand_change,548813.0,5295485.0,live,1,
666,1,cand_change,550313.0,5300685.0,live,1,
1217,4,stable_other,547951.0,5291893.0,live,4,
907,3,stable_canopy,548265.0,5298285.0,live,3,
1264,4,stable_other,549967.0,5293169.0,dup,4,1239
698,1,cand_change,549275.0,5296345.0,live,1,
860,3,stable_canopy,550447.0,5300047.0,live,3,
1012,4,stable_other,547681.0,5296573.0,live,4,
368,1,cand_change,548763.0,5295527.0,live,1,
1180,4,stable_other,548509.0,5295609.0,live,4,
183,1,cand_change,549915.0,5294403.0,live,1,
1190,4,stable_other,546171.0,5295807.0,live,4,
1162,4,stable_other,547707.0,5293657.0,live,4,
987,3,stable_canopy,547459.0,5296513.0,live,3,
676,1,cand_change,550539.0,5298935.0,live,1,
202,1,cand_change,547153.0,5292209.0,live,1,
25,1,cand_change,548997.0,5295103.0,live,1,
740,2,srs_floor,545363.0,5295089.0,live,4,
1089,4,stable_other,547751.0,5293675.0,live,4,
1303,3,stable_canopy,549621.0,5294537.0,blur,3,958
209,1,cand_change,550445.0,5300607.0,live,1,
1143,4,stable_other,548549.0,5297797.0,live,4,
883,3,stable_canopy,550185.0,5300161.0,live,3,
111,1,cand_change,548289.0,5292311.0,live,1,
375,1,cand_change,548367.0,5296629.0,live,1,
548,1,cand_change,546379.0,5295067.0,live,1,
291,1,cand_change,549819.0,5299695.0,live,1,
903,3,stable_canopy,547349.0,5292929.0,live,3,
1270,2,srs_floor,548703.0,5297901.0,dup,1,793
308,1,cand_change,547437.0,5295553.0,live,1,
255,1,cand_change,547229.0,5293509.0,live,1,
63,1,cand_change,549025.0,5295693.0,live,1,
289,1,cand_change,548937.0,5298059.0,live,1,
805,2,srs_floor,547281.0,5294223.0,live,4,
67,1,cand_change,547651.0,5294119.0,live,1,
216,1,cand_change,548887.0,5295655.0,live,1,
1018,4,stable_other,547581.0,5295937.0,live,4,
1301,3,stable_canopy,547295.0,5294433.0,blur,3,832
966,3,stable_canopy,549493.0,5298229.0,live,3,
1125,4,stable_other,549207.0,5298851.0,live,4,
300,1,cand_change,549201.0,5297283.0,live,1,
681,1,cand_change,546569.0,5295325.0,live,1,
486,1,cand_change,549011.0,5297967.0,live,1,
441,1,cand_change,546919.0,5292747.0,live,1,
477,1,cand_change,550183.0,5298923.0,live,1,
961,3,stable_canopy,547041.0,5292685.0,live,3,
312,1,cand_change,546471.0,5295711.0,live,1,
956,3,stable_canopy,548209.0,5292495.0,live,3,
772,2,srs_floor,549905.0,5293287.0,live,4,
19,1,cand_change,548433.0,5295077.0,live,1,
294,1,cand_change,549753.0,5298805.0,live,1,
830,3,stable_canopy,549431.0,5292451.0,live,3,
562,1,cand_change,550147.0,5300759.0,live,1,
1075,4,stable_other,548387.0,5297695.0,live,4,
790,2,srs_floor,547507.0,5297381.0,live,4,
752,2,srs_floor,548375.0,5292309.0,live,4,
269,1,cand_change,549321.0,5294983.0,live,1,
1248,4,stable_other,546541.0,5295885.0,live,4,
833,3,stable_canopy,546891.0,5294733.0,live,3,
584,1,cand_change,549747.0,5297761.0,live,1,
437,1,cand_change,549017.0,5296497.0,live,1,
665,1,cand_change,547953.0,5297497.0,live,1,
667,1,cand_change,548795.0,5294663.0,live,1,
901,3,stable_canopy,550475.0,5298313.0,live,3,
489,1,cand_change,548139.0,5296035.0,live,1,
43,1,cand_change,548249.0,5292009.0,live,1,
664,1,cand_change,549533.0,5298571.0,live,1,
838,3,stable_canopy,549423.0,5292529.0,live,3,
245,1,cand_change,547085.0,5294375.0,live,1,
693,1,cand_change,549301.0,5298971.0,live,1,
948,3,stable_canopy,547023.0,5292805.0,live,3,
389,1,cand_change,549257.0,5292363.0,live,1,
895,3,stable_canopy,548695.0,5296509.0,live,3,
429,1,cand_change,549285.0,5291853.0,live,1,
272,1,cand_change,548971.0,5294937.0,live,1,
267,1,cand_change,549887.0,5298559.0,live,1,
586,1,cand_change,546715.0,5292153.0,live,1,
128,1,cand_change,547643.0,5292867.0,live,1,
634,1,cand_change,548347.0,5292147.0,live,1,
295,1,cand_change,550015.0,5299499.0,live,1,
328,1,cand_change,548509.0,5297297.0,live,1,
450,1,cand_change,548743.0,5294755.0,live,1,
315,1,cand_change,546781.0,5294143.0,live,1,
84,1,cand_change,549913.0,5292765.0,live,1,
145,1,cand_change,550035.0,5300493.0,live,1,
34,1,cand_change,548959.0,5292153.0,live,1,
701,2,srs_floor,549063.0,5292103.0,live,4,
480,1,cand_change,548943.0,5298549.0,live,1,
518,1,cand_change,548859.0,5295635.0,live,1,
483,1,cand_change,546789.0,5295951.0,live,1,
1077,4,stable_other,545573.0,5295083.0,live,4,
613,1,cand_change,549585.0,5299607.0,live,1,
523,1,cand_change,547593.0,5296369.0,live,1,
252,1,cand_change,550467.0,5300759.0,live,1,
730,2,srs_floor,548727.0,5298803.0,live,4,
762,2,srs_floor,545929.0,5295499.0,live,4,
290,1,cand_change,548245.0,5295399.0,live,1,
439,1,cand_change,548271.0,5292191.0,live,1,
851,3,stable_canopy,546375.0,5294787.0,live,3,
413,1,cand_change,548019.0,5293157.0,live,1,
669,1,cand_change,547777.0,5295057.0,live,1,
463,1,cand_change,547219.0,5293525.0,live,1,
751,2,srs_floor,547199.0,5297539.0,live,4,
543,1,cand_change,547997.0,5295369.0,live,1,
1082,4,stable_other,548629.0,5294683.0,live,4,
350,1,cand_change,547875.0,5295125.0,live,1,
363,1,cand_change,548211.0,5295717.0,live,1,
382,1,cand_change,548519.0,5294987.0,live,1,
170,1,cand_change,549011.0,5295803.0,live,1,
859,3,stable_canopy,548719.0,5296343.0,live,3,
504,1,cand_change,549381.0,5295125.0,live,1,
682,1,cand_change,547373.0,5292187.0,live,1,
425,1,cand_change,548543.0,5296813.0,live,1,
865,3,stable_canopy,548957.0,5296471.0,live,3,
1100,4,stable_other,547733.0,5293155.0,live,4,
522,1,cand_change,546567.0,5295273.0,live,1,
916,3,stable_canopy,550187.0,5300247.0,live,3,
789,2,srs_floor,549857.0,5300279.0,live,4,
330,1,cand_change,548237.0,5295817.0,live,1,
873,3,stable_canopy,549495.0,5298331.0,live,3,
102,1,cand_change,548235.0,5295771.0,live,1,
902,3,stable_canopy,548277.0,5296777.0,live,3,
655,1,cand_change,548177.0,5293507.0,live,1,
1057,4,stable_other,549183.0,5295099.0,live,4,
925,3,stable_canopy,546013.0,5294849.0,live,3,
82,1,cand_change,550139.0,5295365.0,live,1,
1024,4,stable_other,548925.0,5296695.0,live,4,
206,1,cand_change,546327.0,5295489.0,live,1,
809,2,srs_floor,547255.0,5295789.0,live,4,
636,1,cand_change,546627.0,5295505.0,live,1,
1007,4,stable_other,549605.0,5292171.0,live,4,
533,1,cand_change,548949.0,5297175.0,live,1,
938,3,stable_canopy,549155.0,5294727.0,live,3,
537,1,cand_change,546867.0,5295543.0,live,1,
711,2,srs_floor,546843.0,5293065.0,live,4,
490,1,cand_change,548565.0,5295353.0,live,1,
1289,3,stable_canopy,549431.0,5292451.0,blur,3,830
274,1,cand_change,546885.0,5295423.0,live,1,
353,1,cand_change,548991.0,5292507.0,live,1,
1071,4,stable_other,548733.0,5292235.0,live,4,
364,1,cand_change,550047.0,5299411.0,live,1,
116,1,cand_change,550371.0,5300725.0,live,1,
61,1,cand_change,548615.0,5297135.0,live,1,
759,2,srs_floor,548297.0,5297303.0,live,4,
1115,4,stable_other,549397.0,5292307.0,live,4,
1181,4,stable_other,546393.0,5295827.0,live,4,
1221,4,stable_other,549315.0,5295985.0,live,4,
624,1,cand_change,548853.0,5298713.0,live,1,
144,1,cand_change,546955.0,5292163.0,live,1,
1183,4,stable_other,546239.0,5295013.0,live,4,
237,1,cand_change,549709.0,5294969.0,live,1,
124,1,cand_change,549929.0,5298573.0,live,1,
1234,4,stable_other,549015.0,5295403.0,live,4,
858,3,stable_canopy,547703.0,5296765.0,live,3,
417,1,cand_change,547967.0,5297119.0,live,1,
36,1,cand_change,550087.0,5300495.0,live,1,
674,1,cand_change,549943.0,5299759.0,live,1,
421,1,cand_change,549377.0,5298871.0,live,1,
1149,4,stable_other,547617.0,5294857.0,live,4,
131,1,cand_change,548831.0,5298861.0,live,1,
754,2,srs_floor,548907.0,5294451.0,live,4,
106,1,cand_change,547611.0,5292087.0,live,1,
911,3,stable_canopy,549155.0,5298107.0,live,3,
138,1,cand_change,548833.0,5294613.0,live,1,
653,1,cand_change,548421.0,5295113.0,live,1,
930,3,stable_canopy,547713.0,5294805.0,live,3,
539,1,cand_change,548487.0,5295719.0,live,1,
1042,4,stable_other,549185.0,5292177.0,live,4,
946,3,stable_canopy,550075.0,5298441.0,live,3,
130,1,cand_change,549901.0,5293703.0,live,1,
190,1,cand_change,549075.0,5298787.0,live,1,
54,1,cand_change,546777.0,5293635.0,live,1,
564,1,cand_change,549697.0,5299873.0,live,1,
932,3,stable_canopy,549691.0,5298247.0,live,3,
959,3,stable_canopy,549421.0,5292741.0,live,3,
1015,4,stable_other,548773.0,5291903.0,live,4,
867,3,stable_canopy,549015.0,5298511.0,live,3,
599,1,cand_change,549877.0,5295301.0,live,1,
204,1,cand_change,547195.0,5295005.0,live,1,
600,1,cand_change,549803.0,5299625.0,live,1,
1308,4,stable_other,547183.0,5294231.0,blur,4,1118
174,1,cand_change,546045.0,5295157.0,live,1,
1037,4,stable_other,549419.0,5299529.0,live,4,
10,1,cand_change,549645.0,5293893.0,live,1,
96,1,cand_change,548355.0,5292013.0,live,1,
1255,1,cand_change,549139.0,5292557.0,dup,1,641
341,1,cand_change,546963.0,5295499.0,live,1,
555,1,cand_change,547779.0,5291945.0,live,1,
1254,4,stable_other,547763.0,5296629.0,dup,4,1062
1281,4,stable_other,550301.0,5291913.0,blur,4,1222
167,1,cand_change,550615.0,5298915.0,live,1,
920,3,stable_canopy,548261.0,5292937.0,live,3,
37,1,cand_change,547297.0,5291937.0,live,1,
242,1,cand_change,549813.0,5298587.0,live,1,
1112,4,stable_other,549071.0,5294403.0,live,4,
1213,4,stable_other,549437.0,5294787.0,live,4,
256,1,cand_change,549405.0,5297781.0,live,1,
870,3,stable_canopy,547029.0,5292919.0,live,3,
725,2,srs_floor,547507.0,5296065.0,live,4,
695,1,cand_change,547321.0,5295649.0,live,1,
910,3,stable_canopy,549669.0,5298111.0,live,3,
832,3,stable_canopy,547295.0,5294433.0,live,3,
1030,4,stable_other,548651.0,5295429.0,live,4,
455,1,cand_change,546733.0,5292009.0,live,1,
551,1,cand_change,550237.0,5299123.0,live,1,
616,1,cand_change,546649.0,5295591.0,live,1,
360,1,cand_change,546749.0,5295227.0,live,1,
185,1,cand_change,546663.0,5294441.0,live,1,
371,1,cand_change,550019.0,5299311.0,live,1,
971,3,stable_canopy,548637.0,5292603.0,live,3,
380,1,cand_change,549557.0,5294839.0,live,1,
88,1,cand_change,546601.0,5295551.0,live,1,
151,1,cand_change,548473.0,5298699.0,live,1,
253,1,cand_change,548149.0,5296893.0,live,1,
1040,4,stable_other,548581.0,5292785.0,live,4,
1003,4,stable_other,547465.0,5294121.0,live,4,
1020,4,stable_other,548275.0,5294845.0,live,4,
80,1,cand_change,549597.0,5296961.0,live,1,
169,1,cand_change,546913.0,5293241.0,live,1,
626,1,cand_change,549181.0,5298603.0,live,1,
496,1,cand_change,548723.0,5295719.0,live,1,
324,1,cand_change,548313.0,5294293.0,live,1,
163,1,cand_change,547613.0,5294649.0,live,1,
952,3,stable_canopy,548695.0,5298303.0,live,3,
615,1,cand_change,547515.0,5293613.0,live,1,
629,1,cand_change,549019.0,5296157.0,live,1,
1229,4,stable_other,546943.0,5293707.0,live,4,
466,1,cand_change,546927.0,5295903.0,live,1,
157,1,cand_change,546887.0,5296341.0,live,1,
47,1,cand_change,547449.0,5295575.0,live,1,
821,3,stable_canopy,549069.0,5298457.0,live,3,
973,3,stable_canopy,549577.0,5298413.0,live,3,
440,1,cand_change,548281.0,5298153.0,live,1,
394,1,cand_change,548341.0,5294965.0,live,1,
878,3,stable_canopy,549595.0,5298251.0,live,3,
283,1,cand_change,548891.0,5298607.0,live,1,
370,1,cand_change,548139.0,5297603.0,live,1,
995,3,stable_canopy,548655.0,5296395.0,live,3,
753,2,srs_floor,548195.0,5292207.0,live,4,
1164,4,stable_other,549987.0,5293841.0,live,4,
200,1,cand_change,548049.0,5292901.0,live,1,
388,1,cand_change,549271.0,5295027.0,live,1,
189,1,cand_change,549159.0,5299067.0,live,1,
788,2,srs_floor,547585.0,5292991.0,live,1,
372,1,cand_change,548459.0,5297481.0,live,1,
1134,4,stable_other,549381.0,5295035.0,live,4,
951,3,stable_canopy,549013.0,5298027.0,live,3,
563,1,cand_change,547329.0,5295607.0,live,1,
1230,4,stable_other,546695.0,5291891.0,live,4,
220,1,cand_change,548271.0,5297011.0,live,1,
1309,3,stable_canopy,550459.0,5299963.0,blur,3,868
485,1,cand_change,548813.0,5298595.0,live,1,
369,1,cand_change,549631.0,5295371.0,live,1,
228,1,cand_change,547021.0,5291933.0,live,1,
62,1,cand_change,550111.0,5294597.0,live,1,
13,1,cand_change,546685.0,5294451.0,live,1,
335,1,cand_change,549511.0,5297961.0,live,1,
326,1,cand_change,549303.0,5297569.0,live,1,
30,1,cand_change,549821.0,5292301.0,live,1,
1257,2,srs_floor,547559.0,5295111.0,dup,4,813
675,1,cand_change,546671.0,5292493.0,live,1,
1236,4,stable_other,549619.0,5293657.0,live,4,
1269,4,stable_other,547357.0,5293781.0,dup,4,1226
28,1,cand_change,548355.0,5295751.0,live,1,
743,2,srs_floor,548699.0,5297493.0,live,4,
876,3,stable_canopy,549583.0,5298409.0,live,3,
540,1,cand_change,546793.0,5294755.0,live,1,
79,1,cand_change,550139.0,5298709.0,live,1,
552,1,cand_change,547811.0,5294127.0,live,1,
519,1,cand_change,547665.0,5295083.0,live,1,
26,1,cand_change,550295.0,5298935.0,live,1,
996,3,stable_canopy,547969.0,5292529.0,live,3,
110,1,cand_change,550161.0,5298965.0,live,1,
249,1,cand_change,549939.0,5299515.0,live,1,
982,3,stable_canopy,549203.0,5298315.0,live,3,
44,1,cand_change,549121.0,5295121.0,live,1,
924,3,stable_canopy,550433.0,5300057.0,live,3,
493,1,cand_change,549855.0,5300857.0,live,1,
570,1,cand_change,547701.0,5295365.0,live,1,
990,3,stable_canopy,549731.0,5294555.0,live,3,
601,1,cand_change,547845.0,5291897.0,live,1,
628,1,cand_change,550253.0,5299165.0,live,1,
260,1,cand_change,548443.0,5298331.0,live,1,
1098,4,stable_other,546335.0,5295029.0,live,4,
448,1,cand_change,547131.0,5293159.0,live,1,
182,1,cand_change,547615.0,5292683.0,live,1,
336,1,cand_change,548587.0,5297375.0,live,1,
1155,4,stable_other,549629.0,5297027.0,live,4,
1310,4,stable_other,548963.0,5296703.0,blur,4,1223
12,1,cand_change,549589.0,5296515.0,live,1,
3,1,cand_change,549983.0,5294973.0,live,1,
1266,4,stable_other,549725.0,5295349.0,dup,4,1192
765,2,srs_floor,548817.0,5295937.0,live,4,
1072,4,stable_other,548837.0,5296281.0,live,4,
322,1,cand_change,549647.0,5299173.0,live,1,
1070,4,stable_other,550083.0,5295241.0,live,4,
640,1,cand_change,547207.0,5296319.0,live,1,
248,1,cand_change,548571.0,5292209.0,live,1,
516,1,cand_change,550027.0,5294725.0,live,1,
806,2,srs_floor,547133.0,5297021.0,live,4,
241,1,cand_change,549533.0,5298845.0,live,1,
239,1,cand_change,547181.0,5294337.0,live,1,
595,1,cand_change,548439.0,5298377.0,live,1,
544,1,cand_change,549229.0,5298023.0,live,1,
153,1,cand_change,547233.0,5293007.0,live,1,
866,3,stable_canopy,548077.0,5298087.0,live,3,
1297,3,stable_canopy,548795.0,5298293.0,blur,3,917
1045,4,stable_other,547407.0,5296559.0,live,4,
949,3,stable_canopy,547969.0,5292573.0,live,3,
937,3,stable_canopy,546633.0,5292417.0,live,3,
257,1,cand_change,548159.0,5295421.0,live,1,
546,1,cand_change,546701.0,5294149.0,live,1,
1074,4,stable_other,547191.0,5291817.0,live,4,
14,1,cand_change,548333.0,5296033.0,live,1,
83,1,cand_change,547979.0,5293145.0,live,1,
142,1,cand_change,548239.0,5296985.0,live,1,
1068,4,stable_other,547893.0,5297863.0,live,4,
1048,4,stable_other,550395.0,5298529.0,live,4,
301,1,cand_change,548665.0,5296967.0,live,1,
836,3,stable_canopy,548107.0,5298289.0,live,3,
280,1,cand_change,548247.0,5292371.0,live,1,
390,1,cand_change,548175.0,5296917.0,live,1,
1167,4,stable_other,549723.0,5295739.0,live,4,
107,1,cand_change,545423.0,5295159.0,live,1,
783,2,srs_floor,548367.0,5294971.0,live,4,
993,3,stable_canopy,546691.0,5292549.0,live,3,
837,3,stable_canopy,549165.0,5298375.0,live,3,
223,1,cand_change,548679.0,5297147.0,live,1,
864,3,stable_canopy,548195.0,5292893.0,live,3,
734,2,srs_floor,548955.0,5298191.0,live,3,
1202,4,stable_other,548329.0,5295853.0,live,4,
847,3,stable_canopy,547213.0,5292629.0,live,3,
20,1,cand_change,549997.0,5300703.0,live,1,
915,3,stable_canopy,547393.0,5292911.0,live,3,
52,1,cand_change,547745.0,5295343.0,live,1,
265,1,cand_change,550005.0,5293967.0,live,1,
365,1,cand_change,547335.0,5292195.0,live,1,
507,1,cand_change,547569.0,5293073.0,live,1,
646,1,cand_change,549057.0,5292517.0,live,1,
318,1,cand_change,549207.0,5297123.0,live,1,
1105,4,stable_other,546709.0,5295149.0,live,4,
501,1,cand_change,547311.0,5293559.0,live,1,
583,1,cand_change,548013.0,5295065.0,live,1,
487,1,cand_change,548159.0,5295765.0,live,1,
713,2,srs_floor,548501.0,5297861.0,live,4,
35,1,cand_change,548049.0,5293217.0,live,1,
985,3,stable_canopy,549579.0,5298193.0,live,3,
697,1,cand_change,546839.0,5294297.0,live,1,
683,1,cand_change,547955.0,5296177.0,live,1,
745,2,srs_floor,550139.0,5298533.0,live,1,
515,1,cand_change,549419.0,5291975.0,live,1,
1019,4,stable_other,549151.0,5295521.0,live,4,
1131,4,stable_other,548393.0,5295263.0,live,4,
1290,4,stable_other,548359.0,5298605.0,blur,4,1113
997,3,stable_canopy,549863.0,5300135.0,live,3,
1144,4,stable_other,547007.0,5294777.0,live,4,
559,1,cand_change,548295.0,5295155.0,live,1,
1194,4,stable_other,547155.0,5295103.0,live,4,
647,1,cand_change,549445.0,5292439.0,live,1,
1092,4,stable_other,546609.0,5295089.0,live,4,
399,1,cand_change,547889.0,5292703.0,live,1,
71,1,cand_change,546373.0,5295263.0,live,1,
769,2,srs_floor,548383.0,5294479.0,live,4,
702,2,srs_floor,548005.0,5295751.0,live,4,
1268,1,cand_change,548177.0,5291873.0,dup,1,158
780,2,srs_floor,546847.0,5292497.0,live,1,
850,3,stable_canopy,548461.0,5294421.0,live,3,
660,1,cand_change,546859.0,5293697.0,live,1,
75,1,cand_change,550279.0,5294877.0,live,1,
843,3,stable_canopy,548539.0,5294395.0,live,3,
1055,4,stable_other,547149.0,5293189.0,live,4,
98,1,cand_change,549355.0,5292573.0,live,1,
2,1,cand_change,549093.0,5297737.0,live,1,
1300,4,stable_other,548329.0,5295853.0,blur,4,1202
