run_id,year,run_tag,step,label,seconds,bytes,mb_per_s,log_file
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A13 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A14 data,13.1,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A14 gpu (sync at epoch end),4.4,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A14 val,0.9,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A14 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A14 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A15 data,12.5,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A15 gpu (sync at epoch end),5.5,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A15 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A15 save,0.8,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A15 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A16 data,17.4,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A16 gpu (sync at epoch end),5.9,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A16 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A16 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A16 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A17 data,29.8,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A17 gpu (sync at epoch end),5.3,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A17 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A17 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A17 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A18 data,24.1,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A18 gpu (sync at epoch end),5.4,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A18 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A18 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A18 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A19 data,16.9,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A19 gpu (sync at epoch end),6.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A19 val,1.1,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A19 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A19 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A20 data,20.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A20 gpu (sync at epoch end),6.1,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A20 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A20 save,0.8,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch A20 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B1 data,1.4,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B1 gpu (sync at epoch end),124.8,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B1 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B1 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B1 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B2 data,26.2,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B2 gpu (sync at epoch end),7.9,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B2 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B2 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B2 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B3 data,14.2,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B3 gpu (sync at epoch end),8.3,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B3 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B3 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B3 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B4 data,28.8,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B4 gpu (sync at epoch end),8.7,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B4 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B4 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B4 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B5 data,18.7,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B5 gpu (sync at epoch end),10.5,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B5 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B5 save,0.8,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B5 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B6 data,27.2,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B6 gpu (sync at epoch end),11.3,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B6 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B6 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B6 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B7 data,14.2,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B7 gpu (sync at epoch end),11.7,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B7 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B7 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B7 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B8 data,16.6,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B8 gpu (sync at epoch end),10.5,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B8 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B8 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B8 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B9 data,20.8,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B9 gpu (sync at epoch end),7.8,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B9 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B9 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B9 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B10 data,14.1,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B10 gpu (sync at epoch end),11.4,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B10 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B10 save,0.8,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B10 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B11 data,19.8,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B11 gpu (sync at epoch end),7.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B11 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B11 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B11 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B12 data,25.6,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B12 gpu (sync at epoch end),9.1,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B12 val,0.9,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B12 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B12 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B13 data,29.5,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B13 gpu (sync at epoch end),9.1,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B13 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B13 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B13 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B14 data,26.9,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B14 gpu (sync at epoch end),8.5,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B14 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B14 save,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B14 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B15 data,23.6,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B15 gpu (sync at epoch end),14.2,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B15 val,1.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B15 save,0.8,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T074954Z_2017_heal_2017_train,2017,heal_2017,train,epoch B15 other,0.0,,,phase4_semantic_finetune_train_2017_2026-09-08T08-26.log
20260908T082855Z_2017_heal_2017_evaluate,2017,heal_2017,evaluate,eval tiles local,5.9,,,phase4_semantic_finetune_evaluate_2017_2026-09-08T08-31.log
20260908T082855Z_2017_heal_2017_evaluate,2017,heal_2017,evaluate,eval model load,2.5,,,phase4_semantic_finetune_evaluate_2017_2026-09-08T08-31.log
20260908T082855Z_2017_heal_2017_evaluate,2017,heal_2017,evaluate,eval forward,5.0,,,phase4_semantic_finetune_evaluate_2017_2026-09-08T08-31.log
20260908T082855Z_2017_heal_2017_evaluate,2017,heal_2017,evaluate,eval metrics,27.5,,,phase4_semantic_finetune_evaluate_2017_2026-09-08T08-31.log
20260908T082855Z_2017_heal_2017_evaluate,2017,heal_2017,evaluate,copy semantic_eval_report_superseded.csv,0.0,25406,,phase4_semantic_finetune_evaluate_2017_2026-09-08T08-31.log
20260908T082855Z_2017_heal_2017_evaluate,2017,heal_2017,evaluate,copy semantic_eval_report.csv,0.0,,,phase4_semantic_finetune_evaluate_2017_2026-09-08T08-31.log
20260908T082855Z_2017_heal_2017_evaluate,2017,heal_2017,evaluate,eval report,98.9,,,phase4_semantic_finetune_evaluate_2017_2026-09-08T08-31.log
20260908T135549Z_2017_heal_2017_inference,2017,heal_2017,inference,stage 2017_coe_rgb.tif,623.5,48377405327,77.59,phase4_semantic_finetune_inference_2017_2026-09-08T15-08.log
20260908T135549Z_2017_heal_2017_inference,2017,heal_2017,inference,inference,3508.2,,,phase4_semantic_finetune_inference_2017_2026-09-08T15-08.log
20260908T135549Z_2017_heal_2017_inference,2017,heal_2017,inference,copy edmonds_canopy_prob_2017_heal_2017.tif,5.4,2276350861,421.55,phase4_semantic_finetune_inference_2017_2026-09-08T15-08.log
20260908T150904Z_2017_heal_2017_postproc,2017,heal_2017,postproc,polygonize,1873.8,,,phase4_semantic_finetune_postproc_2017_2026-09-08T16-16.log
20260908T150904Z_2017_heal_2017_postproc,2017,heal_2017,postproc,copy edmonds_canopy_mask_2017_heal_2017.tif,0.6,271467871,452.45,phase4_semantic_finetune_postproc_2017_2026-09-08T16-16.log
20260908T150904Z_2017_heal_2017_postproc,2017,heal_2017,postproc,copy edmonds_canopy_mask_2017_heal_2017.gpkg,0.1,28807168,288.07,phase4_semantic_finetune_postproc_2017_2026-09-08T16-16.log
20260908T150904Z_2017_heal_2017_postproc,2017,heal_2017,postproc,postproc,4045.1,,,phase4_semantic_finetune_postproc_2017_2026-09-08T16-16.log
20260908T153847Z_2020_heal_2020_tile,2020,heal_2020,tile,discover sites 2020,792.7,,,phase4_semantic_finetune_tile_2020_2026-09-08T16-37.log
20260908T153847Z_2020_heal_2020_tile,2020,heal_2020,tile,stage 2020_coe_rgb.tif,1198.6,27147166704,22.65,phase4_semantic_finetune_tile_2020_2026-09-08T16-37.log
20260908T153847Z_2020_heal_2020_tile,2020,heal_2020,tile,stage edmonds_canopy_mask_2020.tif,7.7,287816390,37.38,phase4_semantic_finetune_tile_2020_2026-09-08T16-37.log
20260908T162149Z_2023_heal_2023_tile,2023,heal_2023,tile,discover sites 2023,296.7,,,phase4_semantic_finetune_tile_2023_2026-09-08T16-49.log
20260908T162149Z_2023_heal_2023_tile,2023,heal_2023,tile,stage 2023_king_rgb.tif,201.1,11191231117,55.65,phase4_semantic_finetune_tile_2023_2026-09-08T16-49.log
20260908T162149Z_2023_heal_2023_tile,2023,heal_2023,tile,stage edmonds_canopy_mask_2020.tif,4.1,287816390,70.20,phase4_semantic_finetune_tile_2023_2026-09-08T16-49.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,stage tiles 2020,589.2,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,copy sem_best_2020_heal_2020.pt,0.7,371431595,530.62,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A1 data,12.5,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A1 gpu (sync at epoch end),55.7,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A1 val,48.9,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A1 save,30.1,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A1 other,0.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,copy sem_best_2020_heal_2020.pt,0.9,371431595,412.70,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A2 data,43.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A2 gpu (sync at epoch end),5.9,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A2 val,0.9,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A2 save,45.4,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A2 other,0.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,copy sem_best_2020_heal_2020.pt,0.7,371431595,530.62,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A3 data,32.6,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A3 gpu (sync at epoch end),6.1,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A3 val,0.9,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A3 save,7.5,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A3 other,0.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A4 data,21.4,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A4 gpu (sync at epoch end),5.8,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A4 val,0.8,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A4 save,0.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A4 other,0.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A5 data,9.6,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A5 gpu (sync at epoch end),5.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A5 val,0.9,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A5 save,0.5,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A5 other,0.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A6 data,43.8,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A6 gpu (sync at epoch end),5.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A6 val,0.9,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A6 save,0.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A6 other,0.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A7 data,20.7,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A7 gpu (sync at epoch end),5.3,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A7 val,0.9,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A7 save,0.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A7 other,0.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A8 data,35.2,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A8 gpu (sync at epoch end),5.5,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A8 val,0.8,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A8 save,0.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A8 other,0.0,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A9 data,35.9,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
20260908T163743Z_2020_heal_2020_train,2020,heal_2020,train,epoch A9 gpu (sync at epoch end),5.6,,,phase4_semantic_finetune_train_2020_2026-09-08T17-15.log
