run_id,year,run_tag,step,label,seconds,bytes,mb_per_s,log_file
,2009,nodec_s2024,inference,stage 2009_king_rgb.tif,164.5,3000263130,18.24,phase4_semantic_finetune_inference_2009_2026-08-29T16-04.log
,2006s,sectors_v1,tile,stage 2006_snoh_1m_rgb.tif,1.4,218544136,156.10,phase4_semantic_finetune_tile_2006s_2026-08-25T05-48.log
,2006s,sectors_v1,tile,stage edmonds_canopy_mask_2020.tif,3.3,287816390,87.22,phase4_semantic_finetune_tile_2006s_2026-08-25T05-48.log
,2011s,t1_2011s_base_s3,train,stage tiles 2011s,246.1,,,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_best_2011s_t1_2011s_base_s3.pt,1.8,1113211481,618.45,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_best_2011s_t1_2011s_base_s3.pt,1.8,1113211481,618.45,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_best_2011s_t1_2011s_base_s3.pt,1.9,1113211481,585.90,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_best_2011s_t1_2011s_base_s3.pt,1.8,1113211481,618.45,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_latest_2011s_t1_2011s_base_s3.pt,1.8,1113214609,618.45,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_best_2011s_t1_2011s_base_s3.pt,1.7,1113211481,654.83,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_best_2011s_t1_2011s_base_s3.pt,1.7,1113211481,654.83,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_latest_2011s_t1_2011s_base_s3.pt,1.8,1113214609,618.45,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_best_2011s_t1_2011s_base_s3.pt,1.9,1113211481,585.90,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_best_2011s_t1_2011s_base_s3.pt,1.5,1113211481,742.14,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_latest_2011s_t1_2011s_base_s3.pt,1.7,1113214609,654.83,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_best_2011s_t1_2011s_base_s3.pt,1.6,1113211481,695.76,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_best_2011s_t1_2011s_base_s3.pt,1.6,1113211481,695.76,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_latest_2011s_t1_2011s_base_s3.pt,1.6,1113214609,695.76,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_best_2011s_t1_2011s_base_s3.pt,2.3,1113211481,484.00,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_latest_2011s_t1_2011s_base_s3.pt,2.7,1113214609,412.30,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_latest_2011s_t1_2011s_base_s3.pt,2.3,1113214609,484.01,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_best_2011s_t1_2011s_base_s3.pt,2.4,1113211481,463.84,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_base_s3,train,copy sem_latest_2011s_t1_2011s_base_s3.pt,2.4,1113214609,463.84,phase4_semantic_finetune_train_2011s_2026-09-02T12-38.log
,2011s,t1_2011s_add16,train,stage tiles 2011s,81.5,,,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_best_2011s_t1_2011s_add16.pt,1.9,772910435,406.79,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_best_2011s_t1_2011s_add16.pt,1.8,772910435,429.39,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_best_2011s_t1_2011s_add16.pt,1.7,772910435,454.65,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_best_2011s_t1_2011s_add16.pt,1.8,772910435,429.39,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_best_2011s_t1_2011s_add16.pt,1.6,772910435,483.07,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_latest_2011s_t1_2011s_add16.pt,1.7,772911819,454.65,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_best_2011s_t1_2011s_add16.pt,1.8,772910435,429.39,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_best_2011s_t1_2011s_add16.pt,1.7,772910435,454.65,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_best_2011s_t1_2011s_add16.pt,1.6,772910435,483.07,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_latest_2011s_t1_2011s_add16.pt,1.8,772911819,429.40,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_best_2011s_t1_2011s_add16.pt,1.6,772910435,483.07,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_best_2011s_t1_2011s_add16.pt,1.7,772910435,454.65,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_latest_2011s_t1_2011s_add16.pt,1.6,772911819,483.07,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_best_2011s_t1_2011s_add16.pt,1.6,772910435,483.07,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_best_2011s_t1_2011s_add16.pt,1.9,772910435,406.79,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_add16,train,copy sem_latest_2011s_t1_2011s_add16.pt,1.5,772911819,515.27,phase4_semantic_finetune_train_2011s_2026-09-02T13-32.log
,2011s,t1_2011s_in16,train,stage tiles 2011s,251.4,,,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,1.6,1113243877,695.78,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,1.7,1113243877,654.85,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,1.7,1113243877,654.85,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,1.8,1113243877,618.47,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,1.8,1113243877,618.47,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_latest_2011s_t1_2011s_in16.pt,2.6,1113247069,428.17,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,1.8,1113243877,618.47,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,3.8,1113243877,292.96,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,1.7,1113243877,654.85,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_latest_2011s_t1_2011s_in16.pt,1.6,1113247069,695.78,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,1.9,1113243877,585.92,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,2.5,1113243877,445.30,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_latest_2011s_t1_2011s_in16.pt,1.8,1113247069,618.47,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,1.7,1113243877,654.85,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,1.9,1113243877,585.92,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_latest_2011s_t1_2011s_in16.pt,1.6,1113247069,695.78,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,2.3,1113243877,484.02,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_latest_2011s_t1_2011s_in16.pt,2.4,1113247069,463.85,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,2.8,1113243877,397.59,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_latest_2011s_t1_2011s_in16.pt,2.3,1113247069,484.02,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,2.2,1113243877,506.02,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_best_2011s_t1_2011s_in16.pt,2.4,1113243877,463.85,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2011s,t1_2011s_in16,train,copy sem_latest_2011s_t1_2011s_in16.pt,2.5,1113247069,445.30,phase4_semantic_finetune_train_2011s_2026-09-02T14-59.log
,2016,t1_2016_base,train,stage tiles 2016,480.3,,,phase4_semantic_finetune_train_2016_2026-09-02T15-19.log
,2016,t1_2016_base,train,copy sem_best_2016_t1_2016_base.pt,1.8,772907559,429.39,phase4_semantic_finetune_train_2016_2026-09-02T15-19.log
,2016,t1_2016_base,train,copy sem_best_2016_t1_2016_base.pt,1.9,772907559,406.79,phase4_semantic_finetune_train_2016_2026-09-02T15-19.log
,2016,t1_2016_base,train,copy sem_best_2016_t1_2016_base.pt,1.8,772907559,429.39,phase4_semantic_finetune_train_2016_2026-09-02T15-19.log
,2016,t1_2016_base,train,copy sem_best_2016_t1_2016_base.pt,1.6,772907559,483.07,phase4_semantic_finetune_train_2016_2026-09-02T15-19.log
,2016,t1_2016_base,train,copy sem_latest_2016_t1_2016_base.pt,1.9,772908879,406.79,phase4_semantic_finetune_train_2016_2026-09-02T15-19.log
,2016,t1_2016_base,train,copy sem_best_2016_t1_2016_base.pt,1.8,772907559,429.39,phase4_semantic_finetune_train_2016_2026-09-02T15-19.log
,2016,t1_2016_base,train,copy sem_best_2016_t1_2016_base.pt,1.7,772907559,454.65,phase4_semantic_finetune_train_2016_2026-09-02T15-19.log
,2016,t1_2016_base,train,copy sem_best_2016_t1_2016_base.pt,1.8,772907559,429.39,phase4_semantic_finetune_train_2016_2026-09-02T15-19.log
,2016,t1_2016_base,train,copy sem_best_2016_t1_2016_base.pt,1.6,772907559,483.07,phase4_semantic_finetune_train_2016_2026-09-02T15-19.log
,2016,t1_2016_base,train,copy sem_latest_2016_t1_2016_base.pt,1.7,772908879,454.65,phase4_semantic_finetune_train_2016_2026-09-02T15-19.log
,2020,t1_2020_add16,train,stage tiles 2020,241.3,,,phase4_semantic_finetune_train_2020_2026-09-02T16-52.log
,2020,t1_2020_add16,train,copy sem_best_2020_t1_2020_add16.pt,1.8,772908667,429.39,phase4_semantic_finetune_train_2020_2026-09-02T16-52.log
,2020,t1_2020_add16,train,copy sem_best_2020_t1_2020_add16.pt,1.6,772908667,483.07,phase4_semantic_finetune_train_2020_2026-09-02T16-52.log
,2020,t1_2020_add16,train,copy sem_best_2020_t1_2020_add16.pt,1.6,772908667,483.07,phase4_semantic_finetune_train_2020_2026-09-02T16-52.log
,2020,t1_2020_add16,train,copy sem_latest_2020_t1_2020_add16.pt,1.8,772909923,429.39,phase4_semantic_finetune_train_2020_2026-09-02T16-52.log
,2020,t1_2020_add16,train,copy sem_best_2020_t1_2020_add16.pt,1.8,772908667,429.39,phase4_semantic_finetune_train_2020_2026-09-02T16-52.log
,2020,t1_2020_add16,train,copy sem_best_2020_t1_2020_add16.pt,1.7,772908667,454.65,phase4_semantic_finetune_train_2020_2026-09-02T16-52.log
,2020,t1_2020_add16,train,copy sem_best_2020_t1_2020_add16.pt,1.8,772908667,429.39,phase4_semantic_finetune_train_2020_2026-09-02T16-52.log
,2020,t1_2020_add16,train,copy sem_latest_2020_t1_2020_add16.pt,1.6,772909923,483.07,phase4_semantic_finetune_train_2020_2026-09-02T16-52.log
,2020,t1_2020_add16,train,copy sem_best_2020_t1_2020_add16.pt,1.6,772908667,483.07,phase4_semantic_finetune_train_2020_2026-09-02T16-52.log
,2020,t1_2020_add16,train,copy sem_best_2020_t1_2020_add16.pt,1.7,772908667,454.65,phase4_semantic_finetune_train_2020_2026-09-02T16-52.log
,2020,t1_2020_add16,train,copy sem_best_2020_t1_2020_add16.pt,1.6,772908667,483.07,phase4_semantic_finetune_train_2020_2026-09-02T16-52.log
,2020,t1_2020_add16,train,copy sem_latest_2020_t1_2020_add16.pt,1.6,772909923,483.07,phase4_semantic_finetune_train_2020_2026-09-02T16-52.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,1.7,1113218081,654.83,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,1.9,1113218081,585.90,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,23.6,1113218081,47.17,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,2.8,1113218081,397.58,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_latest_2021s_noise_r2.pt,1.6,1113221593,695.76,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,5.7,1113218081,195.30,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,10.3,1113218081,108.08,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,95.4,1113218081,11.67,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_latest_2021s_noise_r2.pt,4.0,1113221593,278.31,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,71.9,1113218081,15.48,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,4.8,1113218081,231.92,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_latest_2021s_noise_r2.pt,28.8,1113221593,38.65,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_latest_2021s_noise_r2.pt,3.2,1113221593,347.88,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_latest_2021s_noise_r2.pt,115.6,1113221593,9.63,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,4.5,1113218081,247.38,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,4.0,1113218081,278.30,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_latest_2021s_noise_r2.pt,3.3,1113221593,337.34,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,41.8,1113218081,26.63,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,69.2,1113218081,16.09,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_latest_2021s_noise_r2.pt,4.3,1113221593,258.89,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,7.0,1113218081,159.03,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_latest_2021s_noise_r2.pt,15.2,1113221593,73.24,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
,2021s,noise_r2,train,copy sem_best_2021s_noise_r2.pt,59.6,1113218081,18.68,phase4_semantic_finetune_train_2021s_2026-08-26T17-22.log
20260822T160331Z_2019_citywide_rgb_tile,2019,citywide_rgb,tile,stage 2019_king_rgb.tif,142.5,11654003682,81.78,phase4_semantic_finetune_tile_2019_2026-08-22T16-18.log
20260822T160331Z_2019_citywide_rgb_tile,2019,citywide_rgb,tile,stage edmonds_canopy_mask_2020.tif,4.2,287816390,68.53,phase4_semantic_finetune_tile_2019_2026-08-22T16-18.log
20260822T160331Z_2019_citywide_rgb_tile,2019,citywide_rgb,tile,stage lidar_snoh_chm.tif,1.7,75698441,44.53,phase4_semantic_finetune_tile_2019_2026-08-22T16-18.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,stage tiles 2019,322.3,,,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,2.4,1113223253,463.84,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,2.0,1113223253,556.61,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,3.8,1113223253,292.95,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_latest_2019_citywide_rgb.pt,33.3,1113226765,33.43,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,2.3,1113223253,484.01,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,15.9,1113223253,70.01,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,1.9,1113223253,585.91,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_latest_2019_citywide_rgb.pt,5.9,1113226765,188.68,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,31.9,1113223253,34.90,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,2.0,1113223253,556.61,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_latest_2019_citywide_rgb.pt,2.4,1113226765,463.84,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,19.2,1113223253,57.98,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,3.4,1113223253,327.42,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_latest_2019_citywide_rgb.pt,2.0,1113226765,556.61,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,3.1,1113223253,359.10,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,3.9,1113223253,285.44,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_latest_2019_citywide_rgb.pt,2.9,1113226765,383.87,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,28.0,1113223253,39.76,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,3.2,1113223253,347.88,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_latest_2019_citywide_rgb.pt,29.6,1113226765,37.61,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_latest_2019_citywide_rgb.pt,3.0,1113226765,371.08,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,2.9,1113223253,383.87,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_latest_2019_citywide_rgb.pt,6.5,1113226765,171.27,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_latest_2019_citywide_rgb.pt,2.9,1113226765,383.87,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_best_2019_citywide_rgb.pt,23.6,1113223253,47.17,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T161804Z_2019_citywide_rgb_train,2019,citywide_rgb,train,copy sem_latest_2019_citywide_rgb.pt,7.4,1113226765,150.44,phase4_semantic_finetune_train_2019_2026-08-22T16-49.log
20260822T175645Z_2022_citywide_rgb_tile,2022,citywide_rgb,tile,stage 2022_coe_rgb.tif,647.7,25232875267,38.96,phase4_semantic_finetune_tile_2022_2026-08-22T18-15.log
20260822T175645Z_2022_citywide_rgb_tile,2022,citywide_rgb,tile,stage edmonds_canopy_mask_2020.tif,7.1,287816390,40.54,phase4_semantic_finetune_tile_2022_2026-08-22T18-15.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,stage tiles 2022,535.3,,,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_best_2022_citywide_rgb.pt,2.2,1113223061,506.01,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_best_2022_citywide_rgb.pt,1.8,1113223061,618.46,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_best_2022_citywide_rgb.pt,16.7,1113223061,66.66,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_latest_2022_citywide_rgb.pt,6.2,1113226765,179.55,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_best_2022_citywide_rgb.pt,7.7,1113223061,144.57,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_best_2022_citywide_rgb.pt,16.4,1113223061,67.88,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_best_2022_citywide_rgb.pt,15.4,1113223061,72.29,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_latest_2022_citywide_rgb.pt,4.3,1113226765,258.89,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_best_2022_citywide_rgb.pt,2.1,1113223061,530.11,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_latest_2022_citywide_rgb.pt,16.2,1113226765,68.72,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_best_2022_citywide_rgb.pt,1.8,1113223061,618.46,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_best_2022_citywide_rgb.pt,11.6,1113223061,95.97,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_latest_2022_citywide_rgb.pt,5.3,1113226765,210.04,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_latest_2022_citywide_rgb.pt,2.7,1113226765,412.31,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_latest_2022_citywide_rgb.pt,5.4,1113226765,206.15,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_best_2022_citywide_rgb.pt,24.5,1113223061,45.44,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
