unit_id,blind_order,is_control,stratum_id,stratum_name,tier,gap_left_yr,gap_right_yr,gap_years,gap_bucket,size_class,bracket_years,epoch_prev,epoch_filled,epoch_next,x,y,epsg,row,col,n_cells,area_m2,equiv_diam_m,control_flank,adjudicable,adjudicator,adjudicator_dyear,adjudicate,present_in_filled_epoch,notes
C2021_03118_00791,85,1,72,BLIND|3|14+,BLIND,2,3,3,3,14+,5,2019,2021,2024,546671.0,5294681.0,26910,3118,791,53,212.0,16.43,next,0,,,0,,
C2016_04065_02114,86,1,69,BLIND|3|6-8,BLIND,1,3,3,3,6-8,4,2015,2016,2019,549317.0,5292787.0,26910,4065,2114,8,32.0,6.38,next,1,lidar_chm2_2016_50cm,0,1,,
C2016_03258_02082,87,1,69,BLIND|3|6-8,BLIND,1,3,3,3,6-8,4,2015,2016,2019,549253.0,5294401.0,26910,3258,2082,11,44.0,7.48,prev,1,lidar_chm2_2016_50cm,0,1,,
F2019_04556_01023,88,0,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,547135.0,5291805.0,26910,4556,1023,12,48.0,7.82,,0,,,0,,
F2019_00758_02268,89,0,71,BLIND|3|10-14,BLIND,3,2,3,3,10-14,5,2016,2019,2021,549625.0,5299401.0,26910,758,2268,22,88.0,10.59,,0,,,0,,
C2015_01040_01953,90,1,6,HEAL|1-2|6-8,HEAL,2,1,2,1-2,6-8,3,2013,2015,2016,548995.0,5298837.0,26910,1040,1953,12,48.0,7.82,next,1,lidar_chm2_2016_50cm,-1,0,,
F2015_03612_01267,91,0,6,HEAL|1-2|6-8,HEAL,2,1,2,1-2,6-8,3,2013,2015,2016,547623.0,5293693.0,26910,3612,1267,11,44.0,7.48,,1,lidar_chm2_2016_50cm,-1,0,,
F2015_03713_01173,92,0,6,HEAL|1-2|6-8,HEAL,2,1,2,1-2,6-8,3,2013,2015,2016,547435.0,5293491.0,26910,3713,1173,8,32.0,6.38,,1,lidar_chm2_2016_50cm,-1,0,,
C2021_04381_02431,93,1,69,BLIND|3|6-8,BLIND,2,3,3,3,6-8,5,2019,2021,2024,549951.0,5292155.0,26910,4381,2431,12,48.0,7.82,next,0,,,0,,
F2016_04489_00887,94,0,69,BLIND|3|6-8,BLIND,1,3,3,3,6-8,4,2015,2016,2019,546863.0,5291939.0,26910,4489,887,8,32.0,6.38,,1,lidar_chm2_2016_50cm,0,1,,
C2019_03301_02247,95,1,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,549583.0,5294315.0,26910,3301,2247,8,32.0,6.38,next,0,,,0,,
F2011s_03328_00712,96,0,8,HEAL|1-2|10-14,HEAL,2,2,2,1-2,10-14,4,2009,2011s,2013,546513.0,5294261.0,26910,3328,712,28,112.0,11.94,,0,,,0,,
F2019_04405_01896,97,0,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,548881.0,5292107.0,26910,4405,1896,8,32.0,6.38,,0,,,0,,
C2019_02751_00717,98,1,70,BLIND|3|8-10,BLIND,3,2,3,3,8-10,5,2016,2019,2021,546523.0,5295415.0,26910,2751,717,13,52.0,8.14,prev,0,,,0,,
C2013_04276_00970,99,1,9,HEAL|1-2|14+,HEAL,2,2,2,1-2,14+,4,2011s,2013,2015,547029.0,5292365.0,26910,4276,970,63,252.0,17.91,next,0,,,0,,
C2013_03104_01324,100,1,6,HEAL|1-2|6-8,HEAL,2,2,2,1-2,6-8,4,2011s,2013,2015,547737.0,5294709.0,26910,3104,1324,9,36.0,6.77,prev,0,,,0,,
C2019_01489_01565,101,1,71,BLIND|3|10-14,BLIND,3,2,3,3,10-14,5,2016,2019,2021,548219.0,5297939.0,26910,1489,1565,30,120.0,12.36,next,0,,,0,,
F2019_04209_01024,102,0,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,547137.0,5292499.0,26910,4209,1024,8,32.0,6.38,,0,,,0,,
C2019_01742_01227,103,1,70,BLIND|3|8-10,BLIND,3,2,3,3,8-10,5,2016,2019,2021,547543.0,5297433.0,26910,1742,1227,14,56.0,8.44,prev,0,,,0,,
C2013_02947_00307,104,1,9,HEAL|1-2|14+,HEAL,2,2,2,1-2,14+,4,2011s,2013,2015,545703.0,5295023.0,26910,2947,307,49,196.0,15.8,next,0,,,0,,
C2015_00440_02617,105,1,6,HEAL|1-2|6-8,HEAL,2,1,2,1-2,6-8,3,2013,2015,2016,550323.0,5300037.0,26910,440,2617,11,44.0,7.48,next,1,lidar_chm2_2016_50cm,-1,1,,
F2011s_02294_01525,106,0,5,HEAL|1-2|5-6,HEAL,2,2,2,1-2,5-6,4,2009,2011s,2013,548139.0,5296329.0,26910,2294,1525,7,28.0,5.97,,0,,,0,,
C2019_00202_02590,107,1,68,BLIND|3|5-6,BLIND,3,2,3,3,5-6,5,2016,2019,2021,550269.0,5300513.0,26910,202,2590,7,28.0,5.97,next,0,,,0,,
F2019_03911_01363,108,0,68,BLIND|3|5-6,BLIND,3,2,3,3,5-6,5,2016,2019,2021,547815.0,5293095.0,26910,3911,1363,7,28.0,5.97,,0,,,0,,
F2019_04449_01719,109,0,71,BLIND|3|10-14,BLIND,3,2,3,3,10-14,5,2016,2019,2021,548527.0,5292019.0,26910,4449,1719,20,80.0,10.09,,0,,,0,,
F2019_00335_02570,110,0,71,BLIND|3|10-14,BLIND,3,2,3,3,10-14,5,2016,2019,2021,550229.0,5300247.0,26910,335,2570,38,152.0,13.91,,0,,,0,,
C2013_02305_01486,111,1,6,HEAL|1-2|6-8,HEAL,2,2,2,1-2,6-8,4,2011s,2013,2015,548061.0,5296307.0,26910,2305,1486,9,36.0,6.77,prev,0,,,0,,
C2011s_04517_01044,112,1,6,HEAL|1-2|6-8,HEAL,2,2,2,1-2,6-8,4,2009,2011s,2013,547177.0,5291883.0,26910,4517,1044,8,32.0,6.38,next,0,,,0,,
F2016_03501_00769,113,0,71,BLIND|3|10-14,BLIND,1,3,3,3,10-14,4,2015,2016,2019,546627.0,5293915.0,26910,3501,769,21,84.0,10.34,,1,lidar_chm2_2016_50cm,0,0,,
C2021_04508_01638,114,1,71,BLIND|3|10-14,BLIND,2,3,3,3,10-14,5,2019,2021,2024,548365.0,5291901.0,26910,4508,1638,22,88.0,10.59,prev,0,,,0,,
C2013_01922_01690,115,1,7,HEAL|1-2|8-10,HEAL,2,2,2,1-2,8-10,4,2011s,2013,2015,548469.0,5297073.0,26910,1922,1690,15,60.0,8.74,prev,0,,,0,,
F2021_03491_01103,116,0,69,BLIND|3|6-8,BLIND,2,3,3,3,6-8,5,2019,2021,2024,547295.0,5293935.0,26910,3491,1103,10,40.0,7.14,,0,,,0,,
C2021_02884_02334,117,1,70,BLIND|3|8-10,BLIND,2,3,3,3,8-10,5,2019,2021,2024,549757.0,5295149.0,26910,2884,2334,14,56.0,8.44,next,0,,,0,,
C2016_00870_02646,118,1,70,BLIND|3|8-10,BLIND,1,3,3,3,8-10,4,2015,2016,2019,550381.0,5299177.0,26910,870,2646,19,76.0,9.84,next,1,lidar_chm2_2016_50cm,0,0,,
C2016_02568_01061,119,1,71,BLIND|3|10-14,BLIND,1,3,3,3,10-14,4,2015,2016,2019,547211.0,5295781.0,26910,2568,1061,26,104.0,11.51,next,1,lidar_chm2_2016_50cm,0,1,,
F2021_02139_01399,120,0,70,BLIND|3|8-10,BLIND,2,3,3,3,8-10,5,2019,2021,2024,547887.0,5296639.0,26910,2139,1399,18,72.0,9.57,,0,,,0,,
C2021_02031_02198,121,1,70,BLIND|3|8-10,BLIND,2,3,3,3,8-10,5,2019,2021,2024,549485.0,5296855.0,26910,2031,2198,13,52.0,8.14,next,0,,,0,,
F2016_00331_02640,122,0,70,BLIND|3|8-10,BLIND,1,3,3,3,8-10,4,2015,2016,2019,550369.0,5300255.0,26910,331,2640,13,52.0,8.14,,1,lidar_chm2_2016_50cm,0,1,,
F2019_02840_02140,123,0,70,BLIND|3|8-10,BLIND,3,2,3,3,8-10,5,2016,2019,2021,549369.0,5295237.0,26910,2840,2140,15,60.0,8.74,,0,,,0,,
C2019_02784_00724,124,1,71,BLIND|3|10-14,BLIND,3,2,3,3,10-14,5,2016,2019,2021,546537.0,5295349.0,26910,2784,724,29,116.0,12.15,prev,0,,,0,,
C2016_02660_00724,125,1,70,BLIND|3|8-10,BLIND,1,3,3,3,8-10,4,2015,2016,2019,546537.0,5295597.0,26910,2660,724,13,52.0,8.14,next,1,lidar_chm2_2016_50cm,0,1,,
C2019_04437_00928,126,1,68,BLIND|3|5-6,BLIND,3,2,3,3,5-6,5,2016,2019,2021,546945.0,5292043.0,26910,4437,928,7,28.0,5.97,next,0,,,0,,
F2016_01853_01455,127,0,69,BLIND|3|6-8,BLIND,1,3,3,3,6-8,4,2015,2016,2019,547999.0,5297211.0,26910,1853,1455,9,36.0,6.77,,1,lidar_chm2_2016_50cm,0,1,,
F2019_03001_00478,128,0,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,546045.0,5294915.0,26910,3001,478,12,48.0,7.82,,0,,,0,,
C2013_04277_01263,129,1,7,HEAL|1-2|8-10,HEAL,2,2,2,1-2,8-10,4,2011s,2013,2015,547615.0,5292363.0,26910,4277,1263,16,64.0,9.03,prev,0,,,0,,
C2011s_03459_00857,130,1,7,HEAL|1-2|8-10,HEAL,2,2,2,1-2,8-10,4,2009,2011s,2013,546803.0,5293999.0,26910,3459,857,16,64.0,9.03,prev,0,,,0,,
F2019_04396_01596,131,0,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,548281.0,5292125.0,26910,4396,1596,10,40.0,7.14,,0,,,0,,
F2016_00559_02319,132,0,70,BLIND|3|8-10,BLIND,1,3,3,3,8-10,4,2015,2016,2019,549727.0,5299799.0,26910,559,2319,19,76.0,9.84,,1,lidar_chm2_2016_50cm,0,1,,
F2019_04005_01431,133,0,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,547951.0,5292907.0,26910,4005,1431,9,36.0,6.77,,0,,,0,,
C2016_00289_02605,134,1,70,BLIND|3|8-10,BLIND,1,3,3,3,8-10,4,2015,2016,2019,550299.0,5300339.0,26910,289,2605,18,72.0,9.57,next,1,lidar_chm2_2016_50cm,0,0,,
C2011s_03694_02232,135,1,9,HEAL|1-2|14+,HEAL,2,2,2,1-2,14+,4,2009,2011s,2013,549553.0,5293529.0,26910,3694,2232,39,156.0,14.09,prev,0,,,0,,
F2019_03852_01431,136,0,70,BLIND|3|8-10,BLIND,3,2,3,3,8-10,5,2016,2019,2021,547951.0,5293213.0,26910,3852,1431,18,72.0,9.57,,0,,,0,,
F2016_03221_01549,137,0,68,BLIND|3|5-6,BLIND,1,3,3,3,5-6,4,2015,2016,2019,548187.0,5294475.0,26910,3221,1549,7,28.0,5.97,,1,lidar_chm2_2016_50cm,0,0,,
F2019_02073_01791,138,0,70,BLIND|3|8-10,BLIND,3,2,3,3,8-10,5,2016,2019,2021,548671.0,5296771.0,26910,2073,1791,17,68.0,9.3,,0,,,0,,
F2019_01818_02052,139,0,71,BLIND|3|10-14,BLIND,3,2,3,3,10-14,5,2016,2019,2021,549193.0,5297281.0,26910,1818,2052,33,132.0,12.96,,0,,,0,,
F2019_01907_01721,140,0,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,548531.0,5297103.0,26910,1907,1721,12,48.0,7.82,,0,,,0,,
C2016_00914_02295,141,1,68,BLIND|3|5-6,BLIND,1,3,3,3,5-6,4,2015,2016,2019,549679.0,5299089.0,26910,914,2295,7,28.0,5.97,next,1,lidar_chm2_2016_50cm,0,1,,
F2015_02223_01190,142,0,7,HEAL|1-2|8-10,HEAL,2,1,2,1-2,8-10,3,2013,2015,2016,547469.0,5296471.0,26910,2223,1190,19,76.0,9.84,,1,lidar_chm2_2016_50cm,-1,1,,
C2011s_03484_01090,143,1,6,HEAL|1-2|6-8,HEAL,2,2,2,1-2,6-8,4,2009,2011s,2013,547269.0,5293949.0,26910,3484,1090,9,36.0,6.77,next,0,,,0,,
F2019_03682_01018,144,0,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,547125.0,5293553.0,26910,3682,1018,12,48.0,7.82,,0,,,0,,
C2021_02763_00987,145,1,68,BLIND|3|5-6,BLIND,2,3,3,3,5-6,5,2019,2021,2024,547063.0,5295391.0,26910,2763,987,7,28.0,5.97,next,0,,,0,,
C2013_03541_01441,146,1,7,HEAL|1-2|8-10,HEAL,2,2,2,1-2,8-10,4,2011s,2013,2015,547971.0,5293835.0,26910,3541,1441,19,76.0,9.84,next,0,,,0,,
C2019_02175_00875,147,1,68,BLIND|3|5-6,BLIND,3,2,3,3,5-6,5,2016,2019,2021,546839.0,5296567.0,26910,2175,875,7,28.0,5.97,prev,0,,,0,,
C2019_02157_01725,148,1,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,548539.0,5296603.0,26910,2157,1725,8,32.0,6.38,next,0,,,0,,
C2016_02430_02119,149,1,69,BLIND|3|6-8,BLIND,1,3,3,3,6-8,4,2015,2016,2019,549327.0,5296057.0,26910,2430,2119,11,44.0,7.48,next,1,lidar_chm2_2016_50cm,0,0,,
F2016_02920_01584,150,0,69,BLIND|3|6-8,BLIND,1,3,3,3,6-8,4,2015,2016,2019,548257.0,5295077.0,26910,2920,1584,9,36.0,6.77,,1,lidar_chm2_2016_50cm,0,1,,
C2019_01981_01092,151,1,68,BLIND|3|5-6,BLIND,3,2,3,3,5-6,5,2016,2019,2021,547273.0,5296955.0,26910,1981,1092,7,28.0,5.97,prev,0,,,0,,
C2019_04021_01780,152,1,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,548649.0,5292875.0,26910,4021,1780,12,48.0,7.82,next,0,,,0,,
C2021_01053_02729,153,1,71,BLIND|3|10-14,BLIND,2,3,3,3,10-14,5,2019,2021,2024,550547.0,5298811.0,26910,1053,2729,26,104.0,11.51,prev,0,,,0,,
C2019_04224_02435,154,1,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,549959.0,5292469.0,26910,4224,2435,11,44.0,7.48,next,0,,,0,,
C2021_02579_02256,155,1,69,BLIND|3|6-8,BLIND,2,3,3,3,6-8,5,2019,2021,2024,549601.0,5295759.0,26910,2579,2256,8,32.0,6.38,next,0,,,0,,
F2021_01833_01511,156,0,70,BLIND|3|8-10,BLIND,2,3,3,3,8-10,5,2019,2021,2024,548111.0,5297251.0,26910,1833,1511,13,52.0,8.14,,0,,,0,,
C2019_01228_02297,157,1,68,BLIND|3|5-6,BLIND,3,2,3,3,5-6,5,2016,2019,2021,549683.0,5298461.0,26910,1228,2297,7,28.0,5.97,next,0,,,0,,
C2013_04081_00789,158,1,8,HEAL|1-2|10-14,HEAL,2,2,2,1-2,10-14,4,2011s,2013,2015,546667.0,5292755.0,26910,4081,789,28,112.0,11.94,prev,0,,,0,,
F2011s_03143_00333,159,0,9,HEAL|1-2|14+,HEAL,2,2,2,1-2,14+,4,2009,2011s,2013,545755.0,5294631.0,26910,3143,333,169,676.0,29.34,,0,,,0,,
F2016_00451_02550,160,0,69,BLIND|3|6-8,BLIND,1,3,3,3,6-8,4,2015,2016,2019,550189.0,5300015.0,26910,451,2550,9,36.0,6.77,,1,lidar_chm2_2016_50cm,0,1,,
C2021_03210_00757,161,1,69,BLIND|3|6-8,BLIND,2,3,3,3,6-8,5,2019,2021,2024,546603.0,5294497.0,26910,3210,757,12,48.0,7.82,prev,0,,,0,,
C2021_02377_01743,162,1,71,BLIND|3|10-14,BLIND,2,3,3,3,10-14,5,2019,2021,2024,548575.0,5296163.0,26910,2377,1743,31,124.0,12.57,next,0,,,0,,
F2021_02332_00947,163,0,69,BLIND|3|6-8,BLIND,2,3,3,3,6-8,5,2019,2021,2024,546983.0,5296253.0,26910,2332,947,8,32.0,6.38,,0,,,0,,
F2016_02270_01515,164,0,71,BLIND|3|10-14,BLIND,1,3,3,3,10-14,4,2015,2016,2019,548119.0,5296377.0,26910,2270,1515,21,84.0,10.34,,1,lidar_chm2_2016_50cm,0,0,,
C2013_01590_01737,165,1,8,HEAL|1-2|10-14,HEAL,2,2,2,1-2,10-14,4,2011s,2013,2015,548563.0,5297737.0,26910,1590,1737,35,140.0,13.35,prev,0,,,0,,
C2021_03908_01034,166,1,68,BLIND|3|5-6,BLIND,2,3,3,3,5-6,5,2019,2021,2024,547157.0,5293101.0,26910,3908,1034,7,28.0,5.97,prev,0,,,0,,
C2015_01205_01653,167,1,7,HEAL|1-2|8-10,HEAL,2,1,2,1-2,8-10,3,2013,2015,2016,548395.0,5298507.0,26910,1205,1653,16,64.0,9.03,next,1,lidar_chm2_2016_50cm,-1,1,,
C2016_02198_01058,168,1,71,BLIND|3|10-14,BLIND,1,3,3,3,10-14,4,2015,2016,2019,547205.0,5296521.0,26910,2198,1058,20,80.0,10.09,next,1,lidar_chm2_2016_50cm,0,0,,
F2015_01437_01762,169,0,6,HEAL|1-2|6-8,HEAL,2,1,2,1-2,6-8,3,2013,2015,2016,548613.0,5298043.0,26910,1437,1762,8,32.0,6.38,,1,lidar_chm2_2016_50cm,-1,0,,
C2019_02917_01356,170,1,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,547801.0,5295083.0,26910,2917,1356,11,44.0,7.48,next,0,,,0,,
F2015_04318_02318,171,0,7,HEAL|1-2|8-10,HEAL,2,1,2,1-2,8-10,3,2013,2015,2016,549725.0,5292281.0,26910,4318,2318,14,56.0,8.44,,1,lidar_chm2_2016_50cm,-1,0,,
F2016_03311_01743,172,0,69,BLIND|3|6-8,BLIND,1,3,3,3,6-8,4,2015,2016,2019,548575.0,5294295.0,26910,3311,1743,11,44.0,7.48,,1,lidar_chm2_2016_50cm,0,0,,
F2019_01831_01661,173,0,72,BLIND|3|14+,BLIND,3,2,3,3,14+,5,2016,2019,2021,548411.0,5297255.0,26910,1831,1661,88,352.0,21.17,,0,,,0,,
F2016_02177_01595,174,0,69,BLIND|3|6-8,BLIND,1,3,3,3,6-8,4,2015,2016,2019,548279.0,5296563.0,26910,2177,1595,8,32.0,6.38,,1,lidar_chm2_2016_50cm,0,0,,
F2016_02375_02175,175,0,70,BLIND|3|8-10,BLIND,1,3,3,3,8-10,4,2015,2016,2019,549439.0,5296167.0,26910,2375,2175,13,52.0,8.14,,1,lidar_chm2_2016_50cm,0,0,,
C2019_02253_01138,176,1,71,BLIND|3|10-14,BLIND,3,2,3,3,10-14,5,2016,2019,2021,547365.0,5296411.0,26910,2253,1138,38,152.0,13.91,prev,0,,,0,,
C2019_03329_02064,177,1,70,BLIND|3|8-10,BLIND,3,2,3,3,8-10,5,2016,2019,2021,549217.0,5294259.0,26910,3329,2064,14,56.0,8.44,prev,0,,,0,,
C2021_01824_01638,178,1,71,BLIND|3|10-14,BLIND,2,3,3,3,10-14,5,2019,2021,2024,548365.0,5297269.0,26910,1824,1638,24,96.0,11.06,next,0,,,0,,
F2015_03145_00664,179,0,6,HEAL|1-2|6-8,HEAL,2,1,2,1-2,6-8,3,2013,2015,2016,546417.0,5294627.0,26910,3145,664,9,36.0,6.77,,1,lidar_chm2_2016_50cm,-1,1,,
C2011s_03556_02453,180,1,6,HEAL|1-2|6-8,HEAL,2,2,2,1-2,6-8,4,2009,2011s,2013,549995.0,5293805.0,26910,3556,2453,8,32.0,6.38,prev,0,,,0,,
F2019_03038_01023,181,0,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,547135.0,5294841.0,26910,3038,1023,8,32.0,6.38,,0,,,0,,
C2019_02489_01180,182,1,71,BLIND|3|10-14,BLIND,3,2,3,3,10-14,5,2016,2019,2021,547449.0,5295939.0,26910,2489,1180,33,132.0,12.96,prev,0,,,0,,
F2011s_02745_02223,183,0,7,HEAL|1-2|8-10,HEAL,2,2,2,1-2,8-10,4,2009,2011s,2013,549535.0,5295427.0,26910,2745,2223,16,64.0,9.03,,0,,,0,,
C2013_02972_01964,184,1,8,HEAL|1-2|10-14,HEAL,2,2,2,1-2,10-14,4,2011s,2013,2015,549017.0,5294973.0,26910,2972,1964,35,140.0,13.35,prev,0,,,0,,
C2011s_03487_01134,185,1,6,HEAL|1-2|6-8,HEAL,2,2,2,1-2,6-8,4,2009,2011s,2013,547357.0,5293943.0,26910,3487,1134,12,48.0,7.82,next,0,,,0,,
C2015_02395_01315,186,1,5,HEAL|1-2|5-6,HEAL,2,1,2,1-2,5-6,3,2013,2015,2016,547719.0,5296127.0,26910,2395,1315,7,28.0,5.97,next,1,lidar_chm2_2016_50cm,-1,1,,
C2015_03678_01306,187,1,9,HEAL|1-2|14+,HEAL,2,1,2,1-2,14+,3,2013,2015,2016,547701.0,5293561.0,26910,3678,1306,49,196.0,15.8,next,1,lidar_chm2_2016_50cm,-1,0,,
C2021_02775_00851,188,1,69,BLIND|3|6-8,BLIND,2,3,3,3,6-8,5,2019,2021,2024,546791.0,5295367.0,26910,2775,851,11,44.0,7.48,next,0,,,0,,
F2021_00209_02679,189,0,69,BLIND|3|6-8,BLIND,2,3,3,3,6-8,5,2019,2021,2024,550447.0,5300499.0,26910,209,2679,12,48.0,7.82,,0,,,0,,
F2015_00831_02906,190,0,7,HEAL|1-2|8-10,HEAL,2,1,2,1-2,8-10,3,2013,2015,2016,550901.0,5299255.0,26910,831,2906,15,60.0,8.74,,1,lidar_chm2_2016_50cm,-1,1,,
F2011s_03251_01665,191,0,5,HEAL|1-2|5-6,HEAL,2,2,2,1-2,5-6,4,2009,2011s,2013,548419.0,5294415.0,26910,3251,1665,7,28.0,5.97,,0,,,0,,
F2015_03172_01005,192,0,7,HEAL|1-2|8-10,HEAL,2,1,2,1-2,8-10,3,2013,2015,2016,547099.0,5294573.0,26910,3172,1005,16,64.0,9.03,,1,lidar_chm2_2016_50cm,-1,1,,
F2021_04424_01254,193,0,69,BLIND|3|6-8,BLIND,2,3,3,3,6-8,5,2019,2021,2024,547597.0,5292069.0,26910,4424,1254,8,32.0,6.38,,0,,,0,,
C2015_01822_01542,194,1,7,HEAL|1-2|8-10,HEAL,2,1,2,1-2,8-10,3,2013,2015,2016,548173.0,5297273.0,26910,1822,1542,18,72.0,9.57,next,1,lidar_chm2_2016_50cm,-1,0,,
F2016_01736_01357,195,0,70,BLIND|3|8-10,BLIND,1,3,3,3,8-10,4,2015,2016,2019,547803.0,5297445.0,26910,1736,1357,17,68.0,9.3,,1,lidar_chm2_2016_50cm,0,1,,
C2019_03124_01798,196,1,71,BLIND|3|10-14,BLIND,3,2,3,3,10-14,5,2016,2019,2021,548685.0,5294669.0,26910,3124,1798,34,136.0,13.16,prev,0,,,0,,
C2019_02816_01799,197,1,68,BLIND|3|5-6,BLIND,3,2,3,3,5-6,5,2016,2019,2021,548687.0,5295285.0,26910,2816,1799,7,28.0,5.97,prev,0,,,0,,
F2019_03000_00645,198,0,71,BLIND|3|10-14,BLIND,3,2,3,3,10-14,5,2016,2019,2021,546379.0,5294917.0,26910,3000,645,21,84.0,10.34,,0,,,0,,
F2013_02489_02302,199,0,6,HEAL|1-2|6-8,HEAL,2,2,2,1-2,6-8,4,2011s,2013,2015,549693.0,5295939.0,26910,2489,2302,11,44.0,7.48,,0,,,0,,
F2016_04336_01087,200,0,69,BLIND|3|6-8,BLIND,1,3,3,3,6-8,4,2015,2016,2019,547263.0,5292245.0,26910,4336,1087,8,32.0,6.38,,1,lidar_chm2_2016_50cm,0,0,,
F2019_03980_01509,201,0,70,BLIND|3|8-10,BLIND,3,2,3,3,8-10,5,2016,2019,2021,548107.0,5292957.0,26910,3980,1509,13,52.0,8.14,,0,,,0,,
F2015_03174_01750,202,0,9,HEAL|1-2|14+,HEAL,2,1,2,1-2,14+,3,2013,2015,2016,548589.0,5294569.0,26910,3174,1750,81,324.0,20.31,,1,lidar_chm2_2016_50cm,-1,1,,
F2015_03240_00826,203,0,7,HEAL|1-2|8-10,HEAL,2,1,2,1-2,8-10,3,2013,2015,2016,546741.0,5294437.0,26910,3240,826,15,60.0,8.74,,1,lidar_chm2_2016_50cm,-1,1,,
C2019_00198_02514,204,1,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,550117.0,5300521.0,26910,198,2514,9,36.0,6.77,prev,0,,,0,,
F2015_02344_01256,205,0,6,HEAL|1-2|6-8,HEAL,2,1,2,1-2,6-8,3,2013,2015,2016,547601.0,5296229.0,26910,2344,1256,11,44.0,7.48,,1,lidar_chm2_2016_50cm,-1,0,,
F2015_01455_01466,206,0,8,HEAL|1-2|10-14,HEAL,2,1,2,1-2,10-14,3,2013,2015,2016,548021.0,5298007.0,26910,1455,1466,34,136.0,13.16,,1,lidar_chm2_2016_50cm,-1,1,,
C2021_02335_01001,207,1,70,BLIND|3|8-10,BLIND,2,3,3,3,8-10,5,2019,2021,2024,547091.0,5296247.0,26910,2335,1001,14,56.0,8.44,prev,0,,,0,,
F2021_04081_01896,208,0,69,BLIND|3|6-8,BLIND,2,3,3,3,6-8,5,2019,2021,2024,548881.0,5292755.0,26910,4081,1896,10,40.0,7.14,,0,,,0,,
F2019_03528_01085,209,0,72,BLIND|3|14+,BLIND,3,2,3,3,14+,5,2016,2019,2021,547259.0,5293861.0,26910,3528,1085,44,176.0,14.97,,0,,,0,,
C2021_02850_02564,210,1,69,BLIND|3|6-8,BLIND,2,3,3,3,6-8,5,2019,2021,2024,550217.0,5295217.0,26910,2850,2564,9,36.0,6.77,prev,0,,,0,,
F2016_03957_01433,211,0,69,BLIND|3|6-8,BLIND,1,3,3,3,6-8,4,2015,2016,2019,547955.0,5293003.0,26910,3957,1433,10,40.0,7.14,,1,lidar_chm2_2016_50cm,0,1,,
F2019_04546_01623,212,0,70,BLIND|3|8-10,BLIND,3,2,3,3,8-10,5,2016,2019,2021,548335.0,5291825.0,26910,4546,1623,15,60.0,8.74,,0,,,0,,
F2019_00536_02537,213,0,68,BLIND|3|5-6,BLIND,3,2,3,3,5-6,5,2016,2019,2021,550163.0,5299845.0,26910,536,2537,7,28.0,5.97,,0,,,0,,
C2016_03581_00967,214,1,70,BLIND|3|8-10,BLIND,1,3,3,3,8-10,4,2015,2016,2019,547023.0,5293755.0,26910,3581,967,17,68.0,9.3,next,1,lidar_chm2_2016_50cm,0,1,,
F2019_03268_01701,215,0,69,BLIND|3|6-8,BLIND,3,2,3,3,6-8,5,2016,2019,2021,548491.0,5294381.0,26910,3268,1701,10,40.0,7.14,,0,,,0,,
C2016_01011_02659,216,1,69,BLIND|3|6-8,BLIND,1,3,3,3,6-8,4,2015,2016,2019,550407.0,5298895.0,26910,1011,2659,10,40.0,7.14,next,1,lidar_chm2_2016_50cm,0,1,,
F2015_01834_01299,217,0,5,HEAL|1-2|5-6,HEAL,2,1,2,1-2,5-6,3,2013,2015,2016,547687.0,5297249.0,26910,1834,1299,7,28.0,5.97,,1,lidar_chm2_2016_50cm,-1,1,,
C2019_04400_02216,218,1,70,BLIND|3|8-10,BLIND,3,2,3,3,8-10,5,2016,2019,2021,549521.0,5292117.0,26910,4400,2216,16,64.0,9.03,next,0,,,0,,
C2016_01448_01971,219,1,71,BLIND|3|10-14,BLIND,1,3,3,3,10-14,4,2015,2016,2019,549031.0,5298021.0,26910,1448,1971,21,84.0,10.34,prev,1,lidar_chm2_2016_50cm,0,0,,
F2013_03138_00122,220,0,8,HEAL|1-2|10-14,HEAL,2,2,2,1-2,10-14,4,2011s,2013,2015,545333.0,5294641.0,26910,3138,122,38,152.0,13.91,,0,,,0,,
