label,imagery,n_px,windows_kept,windows_tried,p05,p25,p50,p75,p95,mean,sd,frac_lt_002,frac_negative
2002_king,2002_king_rgb.tif,1046502,2,16,-0.0068,0.0462,0.0737,0.1034,0.1698,0.0749,0.0599,0.1358,0.0564
