point_id,label,stratum,stratum_name,estimator_stratum,x,y,verify_overturned
311,nochange,1,cand_change,1,550069.0,5299343.0,0
312,nochange,1,cand_change,1,546471.0,5295711.0,0
313,nochange,1,cand_change,1,549811.0,5293261.0,0
314,nochange,1,cand_change,1,549277.0,5292191.0,0
315,nochange,1,cand_change,1,546781.0,5294143.0,0
316,nochange,1,cand_change,1,548609.0,5295417.0,0
317,nochange,1,cand_change,1,546797.0,5294295.0,0
318,nochange,1,cand_change,1,549207.0,5297123.0,0
319,nochange,1,cand_change,1,547289.0,5292743.0,0
32,nochange,1,cand_change,1,546525.0,5295153.0,0
320,nochange,1,cand_change,1,548381.0,5297603.0,0
321,nochange,1,cand_change,1,549927.0,5299891.0,0
322,nochange,1,cand_change,1,549647.0,5299173.0,0
323,nochange,1,cand_change,1,549217.0,5298735.0,0
324,nochange,1,cand_change,1,548313.0,5294293.0,0
325,nochange,1,cand_change,1,548969.0,5295729.0,0
326,loss,1,cand_change,1,549303.0,5297569.0,0
327,nochange,1,cand_change,1,548307.0,5295011.0,0
328,nochange,1,cand_change,1,548509.0,5297297.0,0
329,nochange,1,cand_change,1,546849.0,5293709.0,0
33,nochange,1,cand_change,1,547129.0,5292109.0,0
330,nochange,1,cand_change,1,548237.0,5295817.0,0
331,nochange,1,cand_change,1,549001.0,5295189.0,0
332,nochange,1,cand_change,1,546751.0,5295357.0,0
333,nochange,1,cand_change,1,547791.0,5297185.0,0
334,nochange,1,cand_change,1,547939.0,5293237.0,0
335,nochange,1,cand_change,1,549511.0,5297961.0,0
336,nochange,1,cand_change,1,548587.0,5297375.0,0
337,nochange,1,cand_change,1,549423.0,5295011.0,0
338,nochange,1,cand_change,1,549865.0,5299047.0,0
339,nochange,1,cand_change,1,548997.0,5297313.0,0
34,nochange,1,cand_change,1,548959.0,5292153.0,0
340,nochange,1,cand_change,1,550011.0,5293995.0,0
341,nochange,1,cand_change,1,546963.0,5295499.0,0
342,nochange,1,cand_change,1,548787.0,5295103.0,0
343,nochange,1,cand_change,1,548171.0,5295193.0,0
344,nochange,1,cand_change,1,548075.0,5293793.0,0
345,nochange,1,cand_change,1,546481.0,5294373.0,0
347,nochange,1,cand_change,1,547525.0,5291805.0,0
348,nochange,1,cand_change,1,549169.0,5296041.0,0
349,nochange,1,cand_change,1,548397.0,5297081.0,0
35,nochange,1,cand_change,1,548049.0,5293217.0,0
350,nochange,1,cand_change,1,547875.0,5295125.0,0
351,nochange,1,cand_change,1,549631.0,5295663.0,0
353,nochange,1,cand_change,1,548991.0,5292507.0,0
354,nochange,1,cand_change,1,549951.0,5299413.0,0
355,nochange,1,cand_change,1,546717.0,5293629.0,0
356,loss,1,cand_change,1,549363.0,5296869.0,0
357,nochange,1,cand_change,1,548183.0,5298309.0,0
359,nochange,1,cand_change,1,548111.0,5295089.0,0
36,nochange,1,cand_change,1,550087.0,5300495.0,0
360,nochange,1,cand_change,1,546749.0,5295227.0,0
361,nochange,1,cand_change,1,548805.0,5292129.0,0
362,nochange,1,cand_change,1,548315.0,5294331.0,0
363,nochange,1,cand_change,1,548211.0,5295717.0,0
364,nochange,1,cand_change,1,550047.0,5299411.0,0
365,nochange,1,cand_change,1,547335.0,5292195.0,0
366,nochange,1,cand_change,1,549801.0,5300795.0,0
367,nochange,1,cand_change,1,549803.0,5298553.0,0
368,nochange,1,cand_change,1,548763.0,5295527.0,0
369,nochange,1,cand_change,1,549631.0,5295371.0,0
37,loss,1,cand_change,1,547297.0,5291937.0,0
370,nochange,1,cand_change,1,548139.0,5297603.0,0
371,nochange,1,cand_change,1,550019.0,5299311.0,0
372,nochange,1,cand_change,1,548459.0,5297481.0,0
373,nochange,1,cand_change,1,549289.0,5294667.0,0
374,nochange,1,cand_change,1,546265.0,5294931.0,0
375,nochange,1,cand_change,1,548367.0,5296629.0,0
377,nochange,1,cand_change,1,547321.0,5295015.0,0
378,nochange,1,cand_change,1,548899.0,5295589.0,0
379,nochange,1,cand_change,1,548717.0,5295529.0,0
38,nochange,1,cand_change,1,547465.0,5292875.0,0
380,nochange,1,cand_change,1,549557.0,5294839.0,0
381,nochange,1,cand_change,1,547265.0,5293217.0,0
382,nochange,1,cand_change,1,548519.0,5294987.0,0
383,nochange,1,cand_change,1,549431.0,5296869.0,0
384,nochange,1,cand_change,1,549809.0,5300787.0,0
385,loss,1,cand_change,1,546667.0,5296075.0,0
386,nochange,1,cand_change,1,547025.0,5294457.0,0
387,nochange,1,cand_change,1,549333.0,5294259.0,0
388,nochange,1,cand_change,1,549271.0,5295027.0,0
389,nochange,1,cand_change,1,549257.0,5292363.0,0
39,nochange,1,cand_change,1,548783.0,5297921.0,0
390,nochange,1,cand_change,1,548175.0,5296917.0,0
391,nochange,1,cand_change,1,549035.0,5297331.0,0
392,nochange,1,cand_change,1,549393.0,5295629.0,0
393,nochange,1,cand_change,1,546235.0,5295071.0,0
394,nochange,1,cand_change,1,548341.0,5294965.0,0
395,nochange,1,cand_change,1,548003.0,5294305.0,0
396,nochange,1,cand_change,1,546635.0,5293165.0,0
397,nochange,1,cand_change,1,549837.0,5294155.0,0
398,nochange,1,cand_change,1,547845.0,5293961.0,0
399,nochange,1,cand_change,1,547889.0,5292703.0,0
4,nochange,1,cand_change,1,546569.0,5294515.0,0
40,nochange,1,cand_change,1,547213.0,5293535.0,0
400,nochange,1,cand_change,1,549217.0,5295509.0,0
401,nochange,1,cand_change,1,549233.0,5292655.0,0
402,nochange,1,cand_change,1,547697.0,5297201.0,0
403,nochange,1,cand_change,1,548467.0,5297881.0,0
404,loss,1,cand_change,1,548841.0,5296101.0,0
405,nochange,1,cand_change,1,547677.0,5293471.0,0
406,nochange,1,cand_change,1,546477.0,5295255.0,0
407,nochange,1,cand_change,1,548835.0,5298761.0,0
408,nochange,1,cand_change,1,547329.0,5294751.0,0
409,nochange,1,cand_change,1,550249.0,5299071.0,0
41,nochange,1,cand_change,1,547827.0,5297743.0,0
410,nochange,1,cand_change,1,549619.0,5298635.0,0
411,nochange,1,cand_change,1,547863.0,5295487.0,0
413,nochange,1,cand_change,1,548019.0,5293157.0,0
414,nochange,1,cand_change,1,549761.0,5294877.0,0
415,nochange,1,cand_change,1,549531.0,5298573.0,0
416,nochange,1,cand_change,1,549421.0,5294981.0,0
417,nochange,1,cand_change,1,547967.0,5297119.0,0
418,nochange,1,cand_change,1,548169.0,5296957.0,0
419,nochange,1,cand_change,1,547609.0,5295343.0,0
42,nochange,1,cand_change,1,548277.0,5291899.0,0
420,nochange,1,cand_change,1,548085.0,5293221.0,0
421,nochange,1,cand_change,1,549377.0,5298871.0,0
422,nochange,1,cand_change,1,549671.0,5299549.0,0
423,nochange,1,cand_change,1,549875.0,5295219.0,0
424,nochange,1,cand_change,1,547351.0,5292955.0,0
425,nochange,1,cand_change,1,548543.0,5296813.0,0
426,nochange,1,cand_change,1,547423.0,5295743.0,0
427,nochange,1,cand_change,1,549657.0,5295569.0,0
428,nochange,1,cand_change,1,547871.0,5296047.0,0
429,nochange,1,cand_change,1,549285.0,5291853.0,0
43,nochange,1,cand_change,1,548249.0,5292009.0,0
430,nochange,1,cand_change,1,549855.0,5299011.0,0
431,nochange,1,cand_change,1,547631.0,5294023.0,0
432,nochange,1,cand_change,1,547027.0,5294463.0,0
433,loss,1,cand_change,1,549717.0,5299867.0,0
434,nochange,1,cand_change,1,547077.0,5292337.0,0
435,nochange,1,cand_change,1,547481.0,5292299.0,0
436,nochange,1,cand_change,1,549687.0,5299519.0,0
437,nochange,1,cand_change,1,549017.0,5296497.0,0
438,nochange,1,cand_change,1,549901.0,5300883.0,0
439,nochange,1,cand_change,1,548271.0,5292191.0,0
44,nochange,1,cand_change,1,549121.0,5295121.0,0
440,nochange,1,cand_change,1,548281.0,5298153.0,0
441,loss,1,cand_change,1,546919.0,5292747.0,0
442,nochange,1,cand_change,1,550043.0,5297985.0,0
443,nochange,1,cand_change,1,548087.0,5293163.0,0
444,nochange,1,cand_change,1,548435.0,5295603.0,0
445,nochange,1,cand_change,1,548115.0,5293109.0,0
446,nochange,1,cand_change,1,548135.0,5293173.0,0
447,nochange,1,cand_change,1,548655.0,5297119.0,0
448,nochange,1,cand_change,1,547131.0,5293159.0,0
449,nochange,1,cand_change,1,547159.0,5296749.0,0
45,nochange,1,cand_change,1,546803.0,5293709.0,0
450,nochange,1,cand_change,1,548743.0,5294755.0,0
451,nochange,1,cand_change,1,550449.0,5299025.0,0
452,nochange,1,cand_change,1,548239.0,5295797.0,0
455,nochange,1,cand_change,1,546733.0,5292009.0,0
456,nochange,1,cand_change,1,547869.0,5293801.0,0
457,nochange,1,cand_change,1,547719.0,5296081.0,0
458,nochange,1,cand_change,1,548847.0,5297951.0,0
459,nochange,1,cand_change,1,547567.0,5292679.0,0
46,nochange,1,cand_change,1,548813.0,5295485.0,0
460,nochange,1,cand_change,1,549095.0,5292555.0,0
461,nochange,1,cand_change,1,549637.0,5299077.0,0
462,nochange,1,cand_change,1,546115.0,5295787.0,0
463,nochange,1,cand_change,1,547219.0,5293525.0,0
464,nochange,1,cand_change,1,548951.0,5298615.0,0
465,nochange,1,cand_change,1,549279.0,5298767.0,0
466,nochange,1,cand_change,1,546927.0,5295903.0,0
467,nochange,1,cand_change,1,547563.0,5295615.0,0
468,nochange,1,cand_change,1,548917.0,5295891.0,0
469,loss,1,cand_change,1,549545.0,5296035.0,0
47,nochange,1,cand_change,1,547449.0,5295575.0,0
470,nochange,1,cand_change,1,548025.0,5292251.0,0
471,nochange,1,cand_change,1,548079.0,5292207.0,0
472,nochange,1,cand_change,1,547359.0,5296179.0,0
473,nochange,1,cand_change,1,548805.0,5298545.0,0
474,nochange,1,cand_change,1,547933.0,5295303.0,0
475,nochange,1,cand_change,1,548867.0,5298565.0,0
477,nochange,1,cand_change,1,550183.0,5298923.0,0
478,nochange,1,cand_change,1,547927.0,5297671.0,0
479,nochange,1,cand_change,1,549449.0,5298549.0,0
48,nochange,1,cand_change,1,548609.0,5295367.0,0
480,nochange,1,cand_change,1,548943.0,5298549.0,0
481,nochange,1,cand_change,1,549523.0,5294493.0,0
482,nochange,1,cand_change,1,549357.0,5292835.0,0
483,nochange,1,cand_change,1,546789.0,5295951.0,0
484,nochange,1,cand_change,1,546775.0,5294229.0,0
485,nochange,1,cand_change,1,548813.0,5298595.0,0
486,nochange,1,cand_change,1,549011.0,5297967.0,0
487,nochange,1,cand_change,1,548159.0,5295765.0,0
488,nochange,1,cand_change,1,547649.0,5293537.0,0
489,nochange,1,cand_change,1,548139.0,5296035.0,0
49,nochange,1,cand_change,1,548829.0,5295471.0,0
490,loss,1,cand_change,1,548565.0,5295353.0,0
491,nochange,1,cand_change,1,549931.0,5300807.0,0
492,nochange,1,cand_change,1,549341.0,5295877.0,0
493,nochange,1,cand_change,1,549855.0,5300857.0,0
494,nochange,1,cand_change,1,547537.0,5293157.0,0
495,nochange,1,cand_change,1,547993.0,5297137.0,0
496,nochange,1,cand_change,1,548723.0,5295719.0,0
497,nochange,1,cand_change,1,549391.0,5297915.0,0
498,nochange,1,cand_change,1,548555.0,5297785.0,0
499,nochange,1,cand_change,1,548577.0,5295627.0,0
5,nochange,1,cand_change,1,548221.0,5294741.0,0
50,nochange,1,cand_change,1,547755.0,5297499.0,0
500,nochange,1,cand_change,1,547995.0,5294999.0,0
501,nochange,1,cand_change,1,547311.0,5293559.0,0
502,nochange,1,cand_change,1,548077.0,5296887.0,0
503,nochange,1,cand_change,1,549961.0,5298577.0,0
504,nochange,1,cand_change,1,549381.0,5295125.0,0
505,nochange,1,cand_change,1,548517.0,5292067.0,0
506,nochange,1,cand_change,1,548287.0,5298487.0,0
507,loss,1,cand_change,1,547569.0,5293073.0,0
508,nochange,1,cand_change,1,549181.0,5292163.0,0
509,nochange,1,cand_change,1,549443.0,5297803.0,0
51,nochange,1,cand_change,1,550265.0,5294859.0,0
510,nochange,1,cand_change,1,548577.0,5298615.0,0
511,nochange,1,cand_change,1,546057.0,5295169.0,0
512,nochange,1,cand_change,1,549979.0,5300465.0,0
513,nochange,1,cand_change,1,546315.0,5295619.0,0
514,nochange,1,cand_change,1,549091.0,5295957.0,0
515,nochange,1,cand_change,1,549419.0,5291975.0,0
516,nochange,1,cand_change,1,550027.0,5294725.0,0
517,nochange,1,cand_change,1,547867.0,5297043.0,0
518,nochange,1,cand_change,1,548859.0,5295635.0,0
519,loss,1,cand_change,1,547665.0,5295083.0,0
52,nochange,1,cand_change,1,547745.0,5295343.0,0
520,nochange,1,cand_change,1,548025.0,5293209.0,0
521,nochange,1,cand_change,1,547947.0,5297659.0,0
522,nochange,1,cand_change,1,546567.0,5295273.0,0
523,nochange,1,cand_change,1,547593.0,5296369.0,0
524,nochange,1,cand_change,1,547113.0,5292065.0,0
525,nochange,1,cand_change,1,548993.0,5296213.0,0
526,nochange,1,cand_change,1,546353.0,5295379.0,0
527,nochange,1,cand_change,1,550305.0,5298973.0,0
528,nochange,1,cand_change,1,550287.0,5300869.0,0
529,nochange,1,cand_change,1,550369.0,5300569.0,0
53,nochange,1,cand_change,1,549567.0,5296135.0,0
530,nochange,1,cand_change,1,548883.0,5298925.0,0
531,nochange,1,cand_change,1,549967.0,5292441.0,0
532,nochange,1,cand_change,1,549469.0,5299021.0,0
533,nochange,1,cand_change,1,548949.0,5297175.0,0
534,nochange,1,cand_change,1,548143.0,5295363.0,0
535,nochange,1,cand_change,1,546479.0,5294285.0,0
536,nochange,1,cand_change,1,548743.0,5295317.0,0
537,nochange,1,cand_change,1,546867.0,5295543.0,0
538,nochange,1,cand_change,1,547005.0,5292173.0,0
539,nochange,1,cand_change,1,548487.0,5295719.0,0
54,nochange,1,cand_change,1,546777.0,5293635.0,0
540,nochange,1,cand_change,1,546793.0,5294755.0,0
541,nochange,1,cand_change,1,548057.0,5295133.0,0
542,nochange,1,cand_change,1,549865.0,5298865.0,0
543,nochange,1,cand_change,1,547997.0,5295369.0,0
544,nochange,1,cand_change,1,549229.0,5298023.0,0
545,nochange,1,cand_change,1,549611.0,5298573.0,0
546,nochange,1,cand_change,1,546701.0,5294149.0,0
547,nochange,1,cand_change,1,548049.0,5293909.0,0
548,nochange,1,cand_change,1,546379.0,5295067.0,0
55,nochange,1,cand_change,1,549485.0,5291913.0,0
550,nochange,1,cand_change,1,546791.0,5293853.0,0
551,nochange,1,cand_change,1,550237.0,5299123.0,0
552,nochange,1,cand_change,1,547811.0,5294127.0,0
553,nochange,1,cand_change,1,547117.0,5293405.0,0
554,nochange,1,cand_change,1,547867.0,5296323.0,0
555,nochange,1,cand_change,1,547779.0,5291945.0,0
556,nochange,1,cand_change,1,549025.0,5294981.0,0
557,nochange,1,cand_change,1,549809.0,5299523.0,0
558,nochange,1,cand_change,1,549949.0,5294389.0,0
559,nochange,1,cand_change,1,548295.0,5295155.0,0
56,nochange,1,cand_change,1,548101.0,5293481.0,0
561,nochange,1,cand_change,1,548217.0,5293301.0,0
562,nochange,1,cand_change,1,550147.0,5300759.0,0
563,nochange,1,cand_change,1,547329.0,5295607.0,0
564,nochange,1,cand_change,1,549697.0,5299873.0,0
565,nochange,1,cand_change,1,547985.0,5295303.0,0
566,nochange,1,cand_change,1,548921.0,5295821.0,0
567,nochange,1,cand_change,1,549533.0,5297533.0,0
568,nochange,1,cand_change,1,550433.0,5300427.0,0
569,nochange,1,cand_change,1,548427.0,5295345.0,0
57,nochange,1,cand_change,1,548155.0,5295139.0,0
570,nochange,1,cand_change,1,547701.0,5295365.0,0
571,nochange,1,cand_change,1,550433.0,5300493.0,0
572,nochange,1,cand_change,1,550161.0,5294095.0,0
573,nochange,1,cand_change,1,549841.0,5295225.0,0
574,nochange,1,cand_change,1,550381.0,5300357.0,0
575,nochange,1,cand_change,1,546993.0,5294023.0,0
577,nochange,1,cand_change,1,547319.0,5292557.0,0
578,nochange,1,cand_change,1,548927.0,5297767.0,0
579,nochange,1,cand_change,1,549325.0,5291895.0,0
58,nochange,1,cand_change,1,548019.0,5297569.0,0
580,nochange,1,cand_change,1,549125.0,5292113.0,0
581,nochange,1,cand_change,1,550319.0,5298967.0,0
582,nochange,1,cand_change,1,549843.0,5299447.0,0
583,nochange,1,cand_change,1,548013.0,5295065.0,0
584,nochange,1,cand_change,1,549747.0,5297761.0,0
585,nochange,1,cand_change,1,549975.0,5300405.0,0
586,loss,1,cand_change,1,546715.0,5292153.0,0
587,nochange,1,cand_change,1,547407.0,5297333.0,0
588,nochange,1,cand_change,1,549337.0,5296867.0,0
589,nochange,1,cand_change,1,549373.0,5292445.0,0
59,nochange,1,cand_change,1,546363.0,5295533.0,0
590,nochange,1,cand_change,1,546105.0,5295465.0,0
591,nochange,1,cand_change,1,546651.0,5293129.0,0
592,nochange,1,cand_change,1,549853.0,5293055.0,0
593,loss,1,cand_change,1,549325.0,5292835.0,0
594,nochange,1,cand_change,1,548859.0,5298909.0,0
595,nochange,1,cand_change,1,548439.0,5298377.0,0
596,nochange,1,cand_change,1,547535.0,5293009.0,0
597,nochange,1,cand_change,1,550481.0,5298755.0,0
598,nochange,1,cand_change,1,549021.0,5298599.0,0
599,nochange,1,cand_change,1,549877.0,5295301.0,0
6,nochange,1,cand_change,1,549453.0,5299521.0,0
60,nochange,1,cand_change,1,548179.0,5295271.0,0
600,nochange,1,cand_change,1,549803.0,5299625.0,0
601,nochange,1,cand_change,1,547845.0,5291897.0,0
602,nochange,1,cand_change,1,550279.0,5300815.0,0
603,nochange,1,cand_change,1,548319.0,5292883.0,0
604,loss,1,cand_change,1,549519.0,5297755.0,0
605,nochange,1,cand_change,1,550037.0,5294577.0,0
606,nochange,1,cand_change,1,549115.0,5296573.0,0
607,nochange,1,cand_change,1,546273.0,5294365.0,0
608,nochange,1,cand_change,1,547129.0,5293233.0,0
609,nochange,1,cand_change,1,549851.0,5292493.0,0
61,nochange,1,cand_change,1,548615.0,5297135.0,0
610,nochange,1,cand_change,1,549865.0,5297739.0,0
611,nochange,1,cand_change,1,549479.0,5295117.0,0
612,nochange,1,cand_change,1,550059.0,5300773.0,1
613,nochange,1,cand_change,1,549585.0,5299607.0,0
615,nochange,1,cand_change,1,547515.0,5293613.0,0
616,nochange,1,cand_change,1,546649.0,5295591.0,0
617,nochange,1,cand_change,1,547225.0,5294261.0,0
618,nochange,1,cand_change,1,547117.0,5294297.0,0
619,nochange,1,cand_change,1,546971.0,5292933.0,0
62,nochange,1,cand_change,1,550111.0,5294597.0,0
620,nochange,1,cand_change,1,550061.0,5293889.0,0
621,nochange,1,cand_change,1,546921.0,5291849.0,0
622,nochange,1,cand_change,1,548953.0,5297253.0,0
623,nochange,1,cand_change,1,549485.0,5297237.0,0
624,nochange,1,cand_change,1,548853.0,5298713.0,0
625,nochange,1,cand_change,1,548857.0,5295099.0,0
626,nochange,1,cand_change,1,549181.0,5298603.0,0
627,nochange,1,cand_change,1,549517.0,5297297.0,0
628,nochange,1,cand_change,1,550253.0,5299165.0,0
629,nochange,1,cand_change,1,549019.0,5296157.0,0
63,nochange,1,cand_change,1,549025.0,5295693.0,0
630,nochange,1,cand_change,1,546899.0,5292223.0,0
631,nochange,1,cand_change,1,548761.0,5296571.0,0
632,nochange,1,cand_change,1,547949.0,5296719.0,0
633,nochange,1,cand_change,1,548937.0,5294915.0,0
634,nochange,1,cand_change,1,548347.0,5292147.0,0
635,nochange,1,cand_change,1,548553.0,5294933.0,0
636,nochange,1,cand_change,1,546627.0,5295505.0,0
637,nochange,1,cand_change,1,548907.0,5295427.0,0
638,nochange,1,cand_change,1,548269.0,5295045.0,0
639,nochange,1,cand_change,1,547007.0,5292953.0,0
64,nochange,1,cand_change,1,550197.0,5300901.0,0
640,nochange,1,cand_change,1,547207.0,5296319.0,0
641,nochange,1,cand_change,1,549139.0,5292557.0,0
642,nochange,1,cand_change,1,546637.0,5291927.0,0
643,nochange,1,cand_change,1,548155.0,5297723.0,0
644,nochange,1,cand_change,1,548961.0,5297787.0,0
645,nochange,1,cand_change,1,546929.0,5291967.0,0
646,nochange,1,cand_change,1,549057.0,5292517.0,0
647,nochange,1,cand_change,1,549445.0,5292439.0,0
648,nochange,1,cand_change,1,546261.0,5294947.0,0
649,nochange,1,cand_change,1,549831.0,5298653.0,0
65,loss,1,cand_change,1,549325.0,5292831.0,0
650,nochange,1,cand_change,1,549115.0,5297611.0,0
651,nochange,1,cand_change,1,548851.0,5292639.0,0
652,nochange,1,cand_change,1,547895.0,5293411.0,0
653,nochange,1,cand_change,1,548421.0,5295113.0,0
654,nochange,1,cand_change,1,548619.0,5295227.0,0
655,nochange,1,cand_change,1,548177.0,5293507.0,0
656,loss,1,cand_change,1,548641.0,5297147.0,0
658,nochange,1,cand_change,1,549505.0,5297509.0,0
659,nochange,1,cand_change,1,548809.0,5295321.0,0
66,nochange,1,cand_change,1,548249.0,5295039.0,0
660,nochange,1,cand_change,1,546859.0,5293697.0,0
661,nochange,1,cand_change,1,549143.0,5292107.0,0
662,nochange,1,cand_change,1,548869.0,5297551.0,0
663,nochange,1,cand_change,1,549509.0,5297543.0,0
664,nochange,1,cand_change,1,549533.0,5298571.0,0
665,nochange,1,cand_change,1,547953.0,5297497.0,0
666,nochange,1,cand_change,1,550313.0,5300685.0,0
667,nochange,1,cand_change,1,548795.0,5294663.0,0
668,nochange,1,cand_change,1,548731.0,5295117.0,0
669,nochange,1,cand_change,1,547777.0,5295057.0,0
67,nochange,1,cand_change,1,547651.0,5294119.0,0
670,nochange,1,cand_change,1,549973.0,5294981.0,0
671,nochange,1,cand_change,1,549621.0,5295345.0,0
672,nochange,1,cand_change,1,549135.0,5292581.0,0
673,nochange,1,cand_change,1,548131.0,5297479.0,0
674,nochange,1,cand_change,1,549943.0,5299759.0,0
675,nochange,1,cand_change,1,546671.0,5292493.0,0
676,nochange,1,cand_change,1,550539.0,5298935.0,0
677,nochange,1,cand_change,1,548165.0,5293715.0,0
678,nochange,1,cand_change,1,549969.0,5300835.0,0
679,nochange,1,cand_change,1,547897.0,5295395.0,0
68,nochange,1,cand_change,1,548555.0,5294847.0,0
680,nochange,1,cand_change,1,549381.0,5299245.0,0
681,nochange,1,cand_change,1,546569.0,5295325.0,0
682,nochange,1,cand_change,1,547373.0,5292187.0,0
683,nochange,1,cand_change,1,547955.0,5296177.0,0
684,nochange,1,cand_change,1,549713.0,5299547.0,0
685,nochange,1,cand_change,1,549415.0,5297805.0,0
686,nochange,1,cand_change,1,548597.0,5291853.0,0
687,nochange,1,cand_change,1,550047.0,5294309.0,0
688,nochange,1,cand_change,1,549303.0,5296095.0,0
689,nochange,1,cand_change,1,549703.0,5299603.0,0
69,nochange,1,cand_change,1,548437.0,5295723.0,0
690,nochange,1,cand_change,1,549959.0,5297821.0,0
691,nochange,1,cand_change,1,545939.0,5295175.0,0
693,nochange,1,cand_change,1,549301.0,5298971.0,0
694,loss,1,cand_change,1,550217.0,5300281.0,0
695,nochange,1,cand_change,1,547321.0,5295649.0,0
696,nochange,1,cand_change,1,546883.0,5294187.0,0
697,nochange,1,cand_change,1,546839.0,5294297.0,1
698,nochange,1,cand_change,1,549275.0,5296345.0,0
699,nochange,1,cand_change,1,547899.0,5293409.0,0
7,nochange,1,cand_change,1,548747.0,5297485.0,0
70,nochange,1,cand_change,1,547229.0,5293259.0,0
700,loss,1,cand_change,1,548105.0,5294917.0,0
701,nochange,2,srs_floor,4,549063.0,5292103.0,0
702,nochange,2,srs_floor,4,548005.0,5295751.0,0
703,nochange,2,srs_floor,4,547439.0,5293575.0,0
704,nochange,2,srs_floor,4,547611.0,5295915.0,0
705,nochange,2,srs_floor,4,547445.0,5297785.0,0
706,nochange,2,srs_floor,4,546269.0,5296131.0,0
707,nochange,2,srs_floor,1,547825.0,5295417.0,0
708,nochange,2,srs_floor,4,548781.0,5298869.0,1
709,nochange,2,srs_floor,4,549313.0,5296553.0,0
71,nochange,1,cand_change,1,546373.0,5295263.0,0
710,nochange,2,srs_floor,1,548509.0,5292223.0,0
711,nochange,2,srs_floor,4,546843.0,5293065.0,0
712,nochange,2,srs_floor,4,549641.0,5297817.0,0
713,nochange,2,srs_floor,4,548501.0,5297861.0,0
714,nochange,2,srs_floor,4,546269.0,5296419.0,0
715,nochange,2,srs_floor,4,546525.0,5294263.0,0
716,nochange,2,srs_floor,4,549603.0,5295751.0,0
717,nochange,2,srs_floor,4,546721.0,5296475.0,0
718,nochange,2,srs_floor,4,547045.0,5295337.0,0
719,nochange,2,srs_floor,4,549545.0,5294479.0,0
72,nochange,1,cand_change,1,550077.0,5299477.0,0
720,nochange,2,srs_floor,4,549267.0,5292553.0,0
721,nochange,2,srs_floor,3,550447.0,5300351.0,0
722,nochange,2,srs_floor,4,548589.0,5292025.0,0
723,nochange,2,srs_floor,1,548101.0,5295339.0,0
724,nochange,2,srs_floor,4,546395.0,5294995.0,0
725,nochange,2,srs_floor,4,547507.0,5296065.0,0
726,nochange,2,srs_floor,4,550009.0,5294833.0,0
727,nochange,2,srs_floor,4,548031.0,5298003.0,0
728,nochange,2,srs_floor,3,547427.0,5292763.0,0
729,nochange,2,srs_floor,4,549763.0,5300867.0,0
73,nochange,1,cand_change,1,547057.0,5292961.0,0
730,nochange,2,srs_floor,4,548727.0,5298803.0,0
731,nochange,2,srs_floor,1,547109.0,5293227.0,0
732,nochange,2,srs_floor,4,547205.0,5292405.0,0
734,nochange,2,srs_floor,3,548955.0,5298191.0,0
735,nochange,2,srs_floor,1,550057.0,5297835.0,0
736,nochange,2,srs_floor,4,548261.0,5298279.0,0
737,loss,2,srs_floor,4,547929.0,5294569.0,0
738,nochange,2,srs_floor,4,548661.0,5297179.0,0
739,nochange,2,srs_floor,4,548265.0,5292067.0,0
74,nochange,1,cand_change,1,547909.0,5293071.0,0
740,nochange,2,srs_floor,4,545363.0,5295089.0,0
741,nochange,2,srs_floor,4,549949.0,5292649.0,0
742,nochange,2,srs_floor,4,549679.0,5293243.0,0
743,nochange,2,srs_floor,4,548699.0,5297493.0,1
744,nochange,2,srs_floor,4,548833.0,5295017.0,0
745,nochange,2,srs_floor,1,550139.0,5298533.0,0
746,nochange,2,srs_floor,3,548123.0,5298225.0,0
747,nochange,2,srs_floor,4,548279.0,5297199.0,0
748,nochange,2,srs_floor,4,548671.0,5296801.0,0
749,loss,2,srs_floor,4,547913.0,5295697.0,0
75,nochange,1,cand_change,1,550279.0,5294877.0,0
750,nochange,2,srs_floor,4,549535.0,5296181.0,0
751,nochange,2,srs_floor,4,547199.0,5297539.0,0
752,nochange,2,srs_floor,4,548375.0,5292309.0,0
753,nochange,2,srs_floor,4,548195.0,5292207.0,0
754,nochange,2,srs_floor,4,548907.0,5294451.0,0
755,nochange,2,srs_floor,4,548255.0,5297333.0,0
756,nochange,2,srs_floor,4,546811.0,5293623.0,0
757,nochange,2,srs_floor,1,546877.0,5295851.0,0
758,nochange,2,srs_floor,4,546987.0,5294623.0,0
759,nochange,2,srs_floor,4,548297.0,5297303.0,0
76,nochange,1,cand_change,1,549335.0,5292941.0,0
761,nochange,2,srs_floor,4,550117.0,5300011.0,0
762,nochange,2,srs_floor,4,545929.0,5295499.0,0
763,nochange,2,srs_floor,1,549929.0,5293653.0,0
764,nochange,2,srs_floor,3,548095.0,5292865.0,0
765,nochange,2,srs_floor,4,548817.0,5295937.0,0
766,nochange,2,srs_floor,4,545667.0,5294985.0,0
767,nochange,2,srs_floor,1,548483.0,5295923.0,0
768,nochange,2,srs_floor,4,547379.0,5296003.0,1
769,nochange,2,srs_floor,4,548383.0,5294479.0,1
77,nochange,1,cand_change,1,550021.0,5299417.0,0
770,nochange,2,srs_floor,1,549983.0,5300423.0,0
771,nochange,2,srs_floor,4,549589.0,5292629.0,0
772,nochange,2,srs_floor,4,549905.0,5293287.0,0
