file_id,block_id,byte_hex,prefix,suffix,status,resolved_ligature,all_hits
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a448-785c-bd0d-5552562c4d5a,0x1,Z,Yi,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a448-785c-bd0d-5552562c4d5a,0x1,Z,Yi,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a451-7d07-a2c0-305b969d70da,0x1,Am,h,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a451-7d07-a2c0-305b969d70da,0x1,b,b,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a451-7d07-a2c0-305b969d70da,0x1,h,h,resolved,fl,fl
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a452-7c20-87e4-6e5f05e4b1e6,0x1,Am,hY,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a457-79d3-9ecd-8070eee6d545,0x1,Zj,mj,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a47d-7f07-bff9-6ecc27b2a492,0x1,Zj,mj,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a511-7230-b5d2-cc6c5a5552ce,0x1,ZijZ,i,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a512-7aac-8925-5b0c0ac59ba9,0x1,Zj,mj,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a512-7aac-8925-5b0c0ac59ba9,0x1,Zj,mj,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a512-7aac-8925-5b0c0ac59ba9,0x1,Z,m,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a512-7aac-8925-5b0c0ac59ba9,0x1,Z,m,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a513-7d51-ad9e-8a17f9948323,0x1,ZijZ,i,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a513-7d51-ad9e-8a17f9948323,0x1,Z,m,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a513-7d51-ad9e-8a17f9948323,0x1,Z,m,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a51e-7ea2-bdaa-a3b52027614b,0x7,j,n,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a527-7589-92cd-26566ff87f26,0x1,Xib,hAim,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a529-7765-8704-83649e6fbc01,0x1,Xib,hAim,unresolved,,
01a0a4d4-6b9c-7fc7-90b9-eb076b2b1a63,01a0abc8-a529-7765-8704-83649e6fbc01,0x1,Xb,hZ,unresolved,,
